"time_s" "index" "u_ms" "w1_ms" "w2_ms"
"1323" 6.61 1323 0.0625 0.0082 0.0084
"1324" 6.615 1324 0.0616 0.0077 0.0085
"1325" 6.62 1325 0.0616 0.006 0.0077
"1326" 6.625 1326 0.065 0.0046 0.005
"1327" 6.63 1327 0.0619 0.0039 0.0045
"1328" 6.635 1328 0.0694 8e-04 0.007
"1329" 6.64 1329 0.069 -1e-04 0.0044
"1330" 6.645 1330 0.069 -2e-04 0.0075
"1331" 6.65 1331 0.07 -0.0011 0.0046
"1332" 6.655 1332 0.0671 -0.0023 -3e-04
"1333" 6.66 1333 0.0584 -0.0045 -6e-04
"1334" 6.665 1334 0.0604 -0.0055 -0.0042
"1335" 6.67 1335 0.061 -0.0057 -0.006
"1336" 6.675 1336 0.0588 -0.0068 -0.0079
"1337" 6.68 1337 0.0625 -0.0079 -0.0083
"1338" 6.685 1338 0.0685 -0.0089 -0.0086
"1339" 6.69 1339 0.066 -0.0106 -0.011
"1340" 6.695 1340 0.0607 -0.0125 -0.0068
"1341" 6.7 1341 0.0597 -0.013 -0.014
"1342" 6.705 1342 0.0633 -0.0157 -0.0121
"1343" 6.71 1343 0.0556 -0.0158 -0.0139
"1344" 6.715 1344 0.0544 -0.0174 -0.0185
"1345" 6.72 1345 0.0542 -0.0189 -0.0221
"1346" 6.725 1346 0.0546 -0.0198 -0.0201
"1347" 6.73 1347 0.0554 -0.0205 -0.0202
"1348" 6.735 1348 0.0523 -0.0203 -0.0203
"1349" 6.74 1349 0.049 -0.0225 -0.0216
"1350" 6.745 1350 0.0618 -0.0209 -0.0237
"1351" 6.75 1351 0.0446 -0.0254 -0.0249
"1352" 6.755 1352 0.0512 -0.0244 -0.0242
"1353" 6.76 1353 0.0474 -0.0256 -0.0282
"1354" 6.765 1354 0.0454 -0.0267 -0.0266
"1355" 6.77 1355 0.042 -0.0277 -0.0309
"1356" 6.775 1356 0.0433 -0.0281 -0.0327
"1357" 6.78 1357 0.038 -0.0292 -0.0293
"1358" 6.785 1358 0.0358 -0.0301 -0.0269
"1359" 6.79 1359 0.034 -0.0307 -0.0339
"1360" 6.795 1360 0.0325 -0.0313 -0.0331
"1361" 6.8 1361 0.0308 -0.0322 -0.0347
"1362" 6.805 1362 0.03 -0.0327 -0.0307
"1363" 6.81 1363 0.028 -0.0336 -0.0358
"1364" 6.815 1364 0.0256 -0.0347 -0.0354
"1365" 6.82 1365 0.0219 -0.0345 -0.0341
"1366" 6.825 1366 0.0211 -0.0353 -0.035
"1367" 6.83 1367 0.0235 -0.0353 -0.0336
"1368" 6.835 1368 0.0171 -0.0364 -0.0364
"1369" 6.84 1369 0.0148 -0.0366 -0.037
"1370" 6.845 1370 0.0179 -0.036 -0.0361
"1371" 6.85 1371 0.0095 -0.0372 -0.0379
"1372" 6.855 1372 0.0089 -0.0378 -0.0369
"1373" 6.86 1373 0.0057 -0.0383 -0.0385
"1374" 6.865 1374 0.003 -0.0386 -0.038
"1375" 6.87 1375 0.003 -0.0382 -0.0382
"1376" 6.875 1376 0.0012 -0.0384 -0.0385
"1377" 6.88 1377 -0.0038 -0.0376 -0.0382
"1378" 6.885 1378 -0.0028 -0.0384 -0.0382
"1379" 6.89 1379 -0.0032 -0.0384 -0.0385
"1380" 6.895 1380 -0.0059 -0.0383 -0.0395
"1381" 6.9 1381 -0.0061 -0.039 -0.039
"1382" 6.905 1382 -0.0075 -0.0391 -0.0392
"1383" 6.91 1383 -0.0083 -0.0393 -0.0388
"1384" 6.915 1384 -0.0089 -0.0398 -0.0385
"1385" 6.92 1385 -0.0121 -0.0386 -0.0392
"1386" 6.925 1386 -0.0146 -0.0383 -0.0385
"1387" 6.93 1387 -0.02 -0.0372 -0.0378
"1388" 6.935 1388 -0.0194 -0.0376 -0.0377
"1389" 6.94 1389 -0.0249 -0.0366 -0.0364
"1390" 6.945 1390 -0.0265 -0.0363 -0.0362
"1391" 6.95 1391 -0.0281 -0.0354 -0.0369
"1392" 6.955 1392 -0.0295 -0.0357 -0.0354
"1393" 6.96 1393 -0.0321 -0.0353 -0.037
"1394" 6.965 1394 -0.0331 -0.035 -0.0344
"1395" 6.97 1395 -0.0342 -0.0329 -0.0361
"1396" 6.975 1396 -0.0336 -0.034 -0.0349
"1397" 6.98 1397 -0.0388 -0.0327 -0.0328
"1398" 6.985 1398 -0.0406 -0.0319 -0.0342
"1399" 6.99 1399 -0.041 -0.0312 -0.0346
"1400" 6.995 1400 -0.0398 -0.031 -0.0333
"1401" 7 1401 -0.0443 -0.0309 -0.0312
"1402" 7.005 1402 -0.0429 -0.0288 -0.0306
"1403" 7.01 1403 -0.0433 -0.0297 -0.03
"1404" 7.015 1404 -0.0522 -0.0257 -0.0269
"1405" 7.02 1405 -0.0527 -0.0252 -0.0284
"1406" 7.025 1406 -0.046 -0.0265 -0.0277
"1407" 7.03 1407 -0.0506 -0.0251 -0.0257
"1408" 7.035 1408 -0.0478 -0.0238 -0.0245
"1409" 7.04 1409 -0.0502 -0.0233 -0.0256
"1410" 7.045 1410 -0.0504 -0.021 -0.0229
"1411" 7.05 1411 -0.0512 -0.0216 -0.0228
"1412" 7.055 1412 -0.0524 -0.0227 -0.0212
"1413" 7.06 1413 -0.0603 -0.0202 -0.0201
"1414" 7.065 1414 -0.0603 -0.0215 -0.0186
"1415" 7.07 1415 -0.0419 -0.0143 -0.0199
"1416" 7.075 1416 -0.0663 -0.0189 -0.0196
"1417" 7.08 1417 -0.0649 -0.0166 -0.0152
"1418" 7.085 1418 -0.0582 -0.0157 -0.0187
"1419" 7.09 1419 -0.0594 -0.0142 -0.0145
"1420" 7.095 1420 -0.0564 -0.0135 -0.02
"1421" 7.1 1421 -0.0673 -0.0146 -0.0117
"1422" 7.105 1422 -0.0617 -0.0119 -0.0136
"1423" 7.11 1423 -0.0628 -0.0114 -0.0122
"1424" 7.115 1424 -0.0658 -0.0107 -0.0083
"1425" 7.12 1425 -0.0632 -0.0093 -0.01
"1426" 7.125 1426 -0.0603 -0.0089 -0.0099
"1427" 7.13 1427 -0.0617 -0.0073 -0.0077
"1428" 7.135 1428 -0.0638 -0.0058 -0.0063
"1429" 7.14 1429 -0.0641 -0.0049 -0.0035
"1430" 7.145 1430 -0.0643 -0.0055 -0.003
"1431" 7.15 1431 -0.0646 -0.0056 -0.0038
"1432" 7.155 1432 -0.0681 -0.0044 -0.0014
"1433" 7.16 1433 -0.0606 -0.0039 -0.0026
"1434" 7.165 1434 -0.0661 -0.0019 -0.0049
"1435" 7.17 1435 -0.0671 -0.0018 -4e-04
"1436" 7.175 1436 -0.0689 -7e-04 0.0015
"1437" 7.18 1437 -0.074 7e-04 -0.0021
"1438" 7.185 1438 -0.0693 0.0011 0.0023
"1439" 7.19 1439 -0.0681 1e-04 0.0017
"1440" 7.195 1440 -0.0734 0.0016 0.0035
"1441" 7.2 1441 -0.0703 0.0022 -0.0026
"1442" 7.205 1442 -0.0756 0.0014 0.0016
"1443" 7.21 1443 -0.0782 0.0014 0.0034
"1444" 7.215 1444 -0.0756 0.0025 0.0054
"1445" 7.22 1445 -0.0812 0.0017 0.0012
"1446" 7.225 1446 -0.0777 0.0041 0.0034
"1447" 7.23 1447 -0.0767 0.0036 0.0057
"1448" 7.235 1448 -0.081 0.0029 0.0066
"1449" 7.24 1449 -0.0794 0.0032 -2e-04
"1450" 7.245 1450 -0.0811 0.0045 -4e-04
"1451" 7.25 1451 -0.0714 0.0045 0.0014
"1452" 7.255 1452 -0.0696 0.0039 0.0036
"1453" 7.26 1453 -0.065 0.0037 0.0051
"1454" 7.265 1454 -0.063 0.0054 0.0036
"1455" 7.27 1455 -0.0524 0.0035 0.0035
"1456" 7.275 1456 -0.051 0.005 0.0076
"1457" 7.28 1457 -0.0539 0.0059 0.0057
"1458" 7.285 1458 -0.0487 0.0069 0.0028
"1459" 7.29 1459 -0.0525 0.0075 0.0072
"1460" 7.295 1460 -0.0524 0.0065 0.0113
"1461" 7.3 1461 -0.0469 0.0078 0.0083
"1462" 7.305 1462 -0.0445 0.0086 0.0073
"1463" 7.31 1463 -0.0388 0.0092 0.0101
"1464" 7.315 1464 -0.0372 0.0096 0.011
"1465" 7.32 1465 -0.0314 0.0113 0.0135
"1466" 7.325 1466 -0.0286 0.0116 0.0107
"1467" 7.33 1467 -0.0235 0.0125 0.0131
"1468" 7.335 1468 -0.0159 0.0141 0.0136
"1469" 7.34 1469 -0.0195 0.014 0.012
"1470" 7.345 1470 -0.0197 0.0131 0.014
"1471" 7.35 1471 -0.0161 0.0141 0.0138
"1472" 7.355 1472 -0.0183 0.0152 0.0145
"1473" 7.36 1473 -0.0183 0.0156 0.015
"1474" 7.365 1474 -0.017 0.0165 0.0149
"1475" 7.37 1475 -0.0177 0.0152 0.0163
"1476" 7.375 1476 -0.0213 0.0141 0.0183
"1477" 7.38 1477 -0.0159 0.0158 0.0175
"1478" 7.385 1478 -0.0109 0.0185 0.0181
"1479" 7.39 1479 -0.0028 0.0182 0.0194
"1480" 7.395 1480 -0.0018 0.0186 0.0193
"1481" 7.4 1481 -0.0103 0.0175 0.0183
"1482" 7.405 1482 -0.0024 0.0175 0.0197
"1483" 7.41 1483 8e-04 0.0176 0.0189
"1484" 7.415 1484 0.0063 0.0166 0.0202
"1485" 7.42 1485 0.0075 0.0182 0.0217
"1486" 7.425 1486 0.0063 0.018 0.0194
"1487" 7.43 1487 0.0105 0.0184 0.0206
"1488" 7.435 1488 0.0111 0.0191 0.02
"1489" 7.44 1489 0.0166 0.0177 0.0194
"1490" 7.445 1490 0.0146 0.017 0.0206
"1491" 7.45 1491 0.0158 0.018 0.019
"1492" 7.455 1492 0.0198 0.0178 0.0199
"1493" 7.46 1493 0.0203 0.0193 0.0207
"1494" 7.465 1494 0.0237 0.0183 0.0206
"1495" 7.47 1495 0.0264 0.0186 0.0203
"1496" 7.475 1496 0.032 0.0188 0.0198
"1497" 7.48 1497 0.025 0.0197 0.0184
"1498" 7.485 1498 0.0334 0.0182 0.0163
"1499" 7.49 1499 0.0341 0.0173 0.0192
"1500" 7.495 1500 0.0341 0.0174 0.0165
"1501" 7.5 1501 0.0332 0.0179 0.017
"1502" 7.505 1502 0.0334 0.017 0.0188
"1503" 7.51 1503 0.0324 0.018 0.0186
"1504" 7.515 1504 0.0413 0.0164 0.0179
"1505" 7.52 1505 0.0438 0.0167 0.0169
"1506" 7.525 1506 0.0421 0.0166 0.0166
"1507" 7.53 1507 0.0434 0.0167 0.0158
"1508" 7.535 1508 0.0502 0.0181 0.0172
"1509" 7.54 1509 0.0385 0.0169 0.0152
"1510" 7.545 1510 0.0486 0.0177 0.0168
"1511" 7.55 1511 0.0428 0.0149 0.0157
"1512" 7.555 1512 0.0496 0.017 0.0164
"1513" 7.56 1513 0.0525 0.0131 0.0161
"1514" 7.565 1514 0.0501 0.0126 0.0162
"1515" 7.57 1515 0.0523 0.0133 0.0166
"1516" 7.575 1516 0.0515 0.0138 0.0154
"1517" 7.58 1517 0.0595 0.0138 0.0134
"1518" 7.585 1518 0.0612 0.0121 0.0132
"1519" 7.59 1519 0.0566 0.0123 0.0141
"1520" 7.595 1520 0.0538 0.0115 0.0122
"1521" 7.6 1521 0.062 0.0098 0.0104
"1522" 7.605 1522 0.0651 0.0094 0.0139
"1523" 7.61 1523 0.0574 0.0082 0.0102
"1524" 7.615 1524 0.0653 0.006 0.0095
"1525" 7.62 1525 0.0626 0.0055 0.0087
"1526" 7.625 1526 0.0632 0.0051 0.0063
"1527" 7.63 1527 0.0636 0.0051 0.0033
"1528" 7.635 1528 0.0648 0.0041 0.0058
"1529" 7.64 1529 0.063 0.0033 0.0084
"1530" 7.645 1530 0.0658 0.0019 0.0081
"1531" 7.65 1531 0.0599 6e-04 -6e-04
"1532" 7.655 1532 0.0646 0.0011 0.004
"1533" 7.66 1533 0.064 -0.0012 0.0023
"1534" 7.665 1534 0.0586 -0.0021 3e-04
"1535" 7.67 1535 0.0614 -0.0027 -9e-04
"1536" 7.675 1536 0.0562 -0.0057 -0.0026
"1537" 7.68 1537 0.061 -0.0057 -0.005
"1538" 7.685 1538 0.0602 -0.0069 -0.006
"1539" 7.69 1539 0.0629 -0.0081 -0.008
"1540" 7.695 1540 0.0621 -0.0092 -0.0062
"1541" 7.7 1541 0.063 -0.0097 -0.0085
"1542" 7.705 1542 0.0626 -0.0121 -0.0105
"1543" 7.71 1543 0.0583 -0.0123 -0.0121
"1544" 7.715 1544 0.0604 -0.0156 -0.0146
"1545" 7.72 1545 0.0578 -0.0152 -0.0146
"1546" 7.725 1546 0.0602 -0.0171 -0.0153
"1547" 7.73 1547 0.0556 -0.0173 -0.0162
"1548" 7.735 1548 0.0548 -0.0177 -0.0182
"1549" 7.74 1549 0.0497 -0.0195 -0.0195
"1550" 7.745 1550 0.0471 -0.0197 -0.02
"1551" 7.75 1551 0.0506 -0.0225 -0.0218
"1552" 7.755 1552 0.0486 -0.0227 -0.0241
"1553" 7.76 1553 0.0476 -0.0235 -0.0237
"1554" 7.765 1554 0.0492 -0.0242 -0.0252
"1555" 7.77 1555 0.0456 -0.0254 -0.0257
"1556" 7.775 1556 0.041 -0.0265 -0.0261
"1557" 7.78 1557 0.042 -0.0273 -0.0255
"1558" 7.785 1558 0.0362 -0.0279 -0.0275
"1559" 7.79 1559 0.0366 -0.0289 -0.0303
"1560" 7.795 1560 0.0323 -0.0292 -0.0261
"1561" 7.8 1561 0.0311 -0.0296 -0.0306
"1562" 7.805 1562 0.0311 -0.0307 -0.0283
"1563" 7.81 1563 0.0285 -0.0313 -0.0315
"1564" 7.815 1564 0.0256 -0.0314 -0.0309
"1565" 7.82 1565 0.0258 -0.0328 -0.0331
"1566" 7.825 1566 0.0233 -0.0332 -0.0339
"1567" 7.83 1567 0.0244 -0.0336 -0.0341
"1568" 7.835 1568 0.0217 -0.0339 -0.0361
"1569" 7.84 1569 0.0211 -0.0348 -0.0347
"1570" 7.845 1570 0.0128 -0.0352 -0.033
"1571" 7.85 1571 0.0065 -0.0363 -0.0347
"1572" 7.855 1572 0.0034 -0.0368 -0.0351
"1573" 7.86 1573 0.009 -0.0357 -0.0358
"1574" 7.865 1574 0.0089 -0.036 -0.0358
"1575" 7.87 1575 0.0038 -0.0366 -0.0365
"1576" 7.875 1576 0.0014 -0.0371 -0.0365
"1577" 7.88 1577 0.0014 -0.0374 -0.0365
"1578" 7.885 1578 0.0018 -0.0369 -0.0365
"1579" 7.89 1579 -0.0032 -0.0366 -0.0363
"1580" 7.895 1580 -0.0042 -0.0363 -0.0364
"1581" 7.9 1581 -0.0044 -0.0365 -0.0375
"1582" 7.905 1582 -0.0069 -0.0363 -0.0374
"1583" 7.91 1583 -0.0091 -0.0366 -0.0368
"1584" 7.915 1584 -0.0087 -0.0369 -0.0372
"1585" 7.92 1585 -0.0129 -0.0362 -0.0353
"1586" 7.925 1586 -0.0192 -0.035 -0.0359
"1587" 7.93 1587 -0.0152 -0.0356 -0.0356
"1588" 7.935 1588 -0.0182 -0.0356 -0.0358
"1589" 7.94 1589 -0.0198 -0.0354 -0.0366
"1590" 7.945 1590 -0.02 -0.0346 -0.0359
"1591" 7.95 1591 -0.0212 -0.0347 -0.0345
"1592" 7.955 1592 -0.0214 -0.0345 -0.0344
"1593" 7.96 1593 -0.0265 -0.0333 -0.0357
"1594" 7.965 1594 -0.0291 -0.0329 -0.0349
"1595" 7.97 1595 -0.0303 -0.0323 -0.0326
"1596" 7.975 1596 -0.0307 -0.0323 -0.0319
"1597" 7.98 1597 -0.0309 -0.0319 -0.0323
"1598" 7.985 1598 -0.0329 -0.0309 -0.0317
"1599" 7.99 1599 -0.035 -0.0304 -0.0322
"1600" 7.995 1600 -0.0355 -0.0297 -0.0288
"1601" 8 1601 -0.0365 -0.0294 -0.0285
"1602" 8.005 1602 -0.0387 -0.0284 -0.0294
"1603" 8.01 1603 -0.0434 -0.0273 -0.0286
"1604" 8.015 1604 -0.0417 -0.027 -0.0264
"1605" 8.02 1605 -0.0425 -0.027 -0.0252
"1606" 8.025 1606 -0.0415 -0.0256 -0.0245
"1607" 8.03 1607 -0.0415 -0.0258 -0.0227
"1608" 8.035 1608 -0.049 -0.0232 -0.0232
"1609" 8.04 1609 -0.0476 -0.0243 -0.0229
"1610" 8.045 1610 -0.05 -0.0252 -0.0224
"1611" 8.05 1611 -0.0561 -0.0206 -0.022
"1612" 8.055 1612 -0.0467 -0.0198 -0.0214
"1613" 8.06 1613 -0.055 -0.0204 -0.0203
"1614" 8.065 1614 -0.0555 -0.0204 -0.0203
"1615" 8.07 1615 -0.0525 -0.0167 -0.0188
"1616" 8.075 1616 -0.0625 -0.0174 -0.0183
"1617" 8.08 1617 -0.0657 -0.0173 -0.0197
"1618" 8.085 1618 -0.0616 -0.016 -0.0142
"1619" 8.09 1619 -0.0651 -0.0147 -0.0153
"1620" 8.095 1620 -0.0592 -0.0134 -0.0142
"1621" 8.1 1621 -0.0603 -0.0123 -0.0123
"1622" 8.105 1622 -0.0599 -0.0112 -0.0138
"1623" 8.11 1623 -0.0634 -0.0114 -0.0116
"1624" 8.115 1624 -0.0708 -0.0099 -0.0102
"1625" 8.12 1625 -0.0674 -0.0096 -0.0106
"1626" 8.125 1626 -0.064 -0.0087 -0.0102
"1627" 8.13 1627 -0.0714 -0.0073 -0.0074
"1628" 8.135 1628 -0.0787 -0.0078 -0.0085
"1629" 8.14 1629 -0.0727 -0.0071 -0.0068
"1630" 8.145 1630 -0.0799 -0.0066 -0.0057
"1631" 8.15 1631 -0.0862 -0.007 -0.0088
"1632" 8.155 1632 -0.0721 -0.0054 -0.0065
"1633" 8.16 1633 -0.0717 -0.0043 -0.0055
"1634" 8.165 1634 -0.0745 -0.0052 -0.0068
"1635" 8.17 1635 -0.0781 -0.0038 -0.0081
"1636" 8.175 1636 -0.0793 -0.0036 -0.0056
"1637" 8.18 1637 -0.0746 -0.0035 -0.0043
"1638" 8.185 1638 -0.0715 -0.0029 -0.0035
"1639" 8.19 1639 -0.073 -0.0026 -0.0037
"1640" 8.195 1640 -0.0744 -0.0014 -0.0025
"1641" 8.2 1641 -0.0766 -0.0012 -0.001
"1642" 8.205 1642 -0.0724 -3e-04 4e-04
"1643" 8.21 1643 -0.0687 -0.004 -0.0015
"1644" 8.215 1644 -0.0788 -3e-04 -0.0067
"1645" 8.22 1645 -0.0786 5e-04 0.0018
"1646" 8.225 1646 -0.0782 0.001 -0.0016
"1647" 8.23 1647 -0.0812 0.0022 0.002
"1648" 8.235 1648 -0.0792 0.0021 7e-04
"1649" 8.24 1649 -0.0768 0.0028 -0.0021
"1650" 8.245 1650 -0.0804 -5e-04 0.0011
"1651" 8.25 1651 -0.0796 0.0025 6e-04
"1652" 8.255 1652 -0.0733 0.0031 -0.0014
"1653" 8.26 1653 -0.0833 6e-04 0.0017
"1654" 8.265 1654 -0.0759 0.0031 6e-04
"1655" 8.27 1655 -0.0738 0.001 -0.0057
"1656" 8.275 1656 -0.0806 0.0017 -7e-04
"1657" 8.28 1657 -0.0802 0.002 -0.0035
"1658" 8.285 1658 -0.0744 0.0021 -0.0025
"1659" 8.29 1659 -0.0742 0.0017 -1e-04
"1660" 8.295 1660 -0.0661 0.0013 4e-04
"1661" 8.3 1661 -0.0506 5e-04 -0.0024
"1662" 8.305 1662 -0.0593 0.0021 0.0012
"1663" 8.31 1663 -0.0516 0.0042 8e-04
"1664" 8.315 1664 -0.0541 0.0037 -4e-04
"1665" 8.32 1665 -0.0423 0.004 0.0029
"1666" 8.325 1666 -0.0308 0.0039 0.0038
"1667" 8.33 1667 -0.0289 0.007 0.0027
"1668" 8.335 1668 -0.0344 0.0091 0.0035
"1669" 8.34 1669 -0.0299 0.0067 0.0069
"1670" 8.345 1670 -0.0247 0.0066 0.004
"1671" 8.35 1671 -0.0333 0.0108 0.0067
"1672" 8.355 1672 -0.0254 0.0112 0.0065
"1673" 8.36 1673 -0.0251 0.0089 0.0108
"1674" 8.365 1674 -0.0118 0.0096 0.0111
"1675" 8.37 1675 -0.0124 0.0107 0.0105
"1676" 8.375 1676 -0.007 0.0089 0.013
"1677" 8.38 1677 -0.0076 0.0141 0.0101
"1678" 8.385 1678 -0.0022 0.014 0.0135
"1679" 8.39 1679 -0.0022 0.015 0.0138
"1680" 8.395 1680 -0.0076 0.0129 0.014
"1681" 8.4 1681 -0.011 0.0136 0.0142
"1682" 8.405 1682 0.0114 0.0114 0.0137
"1683" 8.41 1683 0.0022 0.0157 0.0157
"1684" 8.415 1684 0.0085 0.0129 0.0156
"1685" 8.42 1685 0.0103 0.0136 0.018
"1686" 8.425 1686 0.0071 0.0171 0.0138
"1687" 8.43 1687 0.0157 0.0196 0.0195
"1688" 8.435 1688 0.0115 0.0175 0.0171
"1689" 8.44 1689 0.0164 0.0135 0.0171
"1690" 8.445 1690 0.0176 0.0149 0.016
"1691" 8.45 1691 0.0228 0.017 0.016
"1692" 8.455 1692 0.0268 0.0184 0.0186
"1693" 8.46 1693 0.0204 0.0145 0.0172
"1694" 8.465 1694 0.0333 0.0149 0.0176
"1695" 8.47 1695 0.0315 0.0163 0.0159
"1696" 8.475 1696 0.0331 0.0136 0.0178
"1697" 8.48 1697 0.0323 0.0133 0.015
"1698" 8.485 1698 0.0374 0.0139 0.0176
"1699" 8.49 1699 0.0313 0.0137 0.0159
"1700" 8.495 1700 0.0372 0.0156 0.0127
"1701" 8.5 1701 0.0439 0.0128 0.0126
"1702" 8.505 1702 0.0509 0.013 0.0136
"1703" 8.51 1703 0.0445 0.012 0.0134
"1704" 8.515 1704 0.039 0.0139 0.0138
"1705" 8.52 1705 0.0414 0.0101 0.0097
"1706" 8.525 1706 0.0435 0.01 0.0099
"1707" 8.53 1707 0.0487 0.0119 0.0097
"1708" 8.535 1708 0.0426 0.0096 0.0096
"1709" 8.54 1709 0.0487 0.0075 0.0071
"1710" 8.545 1710 0.0476 0.0069 0.0057
"1711" 8.55 1711 0.0425 0.0073 0.0075
"1712" 8.555 1712 0.049 0.0058 0.0061
"1713" 8.56 1713 0.0535 0.0045 0.006
"1714" 8.565 1714 0.0476 0.0058 0.0036
"1715" 8.57 1715 0.0456 0.0047 0.0033
"1716" 8.575 1716 0.0462 0.0042 0.005
"1717" 8.58 1717 0.0488 0.003 0.0033
"1718" 8.585 1718 0.0492 0.0018 0.0018
"1719" 8.59 1719 0.0483 -3e-04 0.0011
"1720" 8.595 1720 0.0494 9e-04 0.0021
"1721" 8.6 1721 0.0532 -6e-04 5e-04
"1722" 8.605 1722 0.0562 -7e-04 0
"1723" 8.61 1723 0.0614 -0.0033 -0.0013
"1724" 8.615 1724 0.0515 -0.0025 -0.0011
"1725" 8.62 1725 0.0485 -0.0028 -0.0037
"1726" 8.625 1726 0.0562 -0.0042 -0.0035
"1727" 8.63 1727 0.0552 -0.0058 -0.0032
"1728" 8.635 1728 0.0534 -0.0058 -0.0051
"1729" 8.64 1729 0.0548 -0.0064 -0.0056
"1730" 8.645 1730 0.05 -0.0068 -0.0067
"1731" 8.65 1731 0.0512 -0.0084 -0.0067
"1732" 8.655 1732 0.0551 -0.0086 -0.0096
"1733" 8.66 1733 0.0555 -0.0097 -0.0102
"1734" 8.665 1734 0.0492 -0.01 -0.0101
"1735" 8.67 1735 0.048 -0.0109 -0.0117
"1736" 8.675 1736 0.045 -0.0111 -0.0105
"1737" 8.68 1737 0.0472 -0.0128 -0.0113
"1738" 8.685 1738 0.0492 -0.0128 -0.0119
"1739" 8.69 1739 0.0493 -0.0134 -0.0117
"1740" 8.695 1740 0.0505 -0.0151 -0.0119
"1741" 8.7 1741 0.0471 -0.0159 -0.014
"1742" 8.705 1742 0.0517 -0.0157 -0.0153
"1743" 8.71 1743 0.0513 -0.0162 -0.015
"1744" 8.715 1744 0.0562 -0.0165 -0.0176
"1745" 8.72 1745 0.0513 -0.0183 -0.018
"1746" 8.725 1746 0.0542 -0.0186 -0.0188
"1747" 8.73 1747 0.0528 -0.019 -0.0196
"1748" 8.735 1748 0.0554 -0.0193 -0.02
"1749" 8.74 1749 0.0476 -0.0226 -0.0213
"1750" 8.745 1750 0.0454 -0.0238 -0.0226
"1751" 8.75 1751 0.0474 -0.0244 -0.023
"1752" 8.755 1752 0.051 -0.0236 -0.023
"1753" 8.76 1753 0.0425 -0.0238 -0.024
"1754" 8.765 1754 0.0498 -0.0252 -0.0242
"1755" 8.77 1755 0.0433 -0.0278 -0.0244
"1756" 8.775 1756 0.05 -0.025 -0.0281
"1757" 8.78 1757 0.0628 -0.0227 -0.0278
"1758" 8.785 1758 0.0366 -0.0295 -0.0263
"1759" 8.79 1759 0.0388 -0.0285 -0.0295
"1760" 8.795 1760 0.0352 -0.0307 -0.0292
"1761" 8.8 1761 0.0348 -0.0302 -0.0313
"1762" 8.805 1762 0.0333 -0.0303 -0.0315
"1763" 8.81 1763 0.0309 -0.0308 -0.0308
"1764" 8.815 1764 0.0275 -0.0312 -0.0326
"1765" 8.82 1765 0.0282 -0.0318 -0.0303
"1766" 8.825 1766 0.0242 -0.0323 -0.0326
"1767" 8.83 1767 0.025 -0.0326 -0.034
"1768" 8.835 1768 0.0262 -0.0333 -0.0337
"1769" 8.84 1769 0.0217 -0.0326 -0.0325
"1770" 8.845 1770 0.012 -0.0353 -0.035
"1771" 8.85 1771 0.0231 -0.0327 -0.0354
"1772" 8.855 1772 0.0169 -0.0336 -0.0342
"1773" 8.86 1773 0.0134 -0.0348 -0.0369
"1774" 8.865 1774 0.0068 -0.0344 -0.0343
"1775" 8.87 1775 0.0078 -0.0355 -0.0312
"1776" 8.875 1776 0.0058 -0.0348 -0.0355
"1777" 8.88 1777 0.007 -0.035 -0.0358
"1778" 8.885 1778 0.0022 -0.035 -0.0369
"1779" 8.89 1779 -0.001 -0.0346 -0.0356
"1780" 8.895 1780 -0.0016 -0.0351 -0.0351
"1781" 8.9 1781 6e-04 -0.0363 -0.0356
"1782" 8.905 1782 -0.0134 -0.0313 -0.0339
"1783" 8.91 1783 -0.0075 -0.0347 -0.0345
"1784" 8.915 1784 -0.0095 -0.0346 -0.034
"1785" 8.92 1785 -0.0089 -0.0342 -0.0351
"1786" 8.925 1786 -0.0141 -0.0329 -0.0348
"1787" 8.93 1787 -0.0152 -0.033 -0.0316
"1788" 8.935 1788 -0.021 -0.0322 -0.0345
"1789" 8.94 1789 -0.0185 -0.0315 -0.0344
"1790" 8.945 1790 -0.022 -0.032 -0.0343
"1791" 8.95 1791 -0.0221 -0.0311 -0.0305
"1792" 8.955 1792 -0.0238 -0.0315 -0.0338
"1793" 8.96 1793 -0.0268 -0.0304 -0.0311
"1794" 8.965 1794 -0.0268 -0.0294 -0.0343
"1795" 8.97 1795 -0.0298 -0.03 -0.0295
"1796" 8.975 1796 -0.0324 -0.0299 -0.0303
"1797" 8.98 1797 -0.0294 -0.0276 -0.0263
"1798" 8.985 1798 -0.0337 -0.0277 -0.0274
"1799" 8.99 1799 -0.0353 -0.0269 -0.0288
"1800" 8.995 1800 -0.0377 -0.0264 -0.0272
"1801" 9 1801 -0.0383 -0.0266 -0.0235
"1802" 9.005 1802 -0.0359 -0.0256 -0.0222
"1803" 9.01 1803 -0.0399 -0.0231 -0.0263
"1804" 9.015 1804 -0.0432 -0.0231 -0.0246
"1805" 9.02 1805 -0.0472 -0.0215 -0.0245
"1806" 9.025 1806 -0.0524 -0.0223 -0.0238
"1807" 9.03 1807 -0.0465 -0.0196 -0.0215
"1808" 9.035 1808 -0.0518 -0.0209 -0.0204
"1809" 9.04 1809 -0.0453 -0.0192 -0.0202
"1810" 9.045 1810 -0.0479 -0.0176 -0.0179
"1811" 9.05 1811 -0.0517 -0.017 -0.0182
"1812" 9.055 1812 -0.054 -0.0163 -0.0196
