time (s), (volts), (volts), (volts)
5696.10,0.60,0.03,0.30
5696.11,0.60,0.10,0.30
5696.12,0.60,0.13,0.28
5696.13,0.60,0.17,-1.54
5696.14,0.60,0.20,-5.20
5696.15,0.60,0.23,0.16
5696.16,0.60,0.25,0.12
5696.17,0.60,0.26,0.07
5696.18,0.60,0.27,0.02
5696.19,0.60,0.28,-0.03
5696.20,0.60,0.28,-0.07
5696.21,0.60,0.27,-0.09
5696.22,0.60,0.26,-0.11
5696.23,0.60,0.20,-0.14
5696.24,0.60,0.20,-0.15
5696.25,0.60,0.15,-0.16
5696.26,0.60,0.11,-0.16
5696.27,0.60,0.08,-0.16
5696.28,0.60,0.03,-0.15
5696.29,0.60,-0.01,-0.13
5696.30,0.60,-0.06,-0.11
5696.31,0.60,-0.10,-0.09
5696.32,0.60,-0.14,-0.06
5696.33,0.60,-0.16,-0.05
5696.34,0.60,-0.19,-0.02
5696.35,0.60,-0.20,-1.85
5696.36,0.60,-0.18,-0.57
5696.37,0.60,-0.17,0.13
5696.38,0.60,-0.15,0.18
5696.39,0.60,-0.12,0.22
5696.40,0.60,-0.09,0.26
5696.41,0.60,-0.05,0.28
5696.42,0.60,-0.02,0.30
5696.43,0.60,0.01,0.30
5696.44,0.60,0.08,0.30
5696.45,0.60,0.11,0.29
5696.46,0.60,0.15,0.28
5696.47,0.60,0.18,-8.81
5696.48,0.60,0.21,0.18
5696.49,0.60,0.23,0.12
5696.50,0.60,0.25,0.08
5696.51,0.60,0.26,0.03
5696.52,0.60,0.27,-0.02
5696.53,0.60,0.27,-0.07
5696.54,0.60,0.27,-0.09
5696.55,0.60,0.25,-0.12
5696.56,0.60,0.22,-0.13
5696.57,0.60,0.21,-0.15
5696.58,0.60,0.17,-0.16
5696.59,0.60,0.12,-0.16
5696.60,0.60,0.09,-0.16
5696.61,0.60,0.05,-0.15
5696.62,0.60,0.00,-0.14
5696.63,0.60,-0.04,-0.12
5696.64,0.60,-0.08,-0.10
5696.65,0.60,-0.12,-0.07
5696.66,0.60,-0.16,-0.06
5696.67,0.60,-0.15,-0.02
5696.68,0.60,-0.20,-0.60
5696.69,0.60,-0.19,-0.56
5696.70,0.60,-0.18,0.10
5696.71,0.60,-0.16,0.19
5696.72,0.60,-0.13,0.21
5696.73,0.60,-0.10,0.25
5696.74,0.60,-0.06,0.27
5696.75,0.60,-0.03,0.29
5696.76,0.60,-0.01,0.30
5696.77,0.60,0.05,0.30
5696.78,0.60,0.10,0.29
5696.79,0.60,0.14,0.27
5696.80,0.60,0.17,-6.99
5696.81,0.60,0.20,-8.81
5696.82,0.60,0.23,0.14
5696.83,0.60,0.24,0.09
5696.84,0.60,0.26,0.03
5696.85,0.60,0.27,-0.01
5696.86,0.60,0.27,-0.06
5696.87,0.60,0.27,-0.09
5696.88,0.60,0.26,-0.12
5696.89,0.60,0.25,-0.13
5696.90,0.60,0.20,-0.15
5696.91,0.60,0.20,-0.16
5696.92,0.60,0.15,-0.17
5696.93,0.60,0.10,-0.17
5696.94,0.60,0.06,-0.16
5696.95,0.60,0.02,-0.14
5696.96,0.60,-0.02,-0.13
5696.97,0.60,-0.06,-0.11
5696.98,0.60,-0.11,-0.08
5696.99,0.60,-0.15,-0.04
5697.00,0.60,-0.13,-0.06
5697.01,0.60,-0.19,-0.01
5697.02,0.60,-0.19,-0.59
5697.03,0.60,-0.17,-3.49
5697.04,0.60,-0.16,0.18
5697.05,0.60,-0.14,0.18
5697.06,0.60,-0.11,0.24
5697.07,0.60,-0.07,0.27
5697.08,0.60,-0.03,0.29
5697.09,0.60,-0.02,0.30
5697.10,0.60,0.03,0.30
5697.11,0.60,0.09,0.29
5697.12,0.60,0.13,0.28
5697.13,0.60,0.16,-3.36
5697.14,0.60,0.19,-8.81
5697.15,0.60,0.22,-5.23
5697.16,0.60,0.24,0.11
5697.17,0.60,0.26,0.06
5697.18,0.60,0.27,0.01
5697.19,0.60,0.27,-0.03
5697.20,0.60,0.27,-0.08
5697.21,0.60,0.26,-0.10
5697.22,0.60,0.26,-0.12
5697.23,0.60,0.22,-0.14
5697.24,0.60,0.21,-0.15
5697.25,0.60,0.16,-0.17
5697.26,0.60,0.11,-0.17
5697.27,0.60,0.08,-0.16
5697.28,0.60,0.04,-0.15
5697.29,0.60,-0.01,-0.14
5697.30,0.60,-0.05,-0.11
5697.31,0.60,-0.09,-0.09
5697.32,0.60,-0.13,-0.06
5697.33,0.60,-0.14,-0.06
5697.34,0.60,-0.18,-0.02
5697.35,0.60,-0.19,-1.81
5697.36,0.60,-0.18,-1.23
5697.37,0.60,-0.17,0.13
5697.38,0.60,-0.15,0.16
5697.39,0.60,-0.12,0.23
5697.40,0.60,-0.08,0.26
5697.41,0.60,-0.04,0.28
5697.42,0.60,-0.03,0.29
5697.43,0.60,0.02,0.30
5697.44,0.60,0.07,0.30
5697.45,0.60,0.12,0.29
5697.46,0.60,0.15,0.27
5697.47,0.60,0.18,-6.99
5697.48,0.60,0.21,-8.81
5697.49,0.60,0.23,-1.66
5697.50,0.60,0.25,0.08
5697.51,0.60,0.26,0.03
5697.52,0.60,0.27,-0.02
5697.53,0.60,0.27,-0.06
5697.54,0.60,0.26,-0.09
5697.55,0.60,0.26,-0.11
5697.56,0.60,0.22,-0.13
5697.57,0.60,0.20,-0.15
5697.58,0.60,0.18,-0.16
5697.59,0.60,0.13,-0.17
5697.60,0.60,0.09,-0.16
5697.61,0.60,0.05,-0.15
5697.62,0.59,0.01,-0.15
5697.63,0.60,-0.04,-0.13
5697.64,0.60,-0.08,-0.10
5697.65,0.60,-0.13,-0.07
5697.66,0.60,-0.15,-0.07
5697.67,0.60,-0.16,-0.03
5697.68,0.60,-0.20,-0.61
5697.69,0.60,-0.19,-1.18
5697.70,0.60,-0.17,0.09
5697.71,0.60,-0.16,0.13
5697.72,0.60,-0.13,0.20
5697.73,0.60,-0.10,0.25
5697.74,0.60,-0.06,0.27
5697.75,0.60,-0.03,0.29
5697.76,0.60,0.00,0.30
5697.77,0.60,0.05,0.30
5697.78,0.60,0.11,0.29
5697.79,0.60,0.14,0.28
5697.80,0.60,0.18,-6.99
5697.81,0.60,0.21,-8.81
5697.82,0.60,0.23,0.14
5697.83,0.60,0.25,0.10
5697.84,0.60,0.26,0.05
5697.85,0.60,0.27,0.00
5697.86,0.60,0.27,-0.05
5697.87,0.60,0.27,-0.08
5697.88,0.60,0.26,-0.12
5697.89,0.60,0.24,-0.12
5697.90,0.60,0.21,-0.14
5697.91,0.60,0.19,-0.15
5697.92,0.60,0.13,-0.16
5697.93,0.60,0.10,-0.16
5697.94,0.60,0.06,-0.15
5697.95,0.60,0.02,-0.14
5697.96,0.60,-0.03,-0.13
5697.97,0.60,-0.07,-0.11
5697.98,0.60,-0.11,-0.08
5697.99,0.60,-0.14,-0.06
5698.00,0.60,-0.15,-0.06
5698.01,0.60,-0.20,0.00
5698.02,0.60,-0.18,-3.07
5698.03,0.60,-0.18,-2.98
5698.04,0.60,-0.16,0.15
5698.05,0.60,-0.14,0.16
5698.06,0.60,-0.10,0.23
5698.07,0.60,-0.06,0.26
5698.08,0.60,-0.05,0.28
5698.09,0.60,-0.01,0.30
5698.10,0.60,0.03,0.30
5698.11,0.60,0.09,0.29
5698.12,0.60,0.14,0.28
5698.13,0.60,0.17,-3.36
5698.14,0.60,0.20,-8.81
5698.15,0.60,0.22,-3.44
5698.16,0.60,0.25,0.10
5698.17,0.60,0.26,0.05
5698.18,0.59,0.27,0.01
5698.19,0.60,0.27,-0.04
5698.20,0.60,0.27,-0.08
5698.21,0.60,0.26,-0.10
5698.22,0.60,0.26,-0.12
5698.23,0.60,0.22,-0.14
5698.24,0.60,0.20,-0.16
5698.25,0.60,0.14,-0.16
5698.26,0.60,0.10,-0.16
5698.27,0.60,0.06,-0.16
5698.28,0.60,0.02,-0.15
5698.29,0.60,-0.02,-0.14
5698.30,0.60,-0.06,-0.11
5698.31,0.60,-0.11,-0.09
5698.32,0.60,-0.15,-0.06
5698.33,0.60,-0.15,-0.06
5698.34,0.60,-0.19,-0.02
5698.35,0.60,-0.19,-1.81
5698.36,0.60,-0.18,0.07
5698.37,0.60,-0.17,0.11
5698.38,0.60,-0.14,0.17
5698.39,0.60,-0.12,0.22
5698.40,0.60,-0.08,0.26
5698.41,0.60,-0.06,0.28
5698.42,0.60,-0.02,0.30
5698.43,0.60,0.02,0.30
5698.44,0.60,0.08,0.30
5698.45,0.60,0.13,0.28
5698.46,0.60,0.16,0.27
5698.47,0.60,0.20,0.23
5698.48,0.60,0.22,0.16
5698.49,0.60,0.24,0.11
5698.50,0.60,0.26,0.06
5698.51,0.60,0.27,0.02
5698.52,0.60,0.27,-0.03
5698.53,0.60,0.27,-0.07
5698.54,0.60,0.27,-0.10
5698.55,0.60,0.26,-0.12
5698.56,0.60,0.21,-0.14
5698.57,0.60,0.22,-0.15
5698.58,0.60,0.16,-0.16
5698.59,0.60,0.12,-0.17
5698.60,0.60,0.08,-0.16
5698.61,0.60,0.04,-0.15
5698.62,0.60,-0.01,-0.14
5698.63,0.60,-0.05,-0.12
5698.64,0.60,-0.09,-0.09
5698.65,0.60,-0.14,-0.06
5698.66,0.60,-0.15,-0.04
5698.67,0.60,-0.18,-0.04
5698.68,0.60,-0.19,-0.59
5698.69,0.60,-0.18,-4.15
5698.70,0.60,-0.17,-8.81
5698.71,0.60,-0.15,-8.81
5698.72,0.60,-0.12,-1.60
5698.73,0.60,-0.08,0.25
5698.74,0.60,-0.05,0.28
5698.75,0.60,-0.03,0.29
5698.76,0.60,0.01,0.30
5698.77,0.60,0.08,0.30
5698.78,0.60,0.12,0.29
5698.79,0.60,0.16,0.27
5698.80,0.60,0.19,-6.98
5698.81,0.60,0.22,-8.81
5698.82,0.60,0.24,0.13
5698.83,0.60,0.26,0.07
5698.84,0.60,0.27,0.02
5698.85,0.60,0.28,-0.02
5698.86,0.60,0.27,-0.07
5698.87,0.60,0.27,-0.10
5698.88,0.60,0.26,-0.12
5698.89,0.60,0.23,-0.14
5698.90,0.60,0.21,-0.15
5698.91,0.60,0.17,-0.16
5698.92,0.60,0.12,-0.17
5698.93,0.60,0.09,-0.17
5698.94,0.60,0.05,-0.15
5698.95,0.60,0.00,-0.15
5698.96,0.60,-0.04,-0.13
5698.97,0.60,-0.08,-0.10
5698.98,0.60,-0.12,-0.07
5698.99,0.60,-0.15,-0.04
5699.00,0.60,-0.16,-0.03
5699.01,0.60,-0.20,0.00
5699.02,0.60,-0.19,-2.09
5699.03,0.60,-0.17,0.08
5699.04,0.60,-0.15,0.15
5699.05,0.60,-0.13,0.18
5699.06,0.60,-0.10,0.24
5699.07,0.60,-0.05,0.27
5699.08,0.60,-0.03,0.29
5699.09,0.60,0.01,0.30
5699.10,0.60,0.07,0.30
5699.11,0.60,0.11,0.30
5699.12,0.60,0.14,0.28
5699.13,0.60,0.18,-3.36
5699.14,0.60,0.20,-8.81
5699.15,0.60,0.23,-5.23
5699.16,0.60,0.25,0.10
5699.17,0.60,0.26,0.04
5699.18,0.60,0.27,0.01
5699.19,0.60,0.27,-0.04
5699.20,0.60,0.27,-0.08
5699.21,0.60,0.26,-0.11
5699.22,0.60,0.23,-0.12
5699.23,0.60,0.21,-0.14
5699.24,0.60,0.19,-0.16
5699.25,0.60,0.14,-0.17
5699.26,0.60,0.10,-0.17
5699.27,0.60,0.06,-0.16
5699.28,0.60,0.01,-0.15
5699.29,0.60,-0.03,-0.14
5699.30,0.60,-0.07,-0.12
5699.31,0.60,-0.11,-0.09
5699.32,0.60,-0.14,-0.06
5699.33,0.60,-0.15,-0.05
5699.34,0.60,-0.19,-0.02
5699.35,0.60,-0.19,-1.79
5699.36,0.60,-0.18,-1.80
5699.37,0.60,-0.16,0.11
5699.38,0.60,-0.14,0.17
5699.39,0.60,-0.11,0.23
5699.40,0.60,-0.07,0.26
5699.41,0.60,-0.05,0.28
5699.42,0.60,-0.02,0.29
5699.43,0.60,0.02,0.30
5699.44,0.60,0.09,0.30
5699.45,0.60,0.13,0.29
5699.46,0.60,0.16,0.27
5699.47,0.60,0.19,-8.81
5699.48,0.60,0.22,-8.81
5699.49,0.60,0.24,0.12
5699.50,0.60,0.25,0.08
5699.51,0.60,0.27,0.02
5699.52,0.60,0.27,-0.02
5699.53,0.60,0.27,-0.07
5699.54,0.60,0.26,-0.09
5699.55,0.60,0.26,-0.11
5699.56,0.60,0.21,-0.14
5699.57,0.60,0.21,-0.15
5699.58,0.60,0.15,-0.16
5699.59,0.60,0.11,-0.17
5699.60,0.60,0.07,-0.16
5699.61,0.60,0.03,-0.16
5699.62,0.60,-0.01,-0.15
5699.63,0.60,-0.06,-0.13
5699.64,0.60,-0.10,-0.10
5699.65,0.60,-0.14,-0.08
5699.66,0.60,-0.15,-0.05
5699.67,0.60,-0.19,-0.04
5699.68,0.60,-0.19,-0.60
5699.69,0.60,-0.19,-1.82
5699.70,0.60,-0.18,0.09
5699.71,0.60,-0.15,0.14
5699.72,0.60,-0.12,0.19
5699.73,0.60,-0.08,0.25
5699.74,0.60,-0.04,0.27
5699.75,0.60,-0.03,0.29
5699.76,0.60,0.01,0.30
5699.77,0.60,0.07,0.30
5699.78,0.60,0.12,0.29
5699.79,0.60,0.15,0.27
5699.80,0.60,0.18,-6.82
5699.81,0.60,0.21,-3.41
5699.82,0.60,0.24,0.14
5699.83,0.60,0.25,0.09
5699.84,0.60,0.27,0.03
5699.85,0.60,0.27,0.00
5699.86,0.60,0.27,-0.05
5699.87,0.60,0.27,-0.08
5699.88,0.60,0.26,-0.11
5699.89,0.60,-5.31,-0.12
5699.90,0.60,0.21,-0.14
5699.91,0.60,0.17,-0.16
5699.92,0.60,0.12,-0.16
5699.93,0.60,0.09,-0.17
5699.94,0.60,0.05,-0.16
5699.95,0.60,0.01,-0.15
5699.96,0.60,-0.04,-0.13
5699.97,0.60,-0.08,-0.11
5699.98,0.60,-0.12,-0.09
5699.99,0.60,-0.15,-0.05
5700.00,0.60,-0.16,-0.06
5700.01,0.60,-0.20,-0.01
5700.02,0.60,-0.19,-1.82
5700.03,0.60,-0.18,-1.19
5700.04,0.60,-0.16,0.11
5700.05,0.60,-0.13,0.15
5700.06,0.60,-0.10,0.22
5700.07,0.60,-0.06,0.26
5700.08,0.60,-0.03,0.28
5700.09,0.60,-0.01,0.29
5700.10,0.60,0.05,0.30
5700.11,0.60,0.10,0.29
5700.12,0.60,0.14,0.27
5700.13,0.60,0.17,-3.36
5700.14,0.60,0.20,-5.21
5700.15,0.60,0.22,0.15
5700.16,0.60,0.24,0.09
5700.17,0.60,0.26,0.04
5700.18,0.60,0.27,0.00
5700.19,0.60,0.27,-0.03
5700.20,0.60,0.27,-0.08
5700.21,0.60,0.26,-0.11
5700.22,0.60,0.26,-0.11
5700.23,0.60,0.20,-0.14
5700.24,0.60,0.20,-0.15
5700.25,0.60,0.14,-0.16
5700.26,0.60,0.11,-0.16
5700.27,0.60,0.07,-0.16
5700.28,0.60,0.02,-0.15
5700.29,0.60,-0.02,-0.14
5700.30,0.60,-0.06,-0.12
5700.31,0.60,-0.11,-0.09
5700.32,0.60,-0.14,-0.06
5700.33,0.60,-0.14,-0.03
5700.34,0.60,-0.20,-0.01
5700.35,0.60,-0.18,-2.42
5700.36,0.60,-0.17,-1.86
5700.37,0.60,-0.16,0.10
5700.38,0.60,-0.14,0.14
5700.39,0.60,-0.11,0.20
5700.40,0.60,-0.07,0.25
5700.41,0.60,-0.04,0.28
5700.42,0.60,-0.02,0.30
5700.43,0.60,0.02,0.30
5700.44,0.60,0.08,0.30
5700.45,0.60,0.12,0.29
5700.46,0.60,0.16,0.27
5700.47,0.60,0.19,-8.81
5700.48,0.60,0.22,0.18
5700.49,0.60,0.24,0.12
5700.50,0.60,0.25,0.06
5700.51,0.60,0.26,0.01
5700.52,0.60,0.27,-0.02
5700.53,0.60,0.27,-0.07
5700.54,0.60,0.26,-0.10
5700.55,0.60,0.26,-0.10
5700.56,0.60,0.23,-0.13
5700.57,0.60,0.21,-0.15
5700.58,0.60,0.16,-0.16
5700.59,0.60,0.12,-0.16
5700.60,0.60,0.08,-0.16
5700.61,0.60,0.04,-0.15
5700.62,0.60,0.00,-0.15
5700.63,0.60,-0.05,-0.12
5700.64,0.60,-0.09,-0.10
5700.65,0.60,-0.13,-0.07
5700.66,0.60,-0.14,-0.04
5700.67,0.60,-0.18,-0.01
5700.68,0.60,-0.20,-1.20
5700.69,0.60,-0.18,-3.02
5700.70,0.60,-0.17,0.09
5700.71,0.60,-0.15,0.17
5700.72,0.60,-0.12,0.18
5700.73,0.60,-0.09,0.25
5700.74,0.60,-0.05,0.27
5700.75,0.60,-0.02,0.29
5700.76,0.60,0.00,0.30
5700.77,0.60,0.05,0.30
5700.78,0.60,0.11,0.29
5700.79,0.60,0.14,0.28
5700.80,0.60,0.18,-5.17
5700.81,0.60,0.20,-3.41
5700.82,0.60,0.23,0.14
5700.83,0.60,0.24,0.08
5700.84,0.60,0.26,0.02
5700.85,0.60,0.27,-0.02
5700.86,0.60,0.27,-0.05
5700.87,0.60,0.26,-0.09
5700.88,0.60,0.26,-0.12
5700.89,0.60,0.24,-0.13
5700.90,0.60,0.20,-0.15
5700.91,0.60,0.17,-0.16
5700.92,0.60,0.12,-0.17
5700.93,0.60,0.09,-0.17
5700.94,0.60,0.05,-0.16
5700.95,0.60,0.01,-0.15
5700.96,0.60,-0.04,-0.13
5700.97,0.60,-0.08,-0.11
5700.98,0.60,-0.12,-0.08
5700.99,0.60,-0.15,-0.05
5701.00,0.60,-0.16,-0.02
5701.01,0.60,-0.20,0.02
5701.02,0.60,-0.19,-1.78
5701.03,0.60,-0.17,-6.48
5701.04,0.60,-0.16,-8.81
5701.05,0.60,-0.13,-8.81
5701.06,0.60,-0.10,-3.38
5701.07,0.60,-0.06,0.27
5701.08,0.60,-0.04,0.29
5701.09,0.60,0.00,0.30
5701.10,0.60,0.03,0.31
5701.11,0.60,0.10,0.30
5701.12,0.60,0.14,0.28
5701.13,0.60,0.17,-3.35
5701.14,0.60,0.20,-3.40
5701.15,0.60,0.23,0.16
5701.16,0.60,0.25,0.10
5701.17,0.60,0.26,0.05
5701.18,0.60,0.27,0.00
5701.19,0.60,0.27,-0.04
5701.20,0.60,0.27,-0.08
5701.21,0.60,0.26,-0.10
5701.22,0.60,0.26,-0.11
5701.23,0.60,0.21,-0.14
5701.24,0.60,0.19,-0.16
5701.25,0.60,0.13,-0.17
5701.26,0.60,0.10,-0.17
5701.27,0.60,0.06,-0.16
5701.28,0.60,0.01,-0.16
5701.29,0.60,-0.03,-0.14
5701.30,0.60,-0.08,-0.12
5701.31,0.60,-0.11,-0.09
5701.32,0.60,-0.15,-0.06
5701.33,0.60,-0.15,-0.03
5701.34,0.60,-0.20,-0.01
5701.35,0.60,-0.19,-0.58
5701.36,0.60,-0.17,-2.36
5701.37,0.60,-0.17,0.10
5701.38,0.60,-0.14,0.14
5701.39,0.60,-0.11,0.22
5701.40,0.60,-0.07,0.26
5701.41,0.60,-0.06,0.28
5701.42,0.60,-0.02,0.30
5701.43,0.60,0.03,0.30
5701.44,0.60,0.09,0.30
5701.45,0.60,0.13,0.28
5701.46,0.60,0.17,0.28
5701.47,0.60,0.19,-8.81
5701.48,0.60,0.22,0.18
5701.49,0.60,0.24,0.12
5701.50,0.60,0.26,0.07
5701.51,0.60,0.27,0.02
5701.52,0.60,0.27,-0.02
5701.53,0.60,0.28,-0.06
5701.54,0.60,0.26,-0.09
5701.55,0.60,-1.60,-0.11
5701.56,0.60,-5.33,-0.13
5701.57,0.60,0.20,-0.15
5701.58,0.60,0.15,-0.16
5701.59,0.60,0.11,-0.17
5701.60,0.60,0.07,-0.17
5701.61,0.60,0.03,-0.16
5701.62,0.60,-0.02,-0.15
5701.63,0.60,-0.06,-0.13
5701.64,0.60,-0.10,-0.10
5701.65,0.60,-0.14,-0.07
5701.66,0.60,-0.16,-0.04
5701.67,0.60,-0.19,-0.01
5701.68,0.60,-0.19,0.02
5701.69,0.60,-0.18,-3.00
5701.70,0.60,-0.18,0.09
5701.71,0.60,-0.15,0.14
5701.72,0.60,-0.12,0.18
5701.73,0.60,-0.08,0.24
5701.74,0.60,-0.06,0.27
5701.75,0.60,-0.03,0.29
5701.76,0.60,0.01,0.30
5701.77,0.60,0.06,0.30
5701.78,0.60,0.12,0.29
5701.79,0.60,0.16,0.28
5701.80,0.60,0.19,-5.17
5701.81,0.60,0.21,-7.01
5701.82,0.60,0.24,0.15
5701.83,0.60,0.25,0.08
5701.84,0.60,0.27,0.04
5701.85,0.60,0.27,0.00
5701.86,0.60,0.27,-0.05
5701.87,0.60,0.27,-0.07
5701.88,0.60,0.26,-0.09
5701.89,0.60,0.23,-0.12
5701.90,0.60,0.21,-0.14
5701.91,0.60,0.17,-0.15
5701.92,0.60,0.12,-0.16
5701.93,0.60,0.08,-0.17
5701.94,0.60,0.04,-0.16
5701.95,0.60,0.00,-0.15
5701.96,0.60,-0.04,-0.13
5701.97,0.60,-0.09,-0.11
5701.98,0.60,-0.13,-0.08
5701.99,0.60,-0.15,-0.05
5702.00,0.60,-0.17,-0.05
5702.01,0.60,-0.20,-0.01
5702.02,0.60,-0.19,-2.39
5702.03,0.60,-0.18,-1.15
5702.04,0.60,-0.16,0.11
5702.05,0.60,-0.13,0.16
5702.06,0.60,-0.10,0.24
5702.07,0.60,-0.06,0.26
5702.08,0.60,-0.04,0.28
5702.09,0.60,-0.01,0.30
5702.10,0.60,0.03,0.30
5702.11,0.60,0.10,0.30
5702.12,0.60,0.13,0.28
5702.13,0.60,0.17,-3.35
5702.14,0.60,0.20,-3.40
5702.15,0.60,0.22,0.16
5702.16,0.60,0.24,0.10
5702.17,0.60,0.26,0.04
5702.18,0.60,0.27,0.00
5702.19,0.60,0.27,-0.03
5702.20,0.60,0.27,-0.06
5702.21,0.60,0.26,-0.09
5702.22,0.60,0.25,-0.11
5702.23,0.60,-3.49,-0.13
5702.24,0.60,0.20,-0.15
5702.25,0.60,0.15,-0.16
5702.26,0.60,0.10,-0.16
5702.27,0.60,0.06,-0.16
5702.28,0.60,0.02,-0.15
5702.29,0.60,-0.02,-0.14
5702.30,0.60,-0.07,-0.12
5702.31,0.60,-0.11,-0.09
5702.32,0.60,-0.15,-0.06
5702.33,0.60,-0.13,-0.03
5702.34,0.60,-0.20,0.01
5702.35,0.60,-0.19,-1.79
5702.36,0.60,-0.18,-2.97
5702.37,0.60,-0.16,0.10
5702.38,0.60,-0.14,0.14
5702.39,0.60,-0.12,0.22
5702.40,0.60,-0.08,0.26
5702.41,0.60,-0.04,0.28
5702.42,0.60,-0.01,0.29
5702.43,0.61,0.03,0.30
5702.44,0.60,0.06,0.30
5702.45,0.60,0.11,0.28
5702.46,0.60,0.14,-1.54
5702.47,0.60,0.17,-7.00
5702.48,0.60,0.20,0.17
5702.49,0.60,0.22,0.12
5702.50,0.60,0.24,0.06
5702.51,0.60,0.25,0.01
5702.52,0.60,0.26,-0.02
5702.53,0.60,0.26,-0.07
5702.54,0.60,0.26,-0.09
5702.55,0.60,0.25,-0.10
5702.56,0.60,0.23,-0.13
5702.57,0.60,0.19,-0.15
5702.58,0.60,0.16,-0.16
5702.59,0.60,0.12,-0.16
5702.60,0.60,0.08,-0.17
5702.61,0.60,0.04,-0.14
5702.62,0.60,0.00,-0.15
5702.63,0.60,-0.04,-0.12
5702.64,0.60,-0.09,-0.10
5702.65,0.60,-0.12,-0.07
5702.66,0.60,-0.14,-0.04
5702.67,0.60,-0.17,0.01
5702.68,0.60,-0.19,0.02
5702.69,0.60,-0.18,-2.98
5702.70,0.60,-0.16,-8.81
5702.71,0.60,-0.15,-8.81
5702.72,0.60,-0.12,-8.81
5702.73,0.60,-0.09,0.24
5702.74,0.60,-0.06,0.28
5702.75,0.60,-0.02,0.30
5702.76,0.60,0.00,0.31
5702.77,0.60,0.04,0.30
5702.78,0.60,0.10,0.29
5702.79,0.60,0.13,0.28
5702.80,0.60,0.16,-8.75
5702.81,0.60,0.19,0.06
5702.82,0.60,0.22,0.14
5702.83,0.60,0.24,0.08
5702.84,0.60,0.25,0.03
5702.85,0.60,0.26,-0.01
5702.86,0.60,0.27,-0.05
5702.87,0.60,0.26,-0.08
5702.88,0.60,0.26,-0.11
5702.89,0.60,0.25,-0.13
5702.90,0.60,0.20,-0.14
5702.91,0.60,0.18,-0.16
5702.92,0.60,0.14,-0.17
5702.93,0.60,0.09,-0.17
5702.94,0.60,0.06,-0.16
5702.95,0.60,0.02,-0.15
5702.96,0.60,-0.03,-0.13
5702.97,0.60,-0.07,-0.11
5702.98,0.60,-0.11,-0.08
5702.99,0.60,-0.15,-0.05
5703.00,0.60,-0.15,-0.04
5703.01,0.60,-0.19,0.00
5703.02,0.60,-0.18,-1.79
5703.03,0.60,-0.17,-0.56
5703.04,0.60,-0.16,0.12
5703.05,0.60,-0.13,0.15
5703.06,0.60,-0.10,0.24
5703.07,0.60,-0.06,0.26
5703.08,0.60,-0.04,0.29
5703.09,0.60,-0.01,0.30
5703.10,0.60,0.03,0.30
5703.11,0.60,0.10,0.30
5703.12,0.60,0.13,0.28
5703.13,0.60,0.16,-3.35
5703.14,0.60,0.20,-3.40
5703.15,0.60,0.22,0.16
5703.16,0.60,0.24,0.10
5703.17,0.60,0.26,0.05
5703.18,0.60,0.26,0.00
5703.19,0.60,0.27,-0.04
5703.20,0.60,0.27,-0.07
5703.21,0.60,0.26,-0.11
5703.22,0.60,-1.60,-0.12
5703.23,0.60,-1.65,-0.14
5703.24,0.60,0.21,-0.16
5703.25,0.60,0.15,-0.17
5703.26,0.60,0.10,-0.17
5703.27,0.60,0.07,-0.16
5703.28,0.60,0.02,-0.16
5703.29,0.60,-0.02,-0.15
5703.30,0.60,-0.06,-0.12
5703.31,0.60,-0.11,-0.09
5703.32,0.60,-0.14,-0.06
5703.33,0.60,-0.14,-0.04
5703.34,0.60,-0.19,-0.04
5703.35,0.60,-0.19,0.03
5703.36,0.60,-0.17,-2.96
5703.37,0.60,-0.16,-7.02
5703.38,0.60,-0.14,0.14
5703.39,0.60,-0.10,0.21
5703.40,0.60,-0.07,0.25
5703.41,0.60,-0.05,0.28
5703.42,0.60,-0.01,0.30
5703.43,0.60,0.03,0.30
5703.44,0.60,0.08,0.30
5703.45,0.60,0.13,0.29
5703.46,0.60,0.17,0.24
5703.47,0.60,0.20,-7.00
5703.48,0.61,0.22,0.18
5703.49,0.60,0.24,0.13
5703.50,0.60,0.26,0.06
5703.51,0.60,0.27,0.01
5703.52,0.60,0.28,-0.02
5703.53,0.60,0.28,-0.06
5703.54,0.60,0.27,-0.08
5703.55,0.60,0.26,-0.11
5703.56,0.60,0.23,-0.13
5703.57,0.60,0.21,-0.15
5703.58,0.60,0.15,-0.16
5703.59,0.60,0.11,-0.17
5703.60,0.60,0.07,-0.17
5703.61,0.60,0.03,-0.15
5703.62,0.60,-0.01,-0.15
5703.63,0.60,-0.06,-0.13
5703.64,0.60,-0.10,-0.10
5703.65,0.60,-0.14,-0.08
5703.66,0.60,-0.14,-0.04
5703.67,0.60,-0.18,-0.03
5703.68,0.60,-0.19,0.01
5703.69,0.60,-0.18,-2.98
5703.70,0.60,-0.17,-4.69
5703.71,0.60,-0.15,0.16
5703.72,0.60,-0.12,0.18
5703.73,0.60,-0.08,0.24
5703.74,0.60,-0.07,0.27
5703.75,0.60,-0.02,0.29
5703.76,0.60,0.02,0.30
5703.77,0.60,0.06,0.30
5703.78,0.60,0.13,0.28
5703.79,0.60,0.16,0.28
5703.80,0.60,0.19,-5.17
5703.81,0.60,0.22,-1.61
5703.82,0.60,0.24,0.14
5703.83,0.60,0.26,0.08
5703.84,0.60,0.27,0.03
5703.85,0.60,0.28,-0.01
