"time_s" "index" "u_ms" "w1_ms" "w2_ms"
"3915" 19.57 3915 0.0028 0.0061 0.0052
"3916" 19.575 3916 0.0073 0.0041 0.0063
"3917" 19.58 3917 0.0117 0.0038 0.0063
"3918" 19.585 3918 0.0107 0.0041 0.004
"3919" 19.59 3919 0.0097 0.0047 0.0041
"3920" 19.595 3920 0.0141 0.004 0.006
"3921" 19.6 3921 0.0162 0.0045 0.0054
"3922" 19.605 3922 0.0161 0.0049 0.0013
"3923" 19.61 3923 0.0153 0.0049 0.0055
"3924" 19.615 3924 0.0241 0.0036 0.0065
"3925" 19.62 3925 0.0219 0.0042 0.0037
"3926" 19.625 3926 0.0251 0.0035 0.0019
"3927" 19.63 3927 0.0274 0.0033 0.0049
"3928" 19.635 3928 0.0268 0.0034 0.0044
"3929" 19.64 3929 0.0253 0.0033 0.0064
"3930" 19.645 3930 0.0305 0.0028 0.0051
"3931" 19.65 3931 0.0294 0.0036 0.0112
"3932" 19.655 3932 0.0337 0.0035 0.0036
"3933" 19.66 3933 0.0355 0.004 0.0075
"3934" 19.665 3934 0.0377 0.0033 0.0042
"3935" 19.67 3935 0.0379 0.0028 0.0069
"3936" 19.675 3936 0.0333 4e-04 0.0141
"3937" 19.68 3937 0.0407 0.0027 -8e-04
"3938" 19.685 3938 0.0455 5e-04 0.0022
"3939" 19.69 3939 0.0436 0.0014 0.0076
"3940" 19.695 3940 0.0474 0.002 0.001
"3941" 19.7 3941 0.0437 -6e-04 0.0014
"3942" 19.705 3942 0.0473 4e-04 0.0019
"3943" 19.71 3943 0.0469 -0.0016 7e-04
"3944" 19.715 3944 0.0469 -5e-04 -0.0062
"3945" 19.72 3945 0.0528 -7e-04 0.0193
"3946" 19.725 3946 0.0518 7e-04 -0.0045
"3947" 19.73 3947 0.0511 -6e-04 -0.0025
"3948" 19.735 3948 0.0556 -0.002 0.0022
"3949" 19.74 3949 0.0577 -6e-04 -0.0023
"3950" 19.745 3950 0.0495 -0.0032 4e-04
"3951" 19.75 3951 0.057 -0.0027 -0.0034
"3952" 19.755 3952 0.054 -0.0029 -0.0028
"3953" 19.76 3953 0.0538 -0.003 -0.0034
"3954" 19.765 3954 0.0487 -0.0031 -0.001
"3955" 19.77 3955 0.0517 -0.0051 -0.0034
"3956" 19.775 3956 0.0483 -0.005 -0.0014
"3957" 19.78 3957 0.0497 -0.0045 -0.007
"3958" 19.785 3958 0.0483 -0.0052 -0.007
"3959" 19.79 3959 0.0505 -0.0047 -0.001
"3960" 19.795 3960 0.0523 -0.0061 -0.0063
"3961" 19.8 3961 0.0473 -0.0047 -0.0071
"3962" 19.805 3962 0.0465 -0.0035 -0.0041
"3963" 19.81 3963 0.0457 -0.0059 -0.0036
"3964" 19.815 3964 0.0473 -0.0056 -0.0032
"3965" 19.82 3965 0.0459 -0.0053 -0.0046
"3966" 19.825 3966 0.0495 -0.0051 -0.0051
"3967" 19.83 3967 0.0486 -0.0066 -0.0076
"3968" 19.835 3968 0.0434 -0.0071 -0.0065
"3969" 19.84 3969 0.0434 -0.0067 -0.0056
"3970" 19.845 3970 0.0452 -0.0071 -0.0068
"3971" 19.85 3971 0.0438 -0.0062 -0.0035
"3972" 19.855 3972 0.0462 -0.007 -0.0046
"3973" 19.86 3973 0.0458 -0.0061 -0.0044
"3974" 19.865 3974 0.0434 -0.006 -0.0077
"3975" 19.87 3975 0.0486 -0.007 -0.004
"3976" 19.875 3976 0.0419 -0.0073 -0.0078
"3977" 19.88 3977 0.0413 -0.0056 -0.0073
"3978" 19.885 3978 0.0387 -0.0069 -0.0129
"3979" 19.89 3979 0.0391 -0.0078 -0.0133
"3980" 19.895 3980 0.0381 -0.0062 -0.0096
"3981" 19.9 3981 0.0345 -0.0066 -0.0061
"3982" 19.905 3982 0.0341 -0.0077 -0.0072
"3983" 19.91 3983 0.0337 -0.0083 -0.0068
"3984" 19.915 3984 0.0314 -0.0084 -0.0093
"3985" 19.92 3985 0.031 -0.0081 -0.0075
"3986" 19.925 3986 0.033 -0.0076 -0.0083
"3987" 19.93 3987 0.0244 -0.0088 -0.0064
"3988" 19.935 3988 0.0272 -0.0088 -0.0081
"3989" 19.94 3989 0.027 -0.0078 -0.006
"3990" 19.945 3990 0.0306 -0.0078 -0.0082
"3991" 19.95 3991 0.0312 -0.0091 -0.0098
"3992" 19.955 3992 0.0248 -0.0075 -0.0088
"3993" 19.96 3993 0.0193 -0.0092 -0.013
"3994" 19.965 3994 0.0246 -0.0087 -0.0093
"3995" 19.97 3995 0.0195 -0.0091 -0.0069
"3996" 19.975 3996 0.0139 -0.0096 -0.0073
"3997" 19.98 3997 0.0162 -0.0093 -0.0086
"3998" 19.985 3998 0.0135 -0.009 -0.0092
"3999" 19.99 3999 0.0119 -0.009 -0.0101
"4000" 19.995 4000 0.0085 -0.0092 -0.0074
"4001" 20 4001 0.0105 -0.0091 -0.0087
"4002" 20.005 4002 0.0091 -0.0086 -0.01
"4003" 20.01 4003 0.0046 -0.0089 -0.0099
"4004" 20.015 4004 0.0036 -0.009 -0.005
"4005" 20.02 4005 0.003 -0.0089 -0.0103
"4006" 20.025 4006 0.002 -0.0088 -0.0075
"4007" 20.03 4007 0.001 -0.0087 -0.0069
"4008" 20.035 4008 -4e-04 -0.0088 -0.0091
"4009" 20.04 4009 -0.0032 -0.0083 -0.0087
"4010" 20.045 4010 -0.0044 -0.0088 -0.01
"4011" 20.05 4011 -0.0051 -0.0095 -0.0104
"4012" 20.055 4012 -0.0073 -0.0093 -0.0093
"4013" 20.06 4013 -0.0109 -0.0087 -0.0092
"4014" 20.065 4014 -0.0113 -0.0085 -0.0098
"4015" 20.07 4015 -0.0156 -0.009 -0.0059
"4016" 20.075 4016 -0.0196 -0.0093 -0.0105
"4017" 20.08 4017 -0.0174 -0.0088 -0.0083
"4018" 20.085 4018 -0.0192 -0.0097 -0.0106
"4019" 20.09 4019 -0.029 -0.0103 -0.0087
"4020" 20.095 4020 -0.0241 -0.0098 -0.0093
"4021" 20.1 4021 -0.0184 -0.0071 -0.008
"4022" 20.105 4022 -0.0212 -0.0066 -0.0087
"4023" 20.11 4023 -0.0241 -0.0079 -0.0091
"4024" 20.115 4024 -0.0301 -0.0084 -0.007
"4025" 20.12 4025 -0.0348 -0.0088 -0.0087
"4026" 20.125 4026 -0.0329 -0.009 -0.0094
"4027" 20.13 4027 -0.0287 -0.0079 -0.0076
"4028" 20.135 4028 -0.0348 -0.0085 -0.0079
"4029" 20.14 4029 -0.0325 -0.0079 -0.008
"4030" 20.145 4030 -0.0364 -0.0085 -0.0015
"4031" 20.15 4031 -0.0426 -0.0068 -0.0051
"4032" 20.155 4032 -0.0388 -0.0081 -0.007
"4033" 20.16 4033 -0.041 -0.0078 -0.0111
"4034" 20.165 4034 -0.0449 -0.0069 -0.011
"4035" 20.17 4035 -0.0405 -0.0089 -0.0039
"4036" 20.175 4036 -0.0422 -0.0074 0.003
"4037" 20.18 4037 -0.0412 -0.0079 -0.0085
"4038" 20.185 4038 -0.0467 -0.0077 -0.01
"4039" 20.19 4039 -0.0478 -0.0082 -0.0094
"4040" 20.195 4040 -0.0449 -0.0077 -0.0079
"4041" 20.2 4041 -0.0543 -0.0071 -0.007
"4042" 20.205 4042 -0.0569 -0.0072 -0.0052
"4043" 20.21 4043 -0.0591 -0.0085 -0.0064
"4044" 20.215 4044 -0.0561 -0.0095 -0.0093
"4045" 20.22 4045 -0.0555 -0.0074 -0.0079
"4046" 20.225 4046 -0.0632 -0.0066 -0.0111
"4047" 20.23 4047 -0.0595 -0.0069 -0.005
"4048" 20.235 4048 -0.0545 -0.0073 -0.0125
"4049" 20.24 4049 -0.0579 -0.0084 -0.0038
"4050" 20.245 4050 -0.0551 -0.0073 -0.0088
"4051" 20.25 4051 -0.0583 -0.0069 -0.0059
"4052" 20.255 4052 -0.0644 -0.0075 -0.0078
"4053" 20.26 4053 -0.0642 -0.0068 -0.0079
"4054" 20.265 4054 -0.0593 -0.0062 -0.0084
"4055" 20.27 4055 -0.0595 -0.0066 -0.0095
"4056" 20.275 4056 -0.0577 -0.0065 -0.0096
"4057" 20.28 4057 -0.0571 -0.0068 -0.0092
"4058" 20.285 4058 -0.0573 -0.007 -0.0087
"4059" 20.29 4059 -0.0549 -0.0078 -0.0107
"4060" 20.295 4060 -0.0544 -0.0051 -0.0077
"4061" 20.3 4061 -0.0566 -0.0064 -0.0088
"4062" 20.305 4062 -0.0508 -0.0076 -0.0131
"4063" 20.31 4063 -0.056 -0.0051 -0.0059
"4064" 20.315 4064 -0.0523 -0.005 -0.0065
"4065" 20.32 4065 -0.0503 -0.0053 -0.006
"4066" 20.325 4066 -0.0515 -0.0051 -0.0081
"4067" 20.33 4067 -0.0548 -0.0049 -0.0036
"4068" 20.335 4068 -0.0544 -0.0042 -0.0023
"4069" 20.34 4069 -0.0536 -0.0045 -0.0016
"4070" 20.345 4070 -0.0515 -0.0028 -0.0049
"4071" 20.35 4071 -0.0507 -0.0028 -0.0019
"4072" 20.355 4072 -0.0439 -0.0022 -7e-04
"4073" 20.36 4073 -0.0467 -0.0013 -0.0027
"4074" 20.365 4074 -0.0469 -0.0011 0.001
"4075" 20.37 4075 -0.0435 -0.0016 8e-04
"4076" 20.375 4076 -0.0469 -9e-04 -0.0027
"4077" 20.38 4077 -0.0511 -8e-04 -0.001
"4078" 20.385 4078 -0.0589 0.0022 0.0012
"4079" 20.39 4079 -0.0541 4e-04 -0.0012
"4080" 20.395 4080 -0.0409 0.0013 0.0016
"4081" 20.4 4081 -0.0415 0.0017 -0.0014
"4082" 20.405 4082 -0.0482 0.0017 -0.0017
"4083" 20.41 4083 -0.05 0.0012 0.0052
"4084" 20.415 4084 -0.0379 0.0029 -7e-04
"4085" 20.42 4085 -0.0391 0.0015 0.0029
"4086" 20.425 4086 -0.0375 0.0016 -0.0021
"4087" 20.43 4087 -0.0423 0.002 0.002
"4088" 20.435 4088 -0.0429 0.0027 0.0051
"4089" 20.44 4089 -0.0377 0.0017 0.0037
"4090" 20.445 4090 -0.0365 0.0024 0.0038
"4091" 20.45 4091 -0.0363 0.0026 0.0056
"4092" 20.455 4092 -0.033 0.003 -4e-04
"4093" 20.46 4093 -0.032 0.0033 0.0059
"4094" 20.465 4094 -0.0357 0.0038 0.0025
"4095" 20.47 4095 -0.0339 0.0041 0.0049
"4096" 20.475 4096 -0.036 0.0049 0.0043
"4097" 20.48 4097 -0.0275 0.0038 0.0039
"4098" 20.485 4098 -0.0274 0.0029 0.0032
"4099" 20.49 4099 -0.0295 0.007 0.0019
"4100" 20.495 4100 -0.0219 0.0025 0.0051
"4101" 20.5 4101 -0.0234 0.0049 0.0019
"4102" 20.505 4102 -0.015 0.0043 -0.0021
"4103" 20.51 4103 -0.0154 0.0034 0.0074
"4104" 20.515 4104 -0.0141 0.0034 0.0021
"4105" 20.52 4105 -0.0107 0.0037 0.0053
"4106" 20.525 4106 -0.0143 0.0046 0.0052
"4107" 20.53 4107 -0.0081 0.0043 0.0038
"4108" 20.535 4108 -0.0093 0.0034 0.0023
"4109" 20.54 4109 -0.0038 0.0052 0.007
"4110" 20.545 4110 0.001 0.0042 0.0062
"4111" 20.55 4111 0.0038 0.004 0.0065
"4112" 20.555 4112 -0.0028 0.0045 0.0041
"4113" 20.56 4113 -4e-04 0.0052 0.0058
"4114" 20.565 4114 0.0014 0.0047 0.0051
"4115" 20.57 4115 0.0091 0.0035 0.0012
"4116" 20.575 4116 0.0069 0.0026 0.0032
"4117" 20.58 4117 0.0102 0.006 0.0065
"4118" 20.585 4118 0.0109 0.0036 0.0062
"4119" 20.59 4119 0.0093 0.0033 0.0029
"4120" 20.595 4120 0.0091 0.0029 0.0042
"4121" 20.6 4121 0.016 0.0031 0.0056
"4122" 20.605 4122 0.0166 0.0037 0.0056
"4123" 20.61 4123 0.015 0.0045 0.0034
"4124" 20.615 4124 0.018 0.0034 0.0041
"4125" 20.62 4125 0.0218 0.0037 0.0063
"4126" 20.625 4126 0.0256 0.0046 0.0014
"4127" 20.63 4127 0.0208 0.003 0.0019
"4128" 20.635 4128 0.0229 0.005 0.0046
"4129" 20.64 4129 0.0292 0.0045 0.0067
"4130" 20.645 4130 0.0296 0.004 0.0023
"4131" 20.65 4131 0.032 0.0035 0.0019
"4132" 20.655 4132 0.0337 0.0033 0.0068
"4133" 20.66 4133 0.0332 0.0027 0.0055
"4134" 20.665 4134 0.0339 0.0035 0.0014
"4135" 20.67 4135 0.0328 0.003 0.006
"4136" 20.675 4136 0.0351 0.0026 0.0038
"4137" 20.68 4137 0.0383 0.0019 0.005
"4138" 20.685 4138 0.0369 0.0023 0.0033
"4139" 20.69 4139 0.0417 0.0017 7e-04
"4140" 20.695 4140 0.0435 0.0011 0.0035
"4141" 20.7 4141 0.0483 -3e-04 0.0017
"4142" 20.705 4142 0.0466 0.0029 0.0051
"4143" 20.71 4143 0.0501 -8e-04 7e-04
"4144" 20.715 4144 0.0484 0.0023 -0.0025
"4145" 20.72 4145 0.0502 0.0015 0.004
"4146" 20.725 4146 0.0523 0 0.0013
"4147" 20.73 4147 0.0574 -9e-04 0.0041
"4148" 20.735 4148 0.0469 1e-04 -0.0046
"4149" 20.74 4149 0.0556 -0.0013 0.0061
"4150" 20.745 4150 0.0556 -0.002 -0.0013
"4151" 20.75 4151 0.0542 -0.001 0.0019
"4152" 20.755 4152 0.0578 -0.0025 -0.0027
"4153" 20.76 4153 0.054 -0.0023 0.0024
"4154" 20.765 4154 0.0546 -0.0031 -0.0036
"4155" 20.77 4155 0.055 -0.0045 0.001
"4156" 20.775 4156 0.0544 -0.0039 -0.0016
"4157" 20.78 4157 0.0562 -0.0033 -0.006
"4158" 20.785 4158 0.0558 -0.0056 -0.0017
"4159" 20.79 4159 0.0562 -0.0049 -0.0044
"4160" 20.795 4160 0.0578 -0.0054 -0.0037
"4161" 20.8 4161 0.0568 -0.0057 -9e-04
"4162" 20.805 4162 0.0568 -0.006 -0.0034
"4163" 20.81 4163 0.055 -0.0062 6e-04
"4164" 20.815 4164 0.0553 -0.0074 -0.0037
"4165" 20.82 4165 0.0562 -0.0072 -0.0087
"4166" 20.825 4166 0.0499 -0.0065 -0.0085
"4167" 20.83 4167 0.0551 -0.0084 -0.0091
"4168" 20.835 4168 0.051 -0.0086 -0.0081
"4169" 20.84 4169 0.0531 -0.0084 -0.0069
"4170" 20.845 4170 0.0555 -0.009 -0.0076
"4171" 20.85 4171 0.0486 -0.0077 -0.0083
"4172" 20.855 4172 0.0444 -0.0094 -0.0079
"4173" 20.86 4173 0.0425 -0.0089 -0.0081
"4174" 20.865 4174 0.0401 -0.0082 -0.0117
"4175" 20.87 4175 0.0311 -0.0117 -0.0112
"4176" 20.875 4176 0.0432 -0.0085 -0.0101
"4177" 20.88 4177 0.0371 -0.01 -0.0108
"4178" 20.885 4178 0.0375 -0.008 -0.0113
"4179" 20.89 4179 0.0339 -0.0094 -0.0102
"4180" 20.895 4180 0.0316 -0.008 -0.011
"4181" 20.9 4181 0.0328 -0.0096 -0.0123
"4182" 20.905 4182 0.033 -0.0087 -0.0053
"4183" 20.91 4183 0.0339 -0.0083 -0.0108
"4184" 20.915 4184 0.0306 -0.0076 -0.0093
"4185" 20.92 4185 0.0312 -0.009 -0.0091
"4186" 20.925 4186 0.0248 -0.0082 -0.007
"4187" 20.93 4187 0.028 -0.0087 -0.0014
"4188" 20.935 4188 0.0296 -0.0073 -0.0086
"4189" 20.94 4189 0.0274 -0.0083 -0.0096
"4190" 20.945 4190 0.0284 -0.0084 -0.0103
"4191" 20.95 4191 0.0154 -0.01 -0.0089
"4192" 20.955 4192 0.018 -0.0097 -0.0094
"4193" 20.96 4193 0.0201 -0.009 -0.011
"4194" 20.965 4194 0.0176 -0.0098 -0.0064
"4195" 20.97 4195 0.0179 -0.0089 -0.0074
"4196" 20.975 4196 0.014 -0.0073 -0.0084
"4197" 20.98 4197 0.02 -0.0101 -0.0096
"4198" 20.985 4198 0.0162 -0.0094 -0.011
"4199" 20.99 4199 0.0121 -0.0098 -0.0072
"4200" 20.995 4200 0.0146 -0.0092 -0.0079
"4201" 21 4201 0.0071 -0.0104 -0.0102
"4202" 21.005 4202 0.0063 -0.0088 -0.0091
"4203" 21.01 4203 0.0026 -0.01 -0.0098
"4204" 21.015 4204 0.0014 -0.0094 -0.0123
"4205" 21.02 4205 -0.0014 -0.0098 -0.0079
"4206" 21.025 4206 8e-04 -0.0089 -0.0098
"4207" 21.03 4207 -0.0022 -0.0094 -0.0125
"4208" 21.035 4208 -0.0046 -0.0094 -0.0079
"4209" 21.04 4209 -0.0063 -0.0089 -0.0119
"4210" 21.045 4210 -0.0089 -0.0094 -0.0077
"4211" 21.05 4211 -0.0089 -0.0092 -0.008
"4212" 21.055 4212 -0.0146 -0.0111 -0.0081
"4213" 21.06 4213 0.0029 -0.006 -0.0112
"4214" 21.065 4214 -0.0178 -0.0105 -0.0089
"4215" 21.07 4215 -0.0158 -0.0096 -0.0071
"4216" 21.075 4216 -0.0154 -0.009 -0.0079
"4217" 21.08 4217 -0.0194 -0.0098 -0.0092
"4218" 21.085 4218 -0.0214 -0.0092 -0.0129
"4219" 21.09 4219 -0.0224 -0.0085 -0.0106
"4220" 21.095 4220 -0.0208 -0.0081 -0.0108
"4221" 21.1 4221 -0.0282 -0.0102 -0.0095
"4222" 21.105 4222 -0.0328 -0.01 -0.0111
"4223" 21.11 4223 -0.0343 -0.0098 -0.0152
"4224" 21.115 4224 -0.0378 -0.0086 -0.0125
"4225" 21.12 4225 -0.0313 -0.0085 -0.0141
"4226" 21.125 4226 -0.0405 -0.0094 -0.0119
"4227" 21.13 4227 -0.0375 -0.0093 -0.0094
"4228" 21.135 4228 -0.0421 -0.0104 -0.0124
"4229" 21.14 4229 -0.0351 -0.011 -0.0125
"4230" 21.145 4230 -0.0401 -0.0105 -0.0134
"4231" 21.15 4231 -0.0413 -0.0092 -0.0095
"4232" 21.155 4232 -0.0432 -0.0092 -0.0116
"4233" 21.16 4233 -0.0389 -0.0112 -0.0102
"4234" 21.165 4234 -0.0472 -0.0089 -0.0109
"4235" 21.17 4235 -0.0464 -0.0097 -0.0135
"4236" 21.175 4236 -0.0464 -0.0093 -0.0095
"4237" 21.18 4237 -0.0514 -0.009 -0.0073
"4238" 21.185 4238 -0.048 -0.0083 -0.0056
"4239" 21.19 4239 -0.0498 -0.0091 -0.0096
"4240" 21.195 4240 -0.052 -0.0086 -0.0079
"4241" 21.2 4241 -0.046 -0.0097 -0.0116
"4242" 21.205 4242 -0.0486 -0.0092 -0.0076
"4243" 21.21 4243 -0.0518 -0.0085 -0.0084
"4244" 21.215 4244 -0.0494 -0.0088 -0.0079
"4245" 21.22 4245 -0.05 -0.0091 -0.0086
"4246" 21.225 4246 -0.0579 -0.0072 -0.0102
"4247" 21.23 4247 -0.0487 -0.0067 -0.0056
"4248" 21.235 4248 -0.0511 -0.0067 -0.0072
"4249" 21.24 4249 -0.0533 -0.0074 -0.0065
"4250" 21.245 4250 -0.0554 -0.0065 -0.0063
"4251" 21.25 4251 -0.0571 -0.0067 -0.0066
"4252" 21.255 4252 -0.0608 -0.005 -0.0056
"4253" 21.26 4253 -0.0608 -0.0051 -0.0053
"4254" 21.265 4254 -0.0584 -0.0044 -0.0078
"4255" 21.27 4255 -0.055 -0.0059 -0.0067
"4256" 21.275 4256 -0.0578 -0.0061 -0.0069
"4257" 21.28 4257 -0.0612 -0.0047 -0.006
"4258" 21.285 4258 -0.0631 -0.005 -0.0062
"4259" 21.29 4259 -0.0649 -0.0051 -0.0028
"4260" 21.295 4260 -0.0694 -0.0055 -0.0053
"4261" 21.3 4261 -0.0643 -0.0032 -0.0114
"4262" 21.305 4262 -0.0635 -0.0051 -0.0076
"4263" 21.31 4263 -0.0618 -0.0032 -0.0064
"4264" 21.315 4264 -0.0649 -0.0044 -0.0053
"4265" 21.32 4265 -0.0635 -0.0038 -0.0098
"4266" 21.325 4266 -0.0639 -0.0035 -0.0049
"4267" 21.33 4267 -0.0584 -0.0046 -0.0014
"4268" 21.335 4268 -0.0562 -0.0039 -0.0064
"4269" 21.34 4269 -0.058 -0.0052 -0.0045
"4270" 21.345 4270 -0.0548 -0.005 -0.0055
"4271" 21.35 4271 -0.0594 -0.0041 -0.0016
"4272" 21.355 4272 -0.0604 -0.0044 -0.0075
"4273" 21.36 4273 -0.0594 -0.0038 -0.0061
"4274" 21.365 4274 -0.0574 -0.0025 -0.0039
"4275" 21.37 4275 -0.0554 -0.0021 -0.0027
"4276" 21.375 4276 -0.0501 -0.0022 -0.0046
"4277" 21.38 4277 -0.0564 -0.0027 -0.0047
"4278" 21.385 4278 -0.055 -0.0025 -0.0035
"4279" 21.39 4279 -0.0507 -0.0021 -0.0026
"4280" 21.395 4280 -0.0499 -0.0023 -0.0039
"4281" 21.4 4281 -0.0556 -0.0024 -0.0042
"4282" 21.405 4282 -0.0515 -0.0017 3e-04
"4283" 21.41 4283 -0.0512 -1e-04 -0.0021
"4284" 21.415 4284 -0.0528 -6e-04 -0.0016
"4285" 21.42 4285 -0.045 -1e-04 -0.0045
"4286" 21.425 4286 -0.0407 -7e-04 -0.0022
"4287" 21.43 4287 -0.0391 0 -0.0021
"4288" 21.435 4288 -0.0409 -3e-04 -0.0065
"4289" 21.44 4289 -0.0417 1e-04 -0.0077
"4290" 21.445 4290 -0.03 -9e-04 0.0028
"4291" 21.45 4291 -0.027 -0.0022 -0.0044
"4292" 21.455 4292 -0.0268 -0.001 6e-04
"4293" 21.46 4293 -0.029 -5e-04 -0.0019
"4294" 21.465 4294 -0.0276 -3e-04 0.001
"4295" 21.47 4295 -0.027 9e-04 0.0031
"4296" 21.475 4296 -0.0284 0.001 -0.0063
"4297" 21.48 4297 -0.0294 -5e-04 0.0025
"4298" 21.485 4298 -0.0258 3e-04 -0.0017
"4299" 21.49 4299 -0.0197 0.0017 4e-04
"4300" 21.495 4300 -0.016 0.0021 3e-04
"4301" 21.5 4301 -0.0187 0.0018 0.0012
"4302" 21.505 4302 -0.0151 0.0015 0.0021
"4303" 21.51 4303 -0.0137 0.0023 0.0046
"4304" 21.515 4304 -0.0104 4e-04 0.0021
"4305" 21.52 4305 -0.0098 4e-04 -7e-04
"4306" 21.525 4306 -0.0026 0.0011 0.0022
"4307" 21.53 4307 -0.0038 0.0011 -0.001
"4308" 21.535 4308 -0.0046 0.0012 0.0013
"4309" 21.54 4309 8e-04 0.0017 0.0052
"4310" 21.545 4310 0.0014 0.0011 0.001
"4311" 21.55 4311 -0.0014 0.0025 0.0032
"4312" 21.555 4312 0.0055 0.0019 0.0013
"4313" 21.56 4313 0.0109 0.0038 0.004
"4314" 21.565 4314 0.0085 0.003 0.0035
"4315" 21.57 4315 0.0077 0.0039 -0.0033
"4316" 21.575 4316 0.0099 0.0033 0.0075
"4317" 21.58 4317 0.0091 0.0015 0.0029
"4318" 21.585 4318 0.0109 0.0026 0.0213
"4319" 21.59 4319 0.0168 0.0032 0.0069
"4320" 21.595 4320 0.0152 0.0021 0.0035
"4321" 21.6 4321 0.0166 0.0029 0.0015
"4322" 21.605 4322 0.0198 0.0028 0.0018
"4323" 21.61 4323 0.0192 0.0035 0.0017
"4324" 21.615 4324 0.0257 0.0025 0.0024
"4325" 21.62 4325 0.0184 2e-04 -5e-04
"4326" 21.625 4326 0.0178 7e-04 0.0021
"4327" 21.63 4327 0.0279 0.0014 0.0019
"4328" 21.635 4328 0.0295 0.0023 -0.0017
"4329" 21.64 4329 0.0287 0.0019 0.0026
"4330" 21.645 4330 0.0291 6e-04 0
"4331" 21.65 4331 0.0325 6e-04 0.0019
"4332" 21.655 4332 0.0319 5e-04 7e-04
"4333" 21.66 4333 0.0293 0.0012 0.0026
"4334" 21.665 4334 0.0366 0.0012 0.0017
"4335" 21.67 4335 0.043 5e-04 -0.0011
"4336" 21.675 4336 0.0374 2e-04 2e-04
"4337" 21.68 4337 0.0364 3e-04 0.0019
"4338" 21.685 4338 0.0406 0.0011 -0.0012
"4339" 21.69 4339 0.0469 3e-04 0.0022
"4340" 21.695 4340 0.0472 0.0011 -0.0013
"4341" 21.7 4341 0.0386 -1e-04 -0.0018
"4342" 21.705 4342 0.0374 -0.0015 -6e-04
"4343" 21.71 4343 0.0471 -0.0014 -0.0022
"4344" 21.715 4344 0.0443 -0.0018 -7e-04
"4345" 21.72 4345 0.0528 -0.0023 -0.0044
"4346" 21.725 4346 0.0426 -0.0022 -0.0066
"4347" 21.73 4347 0.0346 -2e-04 -0.001
"4348" 21.735 4348 0.0499 -0.0043 -0.0018
"4349" 21.74 4349 0.041 -0.0012 -0.0015
"4350" 21.745 4350 0.0392 -0.0026 0.0017
"4351" 21.75 4351 0.037 -0.003 -0.0052
"4352" 21.755 4352 0.0481 -0.0046 9e-04
"4353" 21.76 4353 0.0515 -0.0047 -0.0089
"4354" 21.765 4354 0.0428 -0.002 9e-04
"4355" 21.77 4355 0.0439 -0.0029 -0.0036
"4356" 21.775 4356 0.0463 -0.0026 -0.0064
"4357" 21.78 4357 0.0497 -0.0054 -0.0016
"4358" 21.785 4358 0.0473 -0.0057 -0.0044
"4359" 21.79 4359 0.0495 -0.005 -0.0012
"4360" 21.795 4360 0.0348 -0.0014 -0.0063
"4361" 21.8 4361 0.0386 -0.0018 -0.008
"4362" 21.805 4362 0.0463 -0.0046 -0.009
"4363" 21.81 4363 0.0422 -0.0055 0.0054
"4364" 21.815 4364 0.0491 -0.0032 -0.0026
"4365" 21.82 4365 0.0414 -0.0053 -0.0036
"4366" 21.825 4366 0.0453 -0.0057 -0.0074
"4367" 21.83 4367 0.043 -0.0057 -0.0046
"4368" 21.835 4368 0.0442 -0.0059 -0.0029
"4369" 21.84 4369 0.0415 -0.0057 -0.0024
"4370" 21.845 4370 0.0461 -0.0052 -0.0102
"4371" 21.85 4371 0.0401 -0.0067 -0.0092
"4372" 21.855 4372 0.0401 -0.0067 -0.0035
"4373" 21.86 4373 0.0393 -0.0062 -0.0085
"4374" 21.865 4374 0.0415 -0.0077 -0.0085
"4375" 21.87 4375 0.0413 -0.0072 -0.0055
"4376" 21.875 4376 0.0401 -0.0081 -0.006
"4377" 21.88 4377 0.0405 -0.0085 -0.0059
"4378" 21.885 4378 0.0363 -0.0074 -0.0101
"4379" 21.89 4379 0.0381 -0.0081 -0.0061
"4380" 21.895 4380 0.0436 -0.0077 -0.0069
"4381" 21.9 4381 0.0407 -0.0094 -0.0059
"4382" 21.905 4382 0.0337 -0.0077 -0.0074
"4383" 21.91 4383 0.033 -0.0097 -0.0085
"4384" 21.915 4384 0.0353 -0.0097 -0.0086
"4385" 21.92 4385 0.0328 -0.0097 -0.0089
"4386" 21.925 4386 0.0262 -0.0081 -0.0101
"4387" 21.93 4387 0.0318 -0.0096 -0.0085
"4388" 21.935 4388 0.0328 -0.0098 -0.0113
"4389" 21.94 4389 0.0326 -0.01 -0.0105
"4390" 21.945 4390 0.0322 -0.0093 -0.0089
"4391" 21.95 4391 0.0256 -0.0098 -0.0099
"4392" 21.955 4392 0.0221 -0.0097 -0.0128
"4393" 21.96 4393 0.0235 -0.009 -0.0105
"4394" 21.965 4394 0.0254 -0.0096 -0.0082
"4395" 21.97 4395 0.0073 -0.0081 -0.0111
"4396" 21.975 4396 0.0222 -0.0117 -0.0099
"4397" 21.98 4397 0.0067 -0.0081 -0.0085
"4398" 21.985 4398 0.0158 -0.0094 -0.0116
"4399" 21.99 4399 0.0131 -0.01 -0.0101
"4400" 21.995 4400 0.0095 -0.0101 -0.0105
"4401" 22 4401 0.0046 -0.0101 -0.0117
"4402" 22.005 4402 0.0057 -0.0096 -0.0103
"4403" 22.01 4403 -0.0016 -0.0111 -0.012
"4404" 22.015 4404 0.0042 -0.0094 -0.0113
