"time_s" "index" "u_ms" "w1_ms" "w2_ms"
"1" 0 1 0.0149 -0.0078 -0.0115
"2" 0.005 2 0.0126 -0.008 -0.0069
"3" 0.01 3 0.006 -0.0073 -0.0044
"4" 0.015 4 0.0057 -0.0086 -0.0067
"5" 0.02 5 0.0036 -0.0077 -0.0073
"6" 0.025 6 0.0035 -0.0074 -0.007
"7" 0.03 7 -0.0016 -0.008 -0.0068
"8" 0.035 8 4e-04 -0.0077 -0.007
"9" 0.04 9 -0.0044 -0.008 -0.0076
"10" 0.045 10 -0.0065 -0.0081 -0.0071
"11" 0.05 11 -0.0073 -0.0072 -0.0072
"12" 0.055 12 -0.0059 -0.008 -0.0068
"13" 0.06 13 -0.0109 -0.007 -0.0091
"14" 0.065 14 -0.0103 -0.0084 -0.0075
"15" 0.07 15 -0.0152 -0.009 -0.0081
"16" 0.075 16 -0.0137 -0.0082 -0.0085
"17" 0.08 17 -0.015 -0.0077 -0.006
"18" 0.085 18 -0.0164 -0.0081 -0.0076
"19" 0.09 19 -0.0212 -0.0089 -0.0082
"20" 0.095 20 -0.0295 -0.0079 -0.0083
"21" 0.1 21 -0.0107 -0.0071 -0.0073
"22" 0.105 22 -0.0287 -0.008 -0.0089
"23" 0.11 23 -0.0263 -0.0076 -0.0062
"24" 0.115 24 -0.0327 -0.0082 -0.0083
"25" 0.12 25 -0.0214 -0.0055 -0.0077
"26" 0.125 26 -0.0323 -0.0085 -0.0078
"27" 0.13 27 -0.0325 -0.0072 -0.007
"28" 0.135 28 -0.0259 -0.0046 -0.0073
"29" 0.14 29 -0.0317 -0.0069 -0.0067
"30" 0.145 30 -0.0338 -0.0071 -0.0047
"31" 0.15 31 -0.0414 -0.0058 -0.0074
"32" 0.155 32 -0.0372 -0.0067 -0.0068
"33" 0.16 33 -0.0402 -0.0059 -0.0079
"34" 0.165 34 -0.0394 -0.0067 -0.0061
"35" 0.17 35 -0.0428 -0.006 -0.0059
"36" 0.175 36 -0.0414 -0.0046 -0.0075
"37" 0.18 37 -0.0416 -0.0053 -0.0083
"38" 0.185 38 -0.0418 -0.0056 -0.0061
"39" 0.19 39 -0.0443 -0.005 -0.0028
"40" 0.195 40 -0.0441 -0.005 -0.004
"41" 0.2 41 -0.0455 -0.004 -0.006
"42" 0.205 42 -0.0465 -0.0036 -0.0026
"43" 0.21 43 -0.0485 -0.0054 -0.0132
"44" 0.215 44 -0.0513 -0.0049 -0.0137
"45" 0.22 45 -0.0521 -0.004 -0.0017
"46" 0.225 46 -0.0523 -0.0046 -5e-04
"47" 0.23 47 -0.0404 -0.0023 3e-04
"48" 0.235 48 -0.0479 -0.0046 -0.0034
"49" 0.24 49 -0.054 -0.0034 -0.0082
"50" 0.245 50 -0.0602 -0.002 -0.0034
"51" 0.25 51 -0.0574 -0.0038 -0.0025
"52" 0.255 52 -0.0614 -0.0045 -0.0081
"53" 0.26 53 -0.0606 -0.0046 -0.0055
"54" 0.265 54 -0.059 -0.004 -0.0072
"55" 0.27 55 -0.0604 -0.0038 0.0078
"56" 0.275 56 -0.0677 -0.003 -0.0097
"57" 0.28 57 -0.0701 -0.0032 -0.0059
"58" 0.285 58 -0.0641 -0.0042 -0.0016
"59" 0.29 59 -0.0643 -0.004 -0.0058
"60" 0.295 60 -0.0637 -0.0035 -0.0047
"61" 0.3 61 -0.0647 -0.0045 -0.0038
"62" 0.305 62 -0.0701 -0.0033 -0.0087
"63" 0.31 63 -0.0677 -0.0046 -0.007
"64" 0.315 64 -0.072 -0.0029 -0.0064
"65" 0.32 65 -0.0623 -0.0044 -0.0073
"66" 0.325 66 -0.062 -0.0036 -0.0035
"67" 0.33 67 -0.0616 -0.0041 -0.0057
"68" 0.335 68 -0.0631 -0.0032 -8e-04
"69" 0.34 69 -0.0606 -0.0044 -0.0036
"70" 0.345 70 -0.0625 -0.0038 -0.0057
"71" 0.35 71 -0.0635 -0.0055 -0.0059
"72" 0.355 72 -0.0612 -0.0052 -0.0165
"73" 0.36 73 -0.0594 -0.0057 -0.0084
"74" 0.365 74 -0.0525 -0.006 -0.0066
"75" 0.37 75 -0.0538 -0.0052 -0.004
"76" 0.375 76 -0.055 -0.0055 -0.012
"77" 0.38 77 -0.0562 -0.0042 -0.0074
"78" 0.385 78 -0.0572 -0.0043 -0.0082
"79" 0.39 79 -0.0546 -0.0042 -0.0045
"80" 0.395 80 -0.0532 -0.0035 -0.0072
"81" 0.4 81 -0.0519 -0.0037 -0.0064
"82" 0.405 82 -0.0521 -0.0033 -0.0045
"83" 0.41 83 -0.0435 -0.0013 -0.0046
"84" 0.415 84 -0.0461 -0.0024 -0.0041
"85" 0.42 85 -0.0473 -0.003 -9e-04
"86" 0.425 86 -0.0418 -0.0031 -0.0049
"87" 0.43 87 -0.0422 -0.0022 -0.0026
"88" 0.435 88 -0.0389 -0.0017 -0.0017
"89" 0.44 89 -0.043 -0.0015 0
"90" 0.445 90 -0.0374 -0.0025 -0.0023
"91" 0.45 91 -0.0393 -0.0016 -0.0025
"92" 0.455 92 -0.0392 -0.0019 -0.0047
"93" 0.46 93 -0.0348 -0.0026 -0.0015
"94" 0.465 94 -0.0338 -0.0033 -0.0011
"95" 0.47 95 -0.0339 -0.0015 -0.0014
"96" 0.475 96 -0.028 -0.002 -0.0037
"97" 0.48 97 -0.0258 -0.0014 -2e-04
"98" 0.485 98 -0.0264 -0.0012 -0.0019
"99" 0.49 99 -0.0266 -0.0011 3e-04
"100" 0.495 100 -0.0276 -7e-04 -0.0063
"101" 0.5 101 -0.0288 2e-04 8e-04
"102" 0.505 102 -0.0219 -6e-04 -0.0027
"103" 0.51 103 -0.024 -9e-04 -0.0011
"104" 0.515 104 -0.0215 0 -4e-04
"105" 0.52 105 -0.0177 -3e-04 -0.0031
"106" 0.525 106 -0.0126 -8e-04 -4e-04
"107" 0.53 107 -0.0199 -0.0021 -6e-04
"108" 0.535 108 -0.0167 -0.0021 -2e-04
"109" 0.54 109 -0.011 -9e-04 -7e-04
"110" 0.545 110 -0.007 2e-04 -0.0023
"111" 0.55 111 -0.0106 7e-04 2e-04
"112" 0.555 112 -0.0078 -0.0012 -0.0037
"113" 0.56 113 -0.0024 7e-04 0.0069
"114" 0.565 114 0.0022 3e-04 -4e-04
"115" 0.57 115 0.002 -1e-04 0.0028
"116" 0.575 116 0.0024 0.0015 0.0022
"117" 0.58 117 0.0011 -3e-04 -0.0016
"118" 0.585 118 0.0024 8e-04 -0.001
"119" 0.59 119 0.0051 2e-04 0.0013
"120" 0.595 120 0.0137 -3e-04 -0.0029
"121" 0.6 121 0.0115 3e-04 -0.0016
"122" 0.605 122 0.0131 -7e-04 -0.0039
"123" 0.61 123 0.0105 -5e-04 0.0011
"124" 0.615 124 0.0123 -2e-04 0.02
"125" 0.62 125 0.015 -5e-04 0.002
"126" 0.625 126 0.0156 -0.0013 5e-04
"127" 0.63 127 0.0166 -0.0013 3e-04
"128" 0.635 128 0.019 -8e-04 0.0013
"129" 0.64 129 0.0238 -0.0016 0
"130" 0.645 130 0.0243 -0.0014 9e-04
"131" 0.65 131 0.0218 -0.0019 -0.0028
"132" 0.655 132 0.0301 -0.0012 6e-04
"133" 0.66 133 0.0289 -0.0015 -2e-04
"134" 0.665 134 0.0313 -0.0018 9e-04
"135" 0.67 135 0.0319 -2e-04 0.002
"136" 0.675 136 0.0368 -0.0015 -0.0028
"137" 0.68 137 0.0398 -5e-04 0.0018
"138" 0.685 138 0.0366 -0.0014 0.001
"139" 0.69 139 0.0356 -0.0011 0.0018
"140" 0.695 140 0.0455 -8e-04 -2e-04
"141" 0.7 141 0.0358 -0.003 -0.0019
"142" 0.705 142 0.041 -0.0012 0.0012
"143" 0.71 143 0.0471 -0.0025 -0.0047
"144" 0.715 144 0.0422 -0.0033 -0.0042
"145" 0.72 145 0.0374 -0.0031 -0.004
"146" 0.725 146 0.0445 -0.0041 -0.0076
"147" 0.73 147 0.0406 -0.0035 -0.0109
"148" 0.735 148 0.0418 -0.005 -6e-04
"149" 0.74 149 0.0394 -0.0037 -0.0019
"150" 0.745 150 0.0441 -0.0039 -0.0038
"151" 0.75 151 0.0422 -0.0038 -0.0039
"152" 0.755 152 0.0483 -0.0043 -0.0047
"153" 0.76 153 0.0449 -0.0055 -0.006
"154" 0.765 154 0.0519 -0.0063 -0.0035
"155" 0.77 155 0.0422 -0.0046 -0.004
"156" 0.775 156 0.0399 -0.0054 -0.0022
"157" 0.78 157 0.0385 -0.0052 -0.007
"158" 0.785 158 0.0418 -0.0044 -0.004
"159" 0.79 159 0.041 -0.0044 -0.0087
"160" 0.795 160 0.0418 -0.0039 -0.0093
"161" 0.8 161 0.0451 -0.0044 -0.0063
"162" 0.805 162 0.0477 -0.0051 -0.0068
"163" 0.81 163 0.0447 -0.0044 -0.0015
"164" 0.815 164 0.0469 -0.0059 -0.0064
"165" 0.82 165 0.0511 -0.0042 -0.004
"166" 0.825 166 0.053 -0.0041 -0.0078
"167" 0.83 167 0.0511 -0.0051 -0.002
"168" 0.835 168 0.0449 -0.0037 -0.0066
"169" 0.84 169 0.0449 -0.0045 -0.0043
"170" 0.845 170 0.0443 -0.0041 -0.0058
"171" 0.85 171 0.0517 -0.0047 -0.0016
"172" 0.855 172 0.0473 -0.0057 -0.0038
"173" 0.86 173 0.0422 -0.0056 -0.0053
"174" 0.865 174 0.0453 -0.0054 0.0054
"175" 0.87 175 0.0413 -0.0057 0.0062
"176" 0.875 176 0.0405 -0.0065 0.0167
"177" 0.88 177 0.0451 -0.0051 -0.0115
"178" 0.885 178 0.0426 -0.005 -0.0026
"179" 0.89 179 0.0424 -0.0045 -0.0054
"180" 0.895 180 0.042 -0.0049 -0.0018
"181" 0.9 181 0.0395 -0.0056 -0.0053
"182" 0.905 182 0.0424 -0.0053 -0.0069
"183" 0.91 183 0.04 -0.0051 -0.0043
"184" 0.915 184 0.0373 -0.0063 0.0208
"185" 0.92 185 0.0345 -0.0064 -0.0123
"186" 0.925 186 0.0371 -0.0076 -0.0028
"187" 0.93 187 0.0328 -0.0056 -0.003
"188" 0.935 188 0.0369 -0.008 -0.0057
"189" 0.94 189 0.0387 -0.0091 -0.0064
"190" 0.945 190 0.0256 -0.004 -0.0055
"191" 0.95 191 0.0367 -0.0085 -0.0063
"192" 0.955 192 0.0278 -0.0078 -0.0056
"193" 0.96 193 0.0132 -0.0052 -0.0076
"194" 0.965 194 0.0288 -0.0092 -0.0093
"195" 0.97 195 0.0278 -0.0084 -0.0067
"196" 0.975 196 0.0199 -0.0081 -0.0063
"197" 0.98 197 0.0191 -0.0067 -0.009
"198" 0.985 198 0.0136 -0.0075 -0.0067
"199" 0.99 199 0.0213 -0.0078 -0.0054
"200" 0.995 200 0.0175 -0.0084 -0.0057
"201" 1 201 0.0114 -0.0077 -0.0099
"202" 1.005 202 0.0147 -0.0078 -0.0079
"203" 1.01 203 0.0053 -0.0079 -0.0052
"204" 1.015 204 0.0042 -0.0081 -0.0089
"205" 1.02 205 0.0051 -0.0077 -0.0081
"206" 1.025 206 0.0084 -0.0078 -0.0073
"207" 1.03 207 -0.0021 -0.0062 -0.0064
"208" 1.035 208 0.0012 -0.008 -0.0073
"209" 1.04 209 -0.0036 -0.0077 -0.0074
"210" 1.045 210 -0.0044 -0.0077 -0.0078
"211" 1.05 211 -0.0063 -0.0072 -0.0088
"212" 1.055 212 -0.0061 -0.0073 -0.0071
"213" 1.06 213 -0.0071 -0.0069 -0.0075
"214" 1.065 214 -0.0083 -0.0069 -0.0076
"215" 1.07 215 -0.0115 -0.0075 -0.0085
"216" 1.075 216 -0.0107 -0.0073 -0.008
"217" 1.08 217 -0.0192 -0.0075 -0.0098
"218" 1.085 218 -0.0192 -0.0067 -0.0077
"219" 1.09 219 -0.0196 -0.0068 -0.0102
"220" 1.095 220 -0.0216 -0.0077 -0.0076
"221" 1.1 221 -0.02 -0.0065 -0.0083
"222" 1.105 222 -0.0228 -0.0075 -0.0083
"223" 1.11 223 -0.0259 -0.0075 -0.0074
"224" 1.115 224 -0.022 -0.006 -0.008
"225" 1.12 225 -0.0327 -0.0078 -0.0051
"226" 1.125 226 -0.0234 -0.0049 -0.0059
"227" 1.13 227 -0.0352 -0.0077 -0.0063
"228" 1.135 228 -0.0325 -0.0072 -0.0063
"229" 1.14 229 -0.0283 -0.0063 -0.0058
"230" 1.145 230 -0.0329 -0.005 -0.0084
"231" 1.15 231 -0.0392 -0.0075 -0.0047
"232" 1.155 232 -0.0386 -0.007 -0.0062
"233" 1.16 233 -0.043 -0.0066 -0.0055
"234" 1.165 234 -0.0471 -0.0067 -0.006
"235" 1.17 235 -0.0424 -0.0055 -0.0076
"236" 1.175 236 -0.0422 -0.0051 -0.0055
"237" 1.18 237 -0.0394 -0.0042 -0.008
"238" 1.185 238 -0.0449 -0.0044 -0.0062
"239" 1.19 239 -0.0439 -0.0049 0.0012
"240" 1.195 240 -0.043 -0.0047 -0.0038
"241" 1.2 241 -0.0475 -0.0052 -0.0058
"242" 1.205 242 -0.0479 -0.0036 -0.0088
"243" 1.21 243 -0.0471 -0.0045 -0.0053
"244" 1.215 244 -0.0523 -0.0035 -0.0011
"245" 1.22 245 -0.053 -0.0025 -0.0047
"246" 1.225 246 -0.0532 -0.0046 0.0075
"247" 1.23 247 -0.0507 -0.0041 -0.003
"248" 1.235 248 -0.0517 -0.0053 -0.0054
"249" 1.24 249 -0.0625 -0.0022 -0.0057
"250" 1.245 250 -0.0584 -0.0039 7e-04
"251" 1.25 251 -0.0568 -0.0026 -0.0016
"252" 1.255 252 -0.0596 -0.0032 -0.0035
"253" 1.26 253 -0.058 -0.0034 -0.0084
"254" 1.265 254 -0.058 -0.0031 -0.0107
"255" 1.27 255 -0.0544 -0.0041 -0.0038
"256" 1.275 256 -0.0584 -0.0025 -0.0023
"257" 1.28 257 -0.059 -0.0034 -0.0051
"258" 1.285 258 -0.0594 -0.0026 -0.0032
"259" 1.29 259 -0.0623 -0.0041 -0.0026
"260" 1.295 260 -0.0604 -0.0023 -5e-04
"261" 1.3 261 -0.0596 -0.0028 -0.0033
"262" 1.305 262 -0.0604 -0.0035 -0.0056
"263" 1.31 263 -0.0625 -0.0031 -0.0017
"264" 1.315 264 -0.0653 -0.0022 -0.0072
"265" 1.32 265 -0.0604 -0.0035 -0.0018
"266" 1.325 266 -0.0647 -0.0036 -0.0041
"267" 1.33 267 -0.0578 -0.0043 -0.003
"268" 1.335 268 -0.0598 -0.0042 -0.003
"269" 1.34 269 -0.06 -0.0043 -0.0088
"270" 1.345 270 -0.0598 -0.0035 -0.0037
"271" 1.35 271 -0.059 -0.0041 -0.0058
"272" 1.355 272 -0.0627 -0.0039 -0.0012
"273" 1.36 273 -0.0517 -0.0045 -0.0051
"274" 1.365 274 -0.053 -0.003 -0.0043
"275" 1.37 275 -0.0499 -0.0049 -7e-04
"276" 1.375 276 -0.0586 -0.001 -0.0027
"277" 1.38 277 -0.0594 -0.0032 -0.0051
"278" 1.385 278 -0.0473 -0.0032 -0.0046
"279" 1.39 279 -0.059 -0.0022 -0.005
"280" 1.395 280 -0.0558 -0.0033 -0.0034
"281" 1.4 281 -0.0515 -0.0034 -0.0044
"282" 1.405 282 -0.0469 -0.0039 -0.0049
"283" 1.41 283 -0.0552 -0.0037 -0.0056
"284" 1.415 284 -0.0513 -0.0042 -0.0054
"285" 1.42 285 -0.0517 -0.0062 -0.0046
"286" 1.425 286 -0.0507 -0.0056 -0.0058
"287" 1.43 287 -0.0491 -0.0061 -0.0033
"288" 1.435 288 -0.0487 -0.0063 -0.0057
"289" 1.44 289 -0.0455 -0.0064 -0.0057
"290" 1.445 290 -0.0465 -0.0058 -0.0018
"291" 1.45 291 -0.0408 -0.0059 -0.0022
"292" 1.455 292 -0.0449 -0.0069 -0.0075
"293" 1.46 293 -0.0475 -0.0063 -0.0017
"294" 1.465 294 -0.0449 -0.0058 -0.0058
"295" 1.47 295 -0.0453 -0.0058 -0.0047
"296" 1.475 296 -0.0327 -0.0059 -0.0063
"297" 1.48 297 -0.0338 -0.0049 -0.0062
"298" 1.485 298 -0.0303 -0.0055 -0.0049
"299" 1.49 299 -0.0234 -0.0051 -0.0022
"300" 1.495 300 -0.0319 -0.0054 -0.005
"301" 1.5 301 -0.0333 -0.0052 -0.0072
"302" 1.505 302 -0.0315 -0.0051 -0.004
"303" 1.51 303 -0.0277 -0.0043 -0.0085
"304" 1.515 304 -0.0234 -0.0043 0.0024
"305" 1.52 305 -0.0172 -0.0052 -0.0057
"306" 1.525 306 -0.0154 -0.0052 -0.0044
"307" 1.53 307 -0.01 -0.0041 -0.0031
"308" 1.535 308 -0.0072 -0.0036 -0.0035
"309" 1.54 309 -0.0092 -0.004 -0.0032
"310" 1.545 310 -1e-04 -0.0024 -0.0078
"311" 1.55 311 -0.0066 -0.0054 -0.0049
"312" 1.555 312 0.0033 -0.0044 -0.0028
"313" 1.56 313 0.0027 -0.0041 -0.0019
"314" 1.565 314 -0.0011 -0.0051 -0.0029
"315" 1.57 315 0.0015 -0.0054 -0.0043
"316" 1.575 316 0.0039 -0.0054 -0.0044
"317" 1.58 317 0.0084 -0.0045 -0.0018
"318" 1.585 318 0.0088 -0.0044 -0.0051
"319" 1.59 319 0.01 -0.0045 -0.005
"320" 1.595 320 0.0094 -0.0038 4e-04
"321" 1.6 321 0.0132 -0.0038 0.0111
"322" 1.605 322 0.0126 -0.0035 -0.007
"323" 1.61 323 0.0193 -0.0052 -0.0064
"324" 1.615 324 0.024 -0.0053 -0.002
"325" 1.62 325 0.0157 -0.004 -0.003
"326" 1.625 326 0.0225 -0.0045 -0.0026
"327" 1.63 327 0.0229 -0.0036 -0.0033
"328" 1.635 328 0.0147 -0.0037 -0.0018
"329" 1.64 329 0.0237 -0.0047 -0.0058
"330" 1.645 330 0.0235 -0.0055 -0.0045
"331" 1.65 331 0.0232 -0.0024 -0.0024
"332" 1.655 332 0.0209 -0.0053 -0.0035
"333" 1.66 333 0.0233 -0.0057 -0.0136
"334" 1.665 334 0.0217 -0.0041 -0.0018
"335" 1.67 335 0.0304 -0.0059 -0.003
"336" 1.675 336 0.031 -0.0047 -0.0105
"337" 1.68 337 0.0336 -0.0044 0.005
"338" 1.685 338 0.0315 -0.0037 -0.0113
"339" 1.69 339 0.0346 -0.0036 -3e-04
"340" 1.695 340 0.0358 -0.003 -0.0021
"341" 1.7 341 0.0392 -0.0028 -0.0049
"342" 1.705 342 0.0398 -0.0038 -0.0022
"343" 1.71 343 0.0453 -0.0025 -0.0054
"344" 1.715 344 0.0424 -0.0033 -0.0038
"345" 1.72 345 0.0449 -0.0029 -0.0025
"346" 1.725 346 0.0477 -0.0035 -0.0039
"347" 1.73 347 0.0437 -0.0034 -0.0036
"348" 1.735 348 0.0477 -0.0039 -0.0033
"349" 1.74 349 0.0477 -0.003 -0.0017
"350" 1.745 350 0.0495 -0.0039 -0.0012
"351" 1.75 351 0.0457 -0.0041 -0.0016
"352" 1.755 352 0.0501 -0.0046 -0.0026
"353" 1.76 353 0.053 -0.0051 -0.0017
"354" 1.765 354 0.0509 -0.0043 -0.0023
"355" 1.77 355 0.0497 -0.0038 -0.0018
"356" 1.775 356 0.0568 -0.0036 -0.0064
"357" 1.78 357 0.0517 -0.0042 -1e-04
"358" 1.785 358 0.0489 -0.0037 -0.0046
"359" 1.79 359 0.0491 -0.0033 -0.0057
"360" 1.795 360 0.0517 -0.0041 -0.0061
"361" 1.8 361 0.0509 -0.0049 -4e-04
"362" 1.805 362 0.0457 -0.0021 -0.001
"363" 1.81 363 0.0495 -0.0034 -0.0032
"364" 1.815 364 0.0479 -0.0012 -0.002
"365" 1.82 365 0.0558 -0.0032 -8e-04
"366" 1.825 366 0.0467 -0.0028 -0.0069
"367" 1.83 367 0.0483 -0.0046 -0.0037
"368" 1.835 368 0.0493 -0.004 -0.0059
"369" 1.84 369 0.0473 -0.0062 -0.0062
"370" 1.845 370 0.0489 -0.0054 0.005
"371" 1.85 371 0.0584 -0.0049 7e-04
"372" 1.855 372 0.0467 -0.0037 0.0013
"373" 1.86 373 0.0447 -0.0042 -0.0044
"374" 1.865 374 0.0449 -0.0035 -0.0057
"375" 1.87 375 0.0412 -0.0041 0.0011
"376" 1.875 376 0.0424 -0.0047 -0.0067
"377" 1.88 377 0.042 -0.0038 -0.0013
"378" 1.885 378 0.0404 -0.0051 -0.0022
"379" 1.89 379 0.0445 -0.0055 -0.0065
"380" 1.895 380 0.0416 -0.0042 0.0127
"381" 1.9 381 0.0465 -0.0055 -0.0041
"382" 1.905 382 0.0469 -0.0062 -0.003
"383" 1.91 383 0.0348 -0.0036 -0.0038
"384" 1.915 384 0.0429 -0.0061 -0.0038
"385" 1.92 385 0.0425 -0.0076 -0.0042
"386" 1.925 386 0.0343 -0.0047 -0.0058
"387" 1.93 387 0.0349 -0.0066 -0.0058
"388" 1.935 388 0.0326 -0.0062 -0.0045
"389" 1.94 389 0.0288 -0.0063 -0.0061
"390" 1.945 390 0.0288 -0.0062 -0.0064
"391" 1.95 391 0.0306 -0.0057 -0.0058
"392" 1.955 392 0.0244 -0.0068 -0.0059
"393" 1.96 393 0.0237 -0.0064 -0.0051
"394" 1.965 394 0.0225 -0.0068 -0.0072
"395" 1.97 395 0.0209 -0.0063 -0.006
"396" 1.975 396 0.0217 -0.0072 -0.007
"397" 1.98 397 0.0201 -0.0067 -0.0062
"398" 1.985 398 0.0171 -0.0062 -0.0072
"399" 1.99 399 0.0181 -0.0061 -0.0059
"400" 1.995 400 0.0126 -0.0069 -0.0083
"401" 2 401 0.0065 -0.0084 -0.0066
"402" 2.005 402 0.0086 -0.0077 -0.0076
"403" 2.01 403 0.0072 -0.0066 -0.0071
"404" 2.015 404 0.0078 -0.0064 -0.0083
"405" 2.02 405 0.0062 -0.0062 -0.0074
"406" 2.025 406 0.0033 -0.0068 -0.007
"407" 2.03 407 0.0016 -0.0078 -0.0088
"408" 2.035 408 -0.002 -0.0075 -0.0091
"409" 2.04 409 -2e-04 -0.0072 -0.0076
"410" 2.045 410 -0.0051 -0.0073 -0.007
"411" 2.05 411 -0.0069 -0.0068 -0.0077
"412" 2.055 412 -0.0055 -0.007 -0.0084
"413" 2.06 413 -0.0121 -0.0078 -0.0069
"414" 2.065 414 -0.0095 -0.0067 -0.0089
"415" 2.07 415 -0.0137 -0.0071 -0.0083
"416" 2.075 416 -0.0135 -0.0072 -0.008
"417" 2.08 417 -0.0115 -0.0073 -0.0071
"418" 2.085 418 -0.0141 -0.0084 -0.0086
"419" 2.09 419 -0.0184 -0.0063 -0.0082
"420" 2.095 420 -0.0198 -0.0064 -0.0068
"421" 2.1 421 -0.0176 -0.0074 -0.0056
"422" 2.105 422 -0.0228 -0.0065 -0.0092
"423" 2.11 423 -0.0243 -0.0069 -0.0084
"424" 2.115 424 -0.0222 -0.0062 -0.006
"425" 2.12 425 -0.0279 -0.008 -0.0057
"426" 2.125 426 -0.0265 -0.0054 -0.0091
"427" 2.13 427 -0.0315 -0.007 -0.0074
"428" 2.135 428 -0.034 -0.0079 -0.0046
"429" 2.14 429 -0.0313 -0.0071 -0.0066
"430" 2.145 430 -0.0346 -0.0058 -0.0066
"431" 2.15 431 -0.0307 -0.0067 -0.0075
"432" 2.155 432 -0.035 -0.0069 -0.0076
"433" 2.16 433 -0.0384 -0.0061 -0.0082
"434" 2.165 434 -0.0396 -0.0055 -0.0084
"435" 2.17 435 -0.0362 -0.0053 -0.0097
"436" 2.175 436 -0.038 -0.0047 -0.0045
"437" 2.18 437 -0.0396 -0.0047 -0.0091
"438" 2.185 438 -0.0435 -0.0058 -0.005
"439" 2.19 439 -0.0443 -0.0057 -0.0064
"440" 2.195 440 -0.0463 -0.0045 -0.0089
"441" 2.2 441 -0.0455 -0.0042 -0.0061
"442" 2.205 442 -0.0487 -0.004 -0.0079
"443" 2.21 443 -0.0509 -0.0039 -0.0033
"444" 2.215 444 -0.0491 -0.0043 -0.0044
"445" 2.22 445 -0.0483 -0.0043 -0.002
"446" 2.225 446 -0.0499 -0.0046 -0.0056
"447" 2.23 447 -0.0509 -0.0041 -0.0073
"448" 2.235 448 -0.0534 -0.0036 -0.0057
"449" 2.24 449 -0.054 -0.0049 -0.0055
"450" 2.245 450 -0.0475 -0.0035 -0.0052
"451" 2.25 451 -0.056 -0.004 -0.0046
"452" 2.255 452 -0.0556 -0.0039 -0.0021
"453" 2.26 453 -0.0515 -0.0039 -0.0036
"454" 2.265 454 -0.0534 -0.0042 -0.005
"455" 2.27 455 -0.0546 -0.0032 3e-04
"456" 2.275 456 -0.055 -0.0025 -0.0033
"457" 2.28 457 -0.061 -0.0035 -0.0071
"458" 2.285 458 -0.0556 -0.0031 -0.0037
"459" 2.29 459 -0.0515 -0.0039 -0.0031
"460" 2.295 460 -0.0568 -9e-04 -0.0011
"461" 2.3 461 -0.0576 -0.0023 -0.0041
"462" 2.305 462 -0.054 -0.0017 -0.0033
"463" 2.31 463 -0.0578 -0.0024 -0.0058
"464" 2.315 464 -0.0556 -0.0023 -6e-04
"465" 2.32 465 -0.0592 -0.0022 -0.0022
"466" 2.325 466 -0.0606 -0.0018 -0.003
"467" 2.33 467 -0.0552 -0.0034 -0.0026
"468" 2.335 468 -0.055 -0.0022 -0.0045
"469" 2.34 469 -0.058 -0.0029 -0.004
"470" 2.345 470 -0.0558 -0.001 -0.0046
"471" 2.35 471 -0.0552 -0.0027 -0.0149
"472" 2.355 472 -0.0548 -0.0026 0.0013
"473" 2.36 473 -0.0513 -0.0028 1e-04
"474" 2.365 474 -0.0497 -0.0025 -0.0067
"475" 2.37 475 -0.0523 -0.0017 -0.0056
"476" 2.375 476 -0.0554 -0.0037 -0.0053
"477" 2.38 477 -0.0503 -0.0037 -0.006
"478" 2.385 478 -0.0566 -0.0019 0.0059
"479" 2.39 479 -0.0558 -9e-04 -7e-04
"480" 2.395 480 -0.0445 -0.003 -7e-04
"481" 2.4 481 -0.0487 -0.0016 2e-04
"482" 2.405 482 -0.0469 -0.0015 -0.0024
"483" 2.41 483 -0.042 -0.002 -0.0038
"484" 2.415 484 -0.0469 -0.0021 0.0042
"485" 2.42 485 -0.0437 -0.002 0.0241
"486" 2.425 486 -0.0426 -0.0032 -0.0106
"487" 2.43 487 -0.0497 -8e-04 -0.0028
"488" 2.435 488 -0.0406 -0.0023 -0.0026
"489" 2.44 489 -0.04 -0.0035 -0.002
"490" 2.445 490 -0.0362 -0.0065 0.0018
"491" 2.45 491 -0.0399 -1e-04 0.0017
"492" 2.455 492 -0.0308 -0.0011 -0.0027
"493" 2.46 493 -0.0324 -0.0016 -0.0018
"494" 2.465 494 -0.0301 -0.0032 -0.005
"495" 2.47 495 -0.029 -0.0025 -0.0021
"496" 2.475 496 -0.0301 -0.0031 -0.0057
"497" 2.48 497 -0.0272 -5e-04 -0.0015
"498" 2.485 498 -0.0254 -0.002 -0.0017
"499" 2.49 499 -0.026 -0.0033 -0.0058
"500" 2.495 500 -0.0268 -0.0011 -0.001
"501" 2.5 501 -0.0268 -7e-04 -0.0037
"502" 2.505 502 -0.0258 -0.0011 -0.0034
"503" 2.51 503 -0.0225 -0.0017 -0.0024
"504" 2.515 504 -0.0187 -0.0019 -0.0021
"505" 2.52 505 -0.0213 -0.0016 -0.0035
"506" 2.525 506 -0.0151 -0.0024 -0.0203
"507" 2.53 507 -0.0124 -0.0023 0.006
"508" 2.535 508 -0.0138 -0.0028 0.0013
"509" 2.54 509 -0.0116 -0.0021 -1e-04
"510" 2.545 510 -0.0021 -0.0027 -0.0035
"511" 2.55 511 -0.0043 -0.0015 -0.0033
"512" 2.555 512 -0.0025 -0.0027 -0.0014
"513" 2.56 513 0.0025 -0.0018 -0.0024
"514" 2.565 514 0.0029 -0.0017 -0.0089
