"time_s" "index" "u_ms" "w1_ms" "w2_ms"
"2032" 10.155 2032 -0.0448 -0.0232 -0.0246
"2033" 10.16 2033 -0.0454 -0.0224 -0.0235
"2034" 10.165 2034 -0.0482 -0.022 -0.0228
"2035" 10.17 2035 -0.0484 -0.0214 -0.0229
"2036" 10.175 2036 -0.0495 -0.021 -0.0224
"2037" 10.18 2037 -0.0469 -0.0204 -0.0211
"2038" 10.185 2038 -0.0505 -0.0194 -0.0205
"2039" 10.19 2039 -0.0534 -0.0198 -0.02
"2040" 10.195 2040 -0.0528 -0.0189 -0.0194
"2041" 10.2 2041 -0.0554 -0.019 -0.0193
"2042" 10.205 2042 -0.0523 -0.0166 -0.0185
"2043" 10.21 2043 -0.0651 -0.0186 -0.0172
"2044" 10.215 2044 -0.057 -0.0152 -0.0173
"2045" 10.22 2045 -0.0476 -0.013 -0.0161
"2046" 10.225 2046 -0.047 -0.0129 -0.0142
"2047" 10.23 2047 -0.058 -0.0142 -0.0148
"2048" 10.235 2048 -0.0627 -0.014 -0.0142
"2049" 10.24 2049 -0.0629 -0.0126 -0.0124
"2050" 10.245 2050 -0.0625 -0.0126 -0.0123
"2051" 10.25 2051 -0.0644 -0.0109 -0.0104
"2052" 10.255 2052 -0.0674 -0.0092 -0.0102
"2053" 10.26 2053 -0.0654 -0.0091 -0.0115
"2054" 10.265 2054 -0.0648 -0.009 -0.0094
"2055" 10.27 2055 -0.0648 -0.0087 -0.0089
"2056" 10.275 2056 -0.068 -0.0071 -0.0087
"2057" 10.28 2057 -0.0674 -0.0076 -0.0069
"2058" 10.285 2058 -0.0688 -0.0069 -0.0077
"2059" 10.29 2059 -0.0674 -0.0072 -0.0063
"2060" 10.295 2060 -0.0704 -0.0054 -0.0062
"2061" 10.3 2061 -0.0727 -0.0045 -0.006
"2062" 10.305 2062 -0.0681 -0.0044 -0.0062
"2063" 10.31 2063 -0.0645 -0.0044 -0.0046
"2064" 10.315 2064 -0.0616 -0.0045 -0.0051
"2065" 10.32 2065 -0.0685 -0.003 -0.0044
"2066" 10.325 2066 -0.0683 -0.002 -0.0049
"2067" 10.33 2067 -0.0608 -0.003 -0.0034
"2068" 10.335 2068 -0.0655 -0.0016 -0.0016
"2069" 10.34 2069 -0.0669 -2e-04 -0.0023
"2070" 10.345 2070 -0.0649 -2e-04 0
"2071" 10.35 2071 -0.0618 3e-04 0.0013
"2072" 10.355 2072 -0.0609 0.0014 0.001
"2073" 10.36 2073 -0.0619 0.0019 6e-04
"2074" 10.365 2074 -0.0611 0.0029 0.0025
"2075" 10.37 2075 -0.0579 0.0031 0.0039
"2076" 10.375 2076 -0.0591 0.0037 0.0041
"2077" 10.38 2077 -0.0601 0.0034 0.0031
"2078" 10.385 2078 -0.0644 0.0037 0.0053
"2079" 10.39 2079 -0.0571 0.0051 0.005
"2080" 10.395 2080 -0.0533 0.0057 0.0059
"2081" 10.4 2081 -0.0525 0.0073 0.0065
"2082" 10.405 2082 -0.0534 0.0074 0.0064
"2083" 10.41 2083 -0.0521 0.0077 0.009
"2084" 10.415 2084 -0.0503 0.009 0.0098
"2085" 10.42 2085 -0.0534 0.0073 0.01
"2086" 10.425 2086 -0.0515 0.0094 0.0094
"2087" 10.43 2087 -0.0493 0.0095 0.0095
"2088" 10.435 2088 -0.0475 0.0111 0.0109
"2089" 10.44 2089 -0.041 0.0115 0.0121
"2090" 10.445 2090 -0.0422 0.0117 0.0116
"2091" 10.45 2091 -0.0427 0.0131 0.0129
"2092" 10.455 2092 -0.0379 0.0128 0.0128
"2093" 10.46 2093 -0.0423 0.0133 0.0142
"2094" 10.465 2094 -0.0389 0.0133 0.0145
"2095" 10.47 2095 -0.0373 0.0137 0.011
"2096" 10.475 2096 -0.0349 0.0149 0.0158
"2097" 10.48 2097 -0.033 0.0152 0.0165
"2098" 10.485 2098 -0.0312 0.0155 0.0154
"2099" 10.49 2099 -0.0312 0.0158 0.0166
"2100" 10.495 2100 -0.0316 0.0158 0.0164
"2101" 10.5 2101 -0.0304 0.0159 0.0166
"2102" 10.505 2102 -0.0298 0.0167 0.0178
"2103" 10.51 2103 -0.0227 0.0167 0.0181
"2104" 10.515 2104 -0.0264 0.017 0.019
"2105" 10.52 2105 -0.0218 0.0169 0.018
"2106" 10.525 2106 -0.0224 0.0185 0.0182
"2107" 10.53 2107 -0.0184 0.0186 0.0187
"2108" 10.535 2108 -0.0178 0.0178 0.0186
"2109" 10.54 2109 -0.0137 0.0181 0.019
"2110" 10.545 2110 -0.0069 0.0193 0.019
"2111" 10.55 2111 -0.0087 0.02 0.0201
"2112" 10.555 2112 -0.0049 0.0193 0.0198
"2113" 10.56 2113 -0.0038 0.0198 0.0194
"2114" 10.565 2114 -0.0012 0.0197 0.0189
"2115" 10.57 2115 -0.001 0.0192 0.0198
"2116" 10.575 2116 0.0014 0.0194 0.0201
"2117" 10.58 2117 8e-04 0.0192 0.0196
"2118" 10.585 2118 0.0044 0.0185 0.0198
"2119" 10.59 2119 0.0081 0.0192 0.02
"2120" 10.595 2120 0.0084 0.0199 0.0205
"2121" 10.6 2121 0.0077 0.0193 0.0199
"2122" 10.605 2122 0.0091 0.0193 0.0196
"2123" 10.61 2123 0.0124 0.0196 0.0205
"2124" 10.615 2124 0.0122 0.0192 0.0206
"2125" 10.62 2125 0.0185 0.0194 0.02
"2126" 10.625 2126 0.0233 0.0191 0.0194
"2127" 10.63 2127 0.024 0.0193 0.0198
"2128" 10.635 2128 0.0274 0.0178 0.0195
"2129" 10.64 2129 0.0312 0.017 0.0209
"2130" 10.645 2130 0.0324 0.0176 0.0191
"2131" 10.65 2131 0.0339 0.0164 0.019
"2132" 10.655 2132 0.0357 0.0166 0.0202
"2133" 10.66 2133 0.034 0.0161 0.0176
"2134" 10.665 2134 0.0344 0.0157 0.0181
"2135" 10.67 2135 0.0362 0.0148 0.0187
"2136" 10.675 2136 0.0386 0.0147 0.0167
"2137" 10.68 2137 0.0406 0.0138 0.0169
"2138" 10.685 2138 0.0457 0.0134 0.0154
"2139" 10.69 2139 0.0495 0.0132 0.0164
"2140" 10.695 2140 0.0481 0.0128 0.0152
"2141" 10.7 2141 0.053 0.012 0.0125
"2142" 10.705 2142 0.0513 0.0112 0.0116
"2143" 10.71 2143 0.0523 0.0107 0.0086
"2144" 10.715 2144 0.0519 0.01 0.0105
"2145" 10.72 2145 0.0544 0.0096 0.011
"2146" 10.725 2146 0.0517 0.0081 0.01
"2147" 10.73 2147 0.0517 0.0075 0.0084
"2148" 10.735 2148 0.0508 0.0065 0.0075
"2149" 10.74 2149 0.0536 0.0069 0.0052
"2150" 10.745 2150 0.0553 0.0052 0.0052
"2151" 10.75 2151 0.0531 0.0051 0.004
"2152" 10.755 2152 0.0531 0.0044 0.0055
"2153" 10.76 2153 0.0518 0.0035 0.0046
"2154" 10.765 2154 0.0543 0.0033 0.0016
"2155" 10.77 2155 0.0601 6e-04 0.0014
"2156" 10.775 2156 0.0579 0.0012 8e-04
"2157" 10.78 2157 0.0564 -0.0011 -3e-04
"2158" 10.785 2158 0.0544 -0.0014 -0.0026
"2159" 10.79 2159 0.0556 -0.0031 -0.0031
"2160" 10.795 2160 0.0568 -0.0038 -0.0031
"2161" 10.8 2161 0.0556 -0.0052 -0.0044
"2162" 10.805 2162 0.055 -0.0058 -0.0043
"2163" 10.81 2163 0.0565 -0.0077 -0.0059
"2164" 10.815 2164 0.0537 -0.0074 -0.0067
"2165" 10.82 2165 0.0496 -0.0081 -0.0077
"2166" 10.825 2166 0.046 -0.0095 -0.0096
"2167" 10.83 2167 0.0454 -0.0099 -0.0105
"2168" 10.835 2168 0.0452 -0.0107 -0.0104
"2169" 10.84 2169 0.0504 -0.0118 -0.0115
"2170" 10.845 2170 0.048 -0.0128 -0.0134
"2171" 10.85 2171 0.0458 -0.011 -0.0139
"2172" 10.855 2172 0.0463 -0.0134 -0.0146
"2173" 10.86 2173 0.0473 -0.0149 -0.0139
"2174" 10.865 2174 0.0435 -0.0153 -0.0171
"2175" 10.87 2175 0.0412 -0.0158 -0.0166
"2176" 10.875 2176 0.0428 -0.0174 -0.0173
"2177" 10.88 2177 0.0426 -0.0182 -0.017
"2178" 10.885 2178 0.0437 -0.0189 -0.0203
"2179" 10.89 2179 0.042 -0.0193 -0.0187
"2180" 10.895 2180 0.0385 -0.0204 -0.0208
"2181" 10.9 2181 0.0389 -0.022 -0.0208
"2182" 10.905 2182 0.0341 -0.0227 -0.0206
"2183" 10.91 2183 0.0363 -0.0238 -0.0224
"2184" 10.915 2184 0.0377 -0.024 -0.0225
"2185" 10.92 2185 0.03 -0.0238 -0.0233
"2186" 10.925 2186 0.0265 -0.026 -0.025
"2187" 10.93 2187 0.0273 -0.0257 -0.0261
"2188" 10.935 2188 0.0311 -0.0268 -0.0264
"2189" 10.94 2189 0.0285 -0.0266 -0.0267
"2190" 10.945 2190 0.018 -0.0252 -0.0274
"2191" 10.95 2191 0.0224 -0.0272 -0.0275
"2192" 10.955 2192 0.0295 -0.0297 -0.0275
"2193" 10.96 2193 0.02 -0.0281 -0.0299
"2194" 10.965 2194 0.0129 -0.0276 -0.0284
"2195" 10.97 2195 0.015 -0.0296 -0.03
"2196" 10.975 2196 0.0088 -0.0294 -0.0286
"2197" 10.98 2197 0.0062 -0.0296 -0.0309
"2198" 10.985 2198 0.0096 -0.0312 -0.0286
"2199" 10.99 2199 9e-04 -0.0289 -0.0326
"2200" 10.995 2200 0.0084 -0.0313 -0.0306
"2201" 11 2201 0.0145 -0.0329 -0.0323
"2202" 11.005 2202 0.007 -0.0316 -0.03
"2203" 11.01 2203 -0.0011 -0.0316 -0.0289
"2204" 11.015 2204 0.0058 -0.031 -0.0306
"2205" 11.02 2205 7e-04 -0.032 -0.0311
"2206" 11.025 2206 -0.0013 -0.0312 -0.0308
"2207" 11.03 2207 -0.0112 -0.0307 -0.033
"2208" 11.035 2208 -0.013 -0.0304 -0.0323
"2209" 11.04 2209 -0.0126 -0.0306 -0.0332
"2210" 11.045 2210 -0.012 -0.0321 -0.0305
"2211" 11.05 2211 -0.0122 -0.0314 -0.0325
"2212" 11.055 2212 -0.0165 -0.0313 -0.0314
"2213" 11.06 2213 -0.0211 -0.0312 -0.032
"2214" 11.065 2214 -0.0229 -0.0308 -0.0331
"2215" 11.07 2215 -0.0242 -0.0312 -0.0313
"2216" 11.075 2216 -0.0229 -0.0308 -0.0332
"2217" 11.08 2217 -0.0244 -0.0309 -0.0291
"2218" 11.085 2218 -0.0264 -0.0307 -0.0347
"2219" 11.09 2219 -0.0292 -0.0304 -0.0327
"2220" 11.095 2220 -0.0296 -0.0295 -0.0269
"2221" 11.1 2221 -0.0302 -0.0292 -0.0305
"2222" 11.105 2222 -0.0312 -0.0286 -0.0294
"2223" 11.11 2223 -0.0343 -0.0286 -0.0304
"2224" 11.115 2224 -0.0343 -0.028 -0.0278
"2225" 11.12 2225 -0.0351 -0.0278 -0.0286
"2226" 11.125 2226 -0.0391 -0.0271 -0.0273
"2227" 11.13 2227 -0.0423 -0.0263 -0.0266
"2228" 11.135 2228 -0.0413 -0.0258 -0.0268
"2229" 11.14 2229 -0.0482 -0.0243 -0.0251
"2230" 11.145 2230 -0.0444 -0.0249 -0.0238
"2231" 11.15 2231 -0.052 -0.0243 -0.0255
"2232" 11.155 2232 -0.0535 -0.024 -0.0258
"2233" 11.16 2233 -0.0518 -0.0232 -0.0253
"2234" 11.165 2234 -0.0516 -0.0222 -0.0229
"2235" 11.17 2235 -0.0549 -0.0214 -0.021
"2236" 11.175 2236 -0.0581 -0.0213 -0.0204
"2237" 11.18 2237 -0.0595 -0.0208 -0.0204
"2238" 11.185 2238 -0.0567 -0.0206 -0.0203
"2239" 11.19 2239 -0.0562 -0.0192 -0.0203
"2240" 11.195 2240 -0.0635 -0.0184 -0.0196
"2241" 11.2 2241 -0.0663 -0.0182 -0.021
"2242" 11.205 2242 -0.0693 -0.0184 -0.02
"2243" 11.21 2243 -0.0675 -0.0184 -0.0164
"2244" 11.215 2244 -0.0725 -0.0182 -0.0163
"2245" 11.22 2245 -0.0713 -0.0174 -0.0186
"2246" 11.225 2246 -0.0736 -0.0175 -0.0181
"2247" 11.23 2247 -0.0722 -0.0171 -0.0163
"2248" 11.235 2248 -0.0764 -0.016 -0.017
"2249" 11.24 2249 -0.073 -0.0152 -0.0179
"2250" 11.245 2250 -0.0665 -0.0138 -0.0166
"2251" 11.25 2251 -0.0665 -0.0133 -0.016
"2252" 11.255 2252 -0.0671 -0.0131 -0.0162
"2253" 11.26 2253 -0.0681 -0.0123 -0.0139
"2254" 11.265 2254 -0.0752 -0.0126 -0.013
"2255" 11.27 2255 -0.0738 -0.012 -0.0124
"2256" 11.275 2256 -0.0722 -0.0114 -0.0121
"2257" 11.28 2257 -0.0676 -0.0112 -0.0135
"2258" 11.285 2258 -0.0698 -0.0112 -0.0121
"2259" 11.29 2259 -0.07 -0.0106 -0.0114
"2260" 11.295 2260 -0.0706 -0.0092 -0.0111
"2261" 11.3 2261 -0.0804 -0.0118 -0.0094
"2262" 11.305 2262 -0.0749 -0.0092 -0.0109
"2263" 11.31 2263 -0.0678 -0.0078 -0.0108
"2264" 11.315 2264 -0.0706 -0.008 -0.0082
"2265" 11.32 2265 -0.0716 -0.0078 -0.0105
"2266" 11.325 2266 -0.069 -0.007 -0.0098
"2267" 11.33 2267 -0.07 -0.006 -0.0087
"2268" 11.335 2268 -0.0636 -0.0079 -0.0077
"2269" 11.34 2269 -0.0678 -0.0066 -0.0077
"2270" 11.345 2270 -0.0636 -0.0059 -0.0059
"2271" 11.35 2271 -0.0678 -0.0056 -0.0042
"2272" 11.355 2272 -0.0631 -0.0052 -0.0056
"2273" 11.36 2273 -0.0683 -0.0045 -0.0036
"2274" 11.365 2274 -0.0707 -0.0026 -0.001
"2275" 11.37 2275 -0.06 -0.0028 -0.0031
"2276" 11.375 2276 -0.0623 -8e-04 -0.0011
"2277" 11.38 2277 -0.0671 -0.0027 0.0011
"2278" 11.385 2278 -0.0564 -0.0012 0.0022
"2279" 11.39 2279 -0.0582 5e-04 0.0024
"2280" 11.395 2280 -0.0611 0.0012 0.0011
"2281" 11.4 2281 -0.051 0.0013 0.0035
"2282" 11.405 2282 -0.05 0.0037 0.0027
"2283" 11.41 2283 -0.0551 0.0041 0.0027
"2284" 11.415 2284 -0.0516 0.0031 0.006
"2285" 11.42 2285 -0.0504 0.0034 0.0058
"2286" 11.425 2286 -0.0468 0.004 0.007
"2287" 11.43 2287 -0.0497 0.0068 0.0073
"2288" 11.435 2288 -0.0406 0.0081 0.0096
"2289" 11.44 2289 -0.0503 0.007 0.0099
"2290" 11.445 2290 -0.0443 0.0097 0.0084
"2291" 11.45 2291 -0.0467 0.0103 0.014
"2292" 11.455 2292 -0.0404 0.0104 0.0098
"2293" 11.46 2293 -0.0391 0.0124 0.0113
"2294" 11.465 2294 -0.0402 0.0118 0.0151
"2295" 11.47 2295 -0.031 0.0117 0.0135
"2296" 11.475 2296 -0.0246 0.011 0.0159
"2297" 11.48 2297 -0.0274 0.0124 0.0158
"2298" 11.485 2298 -0.0312 0.0135 0.016
"2299" 11.49 2299 -0.0258 0.0162 0.0168
"2300" 11.495 2300 -0.0316 0.0164 0.0167
"2301" 11.5 2301 -0.0272 0.0162 0.0152
"2302" 11.505 2302 -0.0272 0.0158 0.0147
"2303" 11.51 2303 -0.0259 0.0174 0.0177
"2304" 11.515 2304 -0.02 0.0183 0.0178
"2305" 11.52 2305 -0.0095 0.0198 0.0177
"2306" 11.525 2306 -0.0176 0.0195 0.0178
"2307" 11.53 2307 -0.0141 0.0188 0.0194
"2308" 11.535 2308 -0.0121 0.0178 0.02
"2309" 11.54 2309 -0.0091 0.0195 0.0188
"2310" 11.545 2310 -0.0085 0.0203 0.0196
"2311" 11.55 2311 -0.0087 0.0191 0.0202
"2312" 11.555 2312 -0.0059 0.0197 0.0202
"2313" 11.56 2313 -0.0042 0.0194 0.0191
"2314" 11.565 2314 0.0026 0.0199 0.0193
"2315" 11.57 2315 0.0046 0.0197 0.0212
"2316" 11.575 2316 0.005 0.0201 0.021
"2317" 11.58 2317 0.0053 0.0196 0.0203
"2318" 11.585 2318 0.0077 0.0187 0.0218
"2319" 11.59 2319 0.0079 0.019 0.0205
"2320" 11.595 2320 0.008 0.0205 0.0218
"2321" 11.6 2321 0.0163 0.0191 0.0206
"2322" 11.605 2322 0.0145 0.0196 0.0216
"2323" 11.61 2323 0.0217 0.0204 0.0211
"2324" 11.615 2324 0.0122 0.0197 0.0203
"2325" 11.62 2325 0.028 0.0184 0.0207
"2326" 11.625 2326 0.0282 0.0189 0.02
"2327" 11.63 2327 0.0258 0.0194 0.0201
"2328" 11.635 2328 0.0312 0.0173 0.0201
"2329" 11.64 2329 0.032 0.018 0.0202
"2330" 11.645 2330 0.0328 0.0171 0.0194
"2331" 11.65 2331 0.0383 0.0163 0.019
"2332" 11.655 2332 0.0432 0.0174 0.0202
"2333" 11.66 2333 0.0466 0.0159 0.019
"2334" 11.665 2334 0.0385 0.016 0.0184
"2335" 11.67 2335 0.0425 0.0153 0.0166
"2336" 11.675 2336 0.0484 0.0149 0.0152
"2337" 11.68 2337 0.0483 0.0128 0.0156
"2338" 11.685 2338 0.0443 0.0146 0.0154
"2339" 11.69 2339 0.0477 0.0126 0.0125
"2340" 11.695 2340 0.0548 0.0101 0.0114
"2341" 11.7 2341 0.0635 0.0102 0.0098
"2342" 11.705 2342 0.0528 0.0096 0.0118
"2343" 11.71 2343 0.0548 0.0094 0.0102
"2344" 11.715 2344 0.0568 0.0077 0.0091
"2345" 11.72 2345 0.0537 0.0049 0.0078
"2346" 11.725 2346 0.0575 0.0055 0.0067
"2347" 11.73 2347 0.0575 0.005 0.0059
"2348" 11.735 2348 0.0597 0.0041 0.0044
"2349" 11.74 2349 0.0551 0.0023 0.0043
"2350" 11.745 2350 0.0506 0.0012 0.0037
"2351" 11.75 2351 0.0585 -6e-04 0.0027
"2352" 11.755 2352 0.0528 -0.001 0.001
"2353" 11.76 2353 0.0521 -0.0031 -0.0018
"2354" 11.765 2354 0.0525 -0.0012 -0.0038
"2355" 11.77 2355 0.0521 -0.0024 -0.0015
"2356" 11.775 2356 0.0532 -0.0036 -0.002
"2357" 11.78 2357 0.0523 -0.0036 -0.0039
"2358" 11.785 2358 0.0556 -0.0053 -0.0045
"2359" 11.79 2359 0.0554 -0.0054 -0.008
"2360" 11.795 2360 0.0534 -0.0064 -0.0081
"2361" 11.8 2361 0.0533 -0.0073 -0.0091
"2362" 11.805 2362 0.0545 -0.0078 -0.0106
"2363" 11.81 2363 0.0539 -0.0088 -0.0105
"2364" 11.815 2364 0.0512 -0.012 -0.0142
"2365" 11.82 2365 0.047 -0.0109 -0.0141
"2366" 11.825 2366 0.0482 -0.0115 -0.011
"2367" 11.83 2367 0.047 -0.0122 -0.0152
"2368" 11.835 2368 0.0452 -0.0126 -0.0143
"2369" 11.84 2369 0.0495 -0.0147 -0.0158
"2370" 11.845 2370 0.0443 -0.0137 -0.0152
"2371" 11.85 2371 0.0461 -0.0165 -0.0169
"2372" 11.855 2372 0.0428 -0.0164 -0.0165
"2373" 11.86 2373 0.0453 -0.0166 -0.0183
"2374" 11.865 2374 0.04 -0.0175 -0.0193
"2375" 11.87 2375 0.0372 -0.0186 -0.0197
"2376" 11.875 2376 0.0454 -0.0215 -0.0194
"2377" 11.88 2377 0.0448 -0.0228 -0.0203
"2378" 11.885 2378 0.0373 -0.0219 -0.0206
"2379" 11.89 2379 0.0343 -0.0222 -0.0232
"2380" 11.895 2380 0.0341 -0.0245 -0.0238
"2381" 11.9 2381 0.0328 -0.0243 -0.0247
"2382" 11.905 2382 0.0355 -0.0238 -0.0258
"2383" 11.91 2383 0.0332 -0.0248 -0.0253
"2384" 11.915 2384 0.0271 -0.026 -0.0255
"2385" 11.92 2385 0.0269 -0.0276 -0.0269
"2386" 11.925 2386 0.0238 -0.0275 -0.0276
"2387" 11.93 2387 0.0249 -0.0293 -0.0268
"2388" 11.935 2388 0.0277 -0.0301 -0.0278
"2389" 11.94 2389 0.0208 -0.0293 -0.0304
"2390" 11.945 2390 0.0224 -0.0305 -0.0307
"2391" 11.95 2391 0.0204 -0.0299 -0.0305
"2392" 11.955 2392 0.0142 -0.03 -0.0298
"2393" 11.96 2393 0.0165 -0.0304 -0.0317
"2394" 11.965 2394 0.0124 -0.0312 -0.0292
"2395" 11.97 2395 0.0056 -0.0304 -0.0305
"2396" 11.975 2396 0.0106 -0.0341 -0.0295
"2397" 11.98 2397 -0.009 -0.0287 -0.0354
"2398" 11.985 2398 0.0094 -0.0337 -0.0344
"2399" 11.99 2399 0.0019 -0.032 -0.0315
"2400" 11.995 2400 -0.0037 -0.0325 -0.0328
"2401" 12 2401 -9e-04 -0.0325 -0.035
"2402" 12.005 2402 -0.0015 -0.0317 -0.0331
"2403" 12.01 2403 -0.0099 -0.0338 -0.0326
"2404" 12.015 2404 -0.0119 -0.0342 -0.0347
"2405" 12.02 2405 -0.01 -0.0332 -0.0321
"2406" 12.025 2406 -0.0116 -0.0327 -0.0288
"2407" 12.03 2407 -0.0151 -0.0324 -0.0329
"2408" 12.035 2408 -0.0186 -0.0336 -0.0345
"2409" 12.04 2409 -0.0192 -0.0331 -0.0344
"2410" 12.045 2410 -0.0204 -0.0326 -0.0331
"2411" 12.05 2411 -0.0206 -0.0329 -0.0351
"2412" 12.055 2412 -0.0234 -0.0328 -0.0354
"2413" 12.06 2413 -0.0319 -0.0312 -0.0359
"2414" 12.065 2414 -0.0267 -0.0331 -0.0341
"2415" 12.07 2415 -0.0267 -0.0328 -0.035
"2416" 12.075 2416 -0.0289 -0.0337 -0.0329
"2417" 12.08 2417 -0.0263 -0.0348 -0.0346
"2418" 12.085 2418 -0.0319 -0.0329 -0.0328
"2419" 12.09 2419 -0.0325 -0.0318 -0.0311
"2420" 12.095 2420 -0.0376 -0.0313 -0.0323
"2421" 12.1 2421 -0.0366 -0.0311 -0.0343
"2422" 12.105 2422 -0.037 -0.0306 -0.0311
"2423" 12.11 2423 -0.0418 -0.0302 -0.031
"2424" 12.115 2424 -0.0481 -0.0317 -0.0293
"2425" 12.12 2425 -0.0453 -0.0304 -0.0302
"2426" 12.125 2426 -0.0489 -0.0312 -0.0266
"2427" 12.13 2427 -0.0501 -0.0309 -0.0307
"2428" 12.135 2428 -0.0509 -0.0307 -0.032
"2429" 12.14 2429 -0.053 -0.029 -0.029
"2430" 12.145 2430 -0.0511 -0.0292 -0.0297
"2431" 12.15 2431 -0.0492 -0.0277 -0.0286
"2432" 12.155 2432 -0.0552 -0.0288 -0.0279
"2433" 12.16 2433 -0.0604 -0.0287 -0.0288
"2434" 12.165 2434 -0.0586 -0.0279 -0.027
"2435" 12.17 2435 -0.0575 -0.0268 -0.0279
"2436" 12.175 2436 -0.0627 -0.0276 -0.0273
"2437" 12.18 2437 -0.0657 -0.0261 -0.0269
"2438" 12.185 2438 -0.0691 -0.0257 -0.0268
"2439" 12.19 2439 -0.0643 -0.0263 -0.0264
"2440" 12.195 2440 -0.0674 -0.0244 -0.0264
"2441" 12.2 2441 -0.0698 -0.0245 -0.0261
"2442" 12.205 2442 -0.0719 -0.0244 -0.0249
"2443" 12.21 2443 -0.07 -0.0231 -0.0242
"2444" 12.215 2444 -0.0694 -0.0234 -0.023
"2445" 12.22 2445 -0.0702 -0.0235 -0.0224
"2446" 12.225 2446 -0.0749 -0.0225 -0.0223
"2447" 12.23 2447 -0.0704 -0.0229 -0.0218
"2448" 12.235 2448 -0.0714 -0.0217 -0.0224
"2449" 12.24 2449 -0.0672 -0.0225 -0.021
"2450" 12.245 2450 -0.0662 -0.0216 -0.0212
"2451" 12.25 2451 -0.0666 -0.0201 -0.021
"2452" 12.255 2452 -0.0716 -0.0185 -0.0202
"2453" 12.26 2453 -0.0705 -0.0179 -0.0183
"2454" 12.265 2454 -0.0669 -0.0172 -0.0169
"2455" 12.27 2455 -0.0647 -0.0168 -0.0181
"2456" 12.275 2456 -0.0592 -0.0148 -0.0173
"2457" 12.28 2457 -0.06 -0.0155 -0.0169
"2458" 12.285 2458 -0.0596 -0.0152 -0.0149
"2459" 12.29 2459 -0.0647 -0.0138 -0.0134
"2460" 12.295 2460 -0.0629 -0.0128 -0.0116
"2461" 12.3 2461 -0.0613 -0.0114 -0.0092
"2462" 12.305 2462 -0.065 -0.0105 -0.0097
"2463" 12.31 2463 -0.0702 -0.0084 -0.0108
"2464" 12.315 2464 -0.0656 -0.0084 -0.0073
"2465" 12.32 2465 -0.0638 -0.0082 -0.0083
"2466" 12.325 2466 -0.0652 -0.0066 -0.0066
"2467" 12.33 2467 -0.0677 -0.0047 -0.0061
"2468" 12.335 2468 -0.0641 -0.0042 -0.0046
"2469" 12.34 2469 -0.0679 -0.0044 -0.004
"2470" 12.345 2470 -0.0689 -0.0037 -0.0023
"2471" 12.35 2471 -0.0655 -0.0021 -8e-04
"2472" 12.355 2472 -0.0657 -0.0021 -6e-04
"2473" 12.36 2473 -0.0649 -8e-04 0.0013
"2474" 12.365 2474 -0.0627 -1e-04 0.0022
"2475" 12.37 2475 -0.0699 0.0011 0.0029
"2476" 12.375 2476 -0.0644 0.0023 0.0012
"2477" 12.38 2477 -0.0658 0.0022 0.004
"2478" 12.385 2478 -0.0648 0.0019 0.0043
"2479" 12.39 2479 -0.0648 0.0034 0.005
"2480" 12.395 2480 -0.0587 0.0039 0.0058
"2481" 12.4 2481 -0.0581 0.0045 0.0083
"2482" 12.405 2482 -0.0603 0.0051 0.0094
"2483" 12.41 2483 -0.0583 0.0069 0.0084
"2484" 12.415 2484 -0.0536 0.0077 0.007
"2485" 12.42 2485 -0.0591 0.0061 0.0076
"2486" 12.425 2486 -0.0576 0.0078 0.0097
"2487" 12.43 2487 -0.0523 0.0093 0.0098
"2488" 12.435 2488 -0.0574 0.0082 0.0101
"2489" 12.44 2489 -0.0509 0.0097 0.0117
"2490" 12.445 2490 -0.0501 0.0121 0.0091
"2491" 12.45 2491 -0.0505 0.0113 0.0102
"2492" 12.455 2492 -0.0536 0.0117 0.0109
"2493" 12.46 2493 -0.0523 0.0115 0.014
"2494" 12.465 2494 -0.0503 0.0112 0.0119
"2495" 12.47 2495 -0.0481 0.0122 0.0108
"2496" 12.475 2496 -0.0441 0.0116 0.0121
"2497" 12.48 2497 -0.0428 0.0118 0.0142
"2498" 12.485 2498 -0.0373 0.0143 0.014
"2499" 12.49 2499 -0.0381 0.0137 0.012
"2500" 12.495 2500 -0.0351 0.0131 0.0129
"2501" 12.5 2501 -0.032 0.0145 0.012
"2502" 12.505 2502 -0.0328 0.015 0.0147
"2503" 12.51 2503 -0.0274 0.0158 0.013
"2504" 12.515 2504 -0.0334 0.0152 0.0166
"2505" 12.52 2505 -0.0238 0.017 0.0167
"2506" 12.525 2506 -0.0248 0.0163 0.0158
"2507" 12.53 2507 -0.0315 0.0189 0.0151
"2508" 12.535 2508 -0.0225 0.015 0.0152
"2509" 12.54 2509 -0.0211 0.0161 0.018
"2510" 12.545 2510 -0.0117 0.0161 0.0163
"2511" 12.55 2511 -0.0089 0.0177 0.0188
"2512" 12.555 2512 -0.0101 0.0168 0.0167
"2513" 12.56 2513 -0.002 0.0181 0.018
"2514" 12.565 2514 -0.0067 0.018 0.0165
"2515" 12.57 2515 -0.0059 0.0182 0.0176
"2516" 12.575 2516 -0.0028 0.0172 0.0192
"2517" 12.58 2517 -0.0022 0.0174 0.0155
"2518" 12.585 2518 -0.0016 0.0189 0.0184
"2519" 12.59 2519 4e-04 0.0192 0.019
"2520" 12.595 2520 0.0096 0.0201 0.0194
"2521" 12.6 2521 0.0094 0.0196 0.0176
"2522" 12.605 2522 0.0085 0.0187 0.0188
