time (s), (volts), (volts), (volts)
5564.19,0.60,-0.02,0.12
5564.20,0.60,-0.04,0.08
5564.21,0.60,-0.06,0.01
5564.22,0.60,-0.13,-0.02
5564.23,0.60,-0.16,-0.05
5564.24,0.60,-0.16,-0.08
5564.25,0.59,-0.17,-0.11
5564.26,0.60,-0.18,-0.12
5564.27,0.60,-0.19,-0.13
5564.28,0.60,-0.19,-0.16
5564.29,0.60,-0.18,-0.18
5564.30,0.60,-0.16,-0.19
5564.31,0.60,-0.15,-0.20
5564.32,0.60,-0.13,-0.20
5564.33,0.60,-0.11,-0.19
5564.34,0.60,-0.08,-0.18
5564.35,0.60,-0.04,-0.16
5564.36,0.60,-0.01,-0.14
5564.37,0.60,0.03,-0.11
5564.38,0.60,0.06,-0.08
5564.39,0.60,0.10,-0.04
5564.40,0.60,0.14,0.00
5564.41,0.60,0.17,0.04
5564.42,0.60,0.20,0.07
5564.43,0.60,0.23,0.11
5564.44,0.60,0.25,0.14
5564.45,0.60,0.27,0.18
5564.46,0.60,0.28,0.20
5564.47,0.60,0.28,0.23
5564.48,0.60,0.28,0.25
5564.49,0.60,0.28,0.26
5564.50,0.60,0.26,0.27
5564.51,0.60,0.25,0.27
5564.52,0.60,0.20,0.27
5564.53,0.60,0.19,0.25
5564.54,0.60,0.18,0.24
5564.55,0.60,0.14,0.22
5564.56,0.60,0.09,0.20
5564.57,0.60,0.06,0.18
5564.58,0.60,0.01,0.15
5564.59,0.60,-0.02,0.11
5564.60,0.60,-0.04,0.06
5564.61,0.60,-0.06,0.01
5564.62,0.60,-0.12,-0.02
5564.63,0.60,-0.16,-0.05
5564.64,0.60,-0.16,-0.08
5564.65,0.60,-0.17,-0.11
5564.66,0.60,-0.18,-0.10
5564.67,0.60,-0.18,-0.13
5564.68,0.60,-0.18,-0.15
5564.69,0.60,-0.17,-0.17
5564.70,0.60,-0.16,-0.19
5564.71,0.60,-0.15,-0.20
5564.72,0.60,-0.13,-0.20
5564.73,0.60,-0.11,-0.19
5564.74,0.60,-0.08,-0.18
5564.75,0.60,-0.04,-0.17
5564.76,0.60,-0.01,-0.14
5564.77,0.60,0.03,-0.11
5564.78,0.60,0.06,-0.08
5564.79,0.60,0.10,-0.05
5564.80,0.60,0.14,-0.01
5564.81,0.60,0.17,0.03
5564.82,0.60,0.20,0.07
5564.83,0.60,0.23,0.10
5564.84,0.60,0.25,0.14
5564.85,0.60,0.27,0.17
5564.86,0.60,0.28,0.20
5564.87,0.60,0.28,0.22
5564.88,0.60,0.28,0.24
5564.89,0.60,0.28,0.25
5564.90,0.60,0.26,0.26
5564.91,0.60,0.25,0.27
5564.92,0.60,0.21,0.26
5564.93,0.60,0.19,0.25
5564.94,0.60,0.18,0.23
5564.95,0.60,0.13,0.21
5564.96,0.60,0.09,0.19
5564.97,0.60,0.05,0.17
5564.98,0.60,0.01,0.15
5564.99,0.60,-0.03,0.11
5565.00,0.60,-0.04,0.04
5565.01,0.60,-0.06,0.01
5565.02,0.60,-0.14,-0.02
5565.03,0.60,-0.17,-0.05
5565.04,0.60,-0.16,-0.08
5565.05,0.60,-0.17,-0.10
5565.06,0.60,-0.18,-0.09
5565.07,0.60,-0.19,-0.12
5565.08,0.60,-0.19,-0.15
5565.09,0.60,-0.17,-0.17
5565.10,0.60,-0.17,-0.18
5565.11,0.60,-0.16,-0.19
5565.12,0.60,-0.13,-0.19
5565.13,0.60,-0.11,-0.18
5565.14,0.60,-0.08,-0.17
5565.15,0.60,-0.04,-0.15
5565.16,0.60,-0.01,-0.13
5565.17,0.60,0.03,-0.10
5565.18,0.60,0.07,-0.07
5565.19,0.60,0.11,-0.03
5565.20,0.60,0.14,0.00
5565.21,0.60,0.17,0.04
5565.22,0.60,0.20,0.08
5565.23,0.60,0.23,0.12
5565.24,0.60,0.25,0.15
5565.25,0.60,0.27,0.18
5565.26,0.60,0.28,0.21
5565.27,0.60,0.29,0.24
5565.28,0.60,0.29,0.26
5565.29,0.60,0.28,0.27
5565.30,0.60,0.27,0.27
5565.31,0.60,0.25,0.28
5565.32,0.60,0.20,0.27
5565.33,0.60,0.20,0.26
5565.34,0.60,0.18,0.24
5565.35,0.60,0.13,0.22
5565.36,0.60,0.09,0.20
5565.37,0.60,0.05,0.17
5565.38,0.60,0.01,0.14
5565.39,0.60,-0.03,0.10
5565.40,0.60,-0.05,0.04
5565.41,0.60,-0.06,0.00
5565.42,0.60,-0.13,-0.03
5565.43,0.60,-0.16,-0.06
5565.44,0.60,-0.16,-0.09
5565.45,0.60,-0.17,-0.08
5565.46,0.60,-0.18,-0.11
5565.47,0.60,-0.19,-0.13
5565.48,0.60,-0.19,-0.16
5565.49,0.60,-0.18,-0.17
5565.50,0.60,-0.17,-0.19
5565.51,0.60,-0.15,-0.20
5565.52,0.60,-0.13,-0.20
5565.53,0.60,-0.10,-0.18
5565.54,0.60,-0.08,-0.17
5565.55,0.60,-0.04,-0.15
5565.56,0.60,0.00,-0.13
5565.57,0.60,0.03,-0.10
5565.58,0.60,0.07,-0.07
5565.59,0.60,0.11,-0.03
5565.60,0.60,0.14,0.01
5565.61,0.60,0.18,0.04
5565.62,0.60,0.21,0.08
5565.63,0.60,0.23,0.12
5565.64,0.60,0.25,0.15
5565.65,0.60,0.27,0.19
5565.66,0.59,0.28,0.21
5565.67,0.60,0.29,0.24
5565.68,0.60,0.29,0.26
5565.69,0.60,0.28,0.28
5565.70,0.60,0.27,0.28
5565.71,0.60,0.25,0.28
5565.72,0.60,0.21,0.28
5565.73,0.60,0.19,0.27
5565.74,0.60,0.18,0.25
5565.75,0.60,0.14,0.23
5565.76,0.60,0.10,0.20
5565.77,0.60,0.05,0.18
5565.78,0.60,0.01,0.12
5565.79,0.60,-0.02,0.07
5565.80,0.60,-0.03,0.04
5565.81,0.60,-0.07,0.01
5565.82,0.60,-0.13,-0.03
5565.83,0.60,-0.16,-0.06
5565.84,0.60,-0.16,-0.09
5565.85,0.60,-0.17,-0.09
5565.86,0.60,-0.18,-0.10
5565.87,0.60,-0.18,-0.13
5565.88,0.60,-0.18,-0.16
5565.89,0.60,-0.17,-0.18
5565.90,0.60,-0.16,-0.19
5565.91,0.60,-0.14,-0.20
5565.92,0.60,-0.13,-0.19
5565.93,0.60,-0.10,-0.19
5565.94,0.60,-0.07,-0.18
5565.95,0.60,-0.04,-0.16
5565.96,0.60,0.00,-0.13
5565.97,0.60,0.04,-0.10
5565.98,0.60,0.07,-0.07
5565.99,0.60,0.11,-0.03
5566.00,0.60,0.14,0.01
5566.01,0.60,0.17,0.04
5566.02,0.60,0.20,0.08
5566.03,0.60,0.23,0.11
5566.04,0.60,0.25,0.15
5566.05,0.60,0.27,0.18
5566.06,0.60,0.28,0.21
5566.07,0.60,0.28,0.23
5566.08,0.60,0.28,0.25
5566.09,0.60,0.28,0.26
5566.10,0.60,0.26,0.27
5566.11,0.60,0.25,0.27
5566.12,0.60,0.20,0.26
5566.13,0.60,0.19,0.25
5566.14,0.60,0.18,0.24
5566.15,0.60,0.13,0.22
5566.16,0.60,0.09,0.19
5566.17,0.60,0.05,0.17
5566.18,0.60,0.01,0.13
5566.19,0.60,-0.02,0.10
5566.20,0.60,-0.03,0.03
5566.21,0.60,-0.07,0.00
5566.22,0.60,-0.14,-0.03
5566.23,0.60,-0.17,-0.06
5566.24,0.60,-0.16,-0.10
5566.25,0.60,-0.17,-0.07
5566.26,0.60,-0.18,-0.11
5566.27,0.60,-0.19,-0.13
5566.28,0.60,-0.18,-0.16
5566.29,0.60,-0.17,-0.18
5566.30,0.60,-0.16,-0.19
5566.31,0.60,-0.14,-0.20
5566.32,0.60,-0.13,-0.19
5566.33,0.60,-0.10,-0.19
5566.34,0.60,-0.07,-0.18
5566.35,0.60,-0.04,-0.16
5566.36,0.60,0.00,-0.13
5566.37,0.60,0.03,-0.10
5566.38,0.60,0.07,-0.07
5566.39,0.60,0.11,-0.03
5566.40,0.60,0.14,0.01
5566.41,0.59,0.17,0.05
5566.42,0.60,0.20,0.08
5566.43,0.60,0.23,0.12
5566.44,0.60,0.25,0.15
5566.45,0.60,0.27,0.18
5566.46,0.60,0.28,0.21
5566.47,0.60,0.29,0.23
5566.48,0.60,0.29,0.25
5566.49,0.60,0.28,0.27
5566.50,0.60,0.27,0.27
5566.51,0.60,0.25,0.27
5566.52,0.60,0.21,0.26
5566.53,0.59,0.20,0.25
5566.54,0.60,0.17,0.23
5566.55,0.60,0.13,0.21
5566.56,0.60,0.08,0.19
5566.57,0.60,0.05,0.17
5566.58,0.60,0.00,0.14
5566.59,0.60,-0.03,0.07
5566.60,0.60,-0.04,0.02
5566.61,0.60,-0.07,-0.01
5566.62,0.60,-0.13,-0.04
5566.63,0.60,-0.16,-0.07
5566.64,0.60,-0.16,-0.10
5566.65,0.60,-0.17,-0.09
5566.66,0.60,-0.18,-0.11
5566.67,0.60,-0.18,-0.14
5566.68,0.60,-0.18,-0.16
5566.69,0.60,-0.17,-0.18
5566.70,0.60,-0.16,-0.20
5566.71,0.60,-0.14,-0.20
5566.72,0.60,-0.12,-0.20
5566.73,0.60,-0.09,-0.19
5566.74,0.60,-0.06,-0.18
5566.75,0.60,-0.03,-0.16
5566.76,0.60,0.01,-0.13
5566.77,0.60,0.04,-0.10
5566.78,0.60,0.08,-0.07
5566.79,0.60,0.11,-0.03
5566.80,0.60,0.15,0.00
5566.81,0.60,0.18,0.04
5566.82,0.60,0.21,0.08
5566.83,0.60,0.24,0.11
5566.84,0.60,0.26,0.15
5566.85,0.60,0.27,0.18
5566.86,0.60,0.28,0.21
5566.87,0.60,0.29,0.23
5566.88,0.60,0.28,0.25
5566.89,0.60,0.28,0.26
5566.90,0.60,0.26,0.27
5566.91,0.60,0.25,0.27
5566.92,0.60,0.19,0.27
5566.93,0.60,0.21,0.25
5566.94,0.60,0.17,0.23
5566.95,0.60,0.13,0.22
5566.96,0.60,0.08,0.19
5566.97,0.60,0.04,0.17
5566.98,0.60,0.01,0.12
5566.99,0.60,-0.01,0.06
5567.00,0.60,-0.04,0.02
5567.01,0.60,-0.07,-0.01
5567.02,0.60,-0.14,-0.04
5567.03,0.60,-0.17,-0.07
5567.04,0.60,-0.16,-0.10
5567.05,0.60,-0.17,-0.11
5567.06,0.60,-0.18,-0.11
5567.07,0.60,-0.18,-0.14
5567.08,0.60,-0.18,-0.16
5567.09,0.60,-0.17,-0.18
5567.10,0.60,-0.16,-0.19
5567.11,0.60,-0.14,-0.20
5567.12,0.60,-0.12,-0.19
5567.13,0.60,-0.10,-0.18
5567.14,0.60,-0.06,-0.17
5567.15,0.60,-0.04,-0.15
5567.16,0.60,0.01,-0.13
5567.17,0.60,0.04,-0.10
5567.18,0.60,0.08,-0.06
5567.19,0.60,0.12,-0.02
5567.20,0.60,0.15,0.01
5567.21,0.60,0.18,0.05
5567.22,0.60,0.21,0.09
5567.23,0.60,0.24,0.12
5567.24,0.60,0.26,0.15
5567.25,0.60,0.28,0.18
5567.26,0.60,0.28,0.21
5567.27,0.60,0.29,0.24
5567.28,0.60,0.28,0.25
5567.29,0.60,0.28,0.26
5567.30,0.60,0.26,0.27
5567.31,0.60,0.25,0.27
5567.32,0.60,0.19,0.26
5567.33,0.60,0.20,0.25
5567.34,0.60,0.17,0.23
5567.35,0.60,0.12,0.21
5567.36,0.60,0.08,0.18
5567.37,0.60,0.04,0.16
5567.38,0.60,0.01,0.11
5567.39,0.60,-0.02,0.05
5567.40,0.60,-0.04,0.03
5567.41,0.59,-0.09,-0.02
5567.42,0.60,-0.15,-0.05
5567.43,0.60,-0.17,-0.08
5567.44,0.60,-0.16,-0.11
5567.45,0.60,-0.18,-0.10
5567.46,0.60,-0.18,-0.12
5567.47,0.60,-0.18,-0.15
5567.48,0.60,-0.18,-0.17
5567.49,0.60,-0.18,-0.19
5567.50,0.60,-0.16,-0.20
5567.51,0.60,-0.14,-0.21
5567.52,0.60,-0.12,-0.20
5567.53,0.60,-0.10,-0.19
5567.54,0.60,-0.07,-0.18
5567.55,0.59,-0.03,-0.16
5567.56,0.60,0.00,-0.14
5567.57,0.60,0.04,-0.10
5567.58,0.60,0.08,-0.07
5567.59,0.60,0.12,-0.03
5567.60,0.60,0.15,0.01
5567.61,0.60,0.18,0.04
5567.62,0.60,0.21,0.08
5567.63,0.60,0.24,0.12
5567.64,0.60,0.26,0.15
5567.65,0.60,0.27,0.18
5567.66,0.60,0.28,0.21
5567.67,0.60,0.28,0.24
5567.68,0.60,0.28,0.26
5567.69,0.60,0.27,0.27
5567.70,0.60,0.26,0.27
5567.71,0.60,0.24,0.27
5567.72,0.60,0.18,0.27
5567.73,0.60,0.19,0.25
5567.74,0.60,0.16,0.23
5567.75,0.60,0.11,0.21
5567.76,0.60,0.06,0.19
5567.77,0.60,0.03,0.17
5567.78,0.60,0.00,0.12
5567.79,0.60,-0.02,0.07
5567.80,0.60,-0.05,0.04
5567.81,0.60,-0.10,0.00
5567.82,0.60,-0.16,-0.04
5567.83,0.60,-0.16,-0.07
5567.84,0.60,-0.17,-0.10
5567.85,0.60,-0.18,-0.11
5567.86,0.60,-0.18,-0.11
5567.87,0.60,-0.19,-0.14
5567.88,0.60,-0.18,-0.17
5567.89,0.60,-0.17,-0.19
5567.90,0.60,-0.16,-0.20
5567.91,0.60,-0.14,-0.20
5567.92,0.60,-0.12,-0.20
5567.93,0.60,-0.09,-0.19
5567.94,0.60,-0.06,-0.18
5567.95,0.60,-0.03,-0.16
5567.96,0.60,0.01,-0.13
5567.97,0.60,0.05,-0.10
5567.98,0.60,0.08,-0.06
5567.99,0.60,0.12,-0.03
5568.00,0.60,0.16,0.01
5568.01,0.60,0.19,0.05
5568.02,0.60,0.22,0.08
5568.03,0.60,0.24,0.12
5568.04,0.60,0.26,0.16
5568.05,0.60,0.28,0.18
5568.06,0.60,0.29,0.21
5568.07,0.60,0.29,0.23
5568.08,0.60,0.28,0.25
5568.09,0.60,0.27,0.26
5568.10,0.60,0.26,0.27
5568.11,0.60,0.24,0.27
5568.12,0.60,0.19,0.26
5568.13,0.60,0.20,0.25
5568.14,0.60,0.16,0.23
5568.15,0.60,0.11,0.21
5568.16,0.60,0.07,0.18
5568.17,0.60,0.02,0.16
5568.18,0.60,0.00,0.11
5568.19,0.60,-0.04,0.08
5568.20,0.60,-0.05,0.03
5568.21,0.60,-0.10,-0.01
5568.22,0.60,-0.16,-0.04
5568.23,0.60,-0.17,-0.07
5568.24,0.60,-0.17,-0.10
5568.25,0.60,-0.18,-0.10
5568.26,0.60,-0.19,-0.12
5568.27,0.60,-0.19,-0.15
5568.28,0.60,-0.19,-0.17
5568.29,0.60,-0.17,-0.19
5568.30,0.60,-0.16,-0.20
5568.31,0.60,-0.15,-0.20
5568.32,0.60,-0.12,-0.20
5568.33,0.60,-0.10,-0.19
5568.34,0.60,-0.06,-0.17
5568.35,0.60,-0.03,-0.15
5568.36,0.60,0.01,-0.12
5568.37,0.60,0.04,-0.09
5568.38,0.60,0.08,-0.06
5568.39,0.60,0.12,-0.02
5568.40,0.60,0.16,0.02
5568.41,0.60,0.19,0.06
5568.42,0.60,0.21,0.10
5568.43,0.60,0.24,0.13
5568.44,0.60,0.26,0.16
5568.45,0.60,0.27,0.19
5568.46,0.60,0.28,0.22
5568.47,0.60,0.29,0.24
5568.48,0.60,0.28,0.26
5568.49,0.60,0.27,0.27
5568.50,0.60,0.26,0.27
5568.51,0.60,0.24,0.27
5568.52,0.60,0.18,0.26
5568.53,0.60,0.19,0.25
5568.54,0.60,0.16,0.23
5568.55,0.60,0.11,0.21
5568.56,0.60,0.07,0.18
5568.57,0.60,0.03,0.14
5568.58,0.60,0.00,0.08
5568.59,0.60,-0.03,0.05
5568.60,0.60,-0.05,0.02
5568.61,0.60,-0.11,-0.02
5568.62,0.60,-0.16,-0.05
5568.63,0.60,-0.16,-0.08
5568.64,0.60,-0.17,-0.11
5568.65,0.60,-0.18,-0.14
5568.66,0.60,-0.18,-0.12
5568.67,0.60,-0.19,-0.15
5568.68,0.60,-0.18,-0.17
5568.69,0.60,-0.17,-0.19
5568.70,0.60,-0.16,-0.20
5568.71,0.60,-0.14,-0.21
5568.72,0.60,-0.12,-0.20
5568.73,0.60,-0.09,-0.20
5568.74,0.60,-0.06,-0.18
5568.75,0.60,-0.02,-0.16
5568.76,0.60,0.01,-0.13
5568.77,0.60,0.05,-0.10
5568.78,0.60,0.09,-0.07
5568.79,0.60,0.13,-0.03
5568.80,0.60,0.16,0.01
5568.81,0.60,0.19,0.05
5568.82,0.60,0.22,0.08
5568.83,0.60,0.24,0.12
5568.84,0.60,0.26,0.15
5568.85,0.60,0.28,0.18
5568.86,0.60,0.28,0.21
5568.87,0.60,0.28,0.23
5568.88,0.60,0.28,0.25
5568.89,0.60,0.27,0.26
5568.90,0.60,0.25,0.27
5568.91,0.60,0.21,0.26
5568.92,0.60,0.18,0.26
5568.93,0.60,0.19,0.24
5568.94,0.60,0.14,0.23
5568.95,0.60,0.10,0.20
5568.96,0.60,0.06,0.18
5568.97,0.60,0.02,0.16
5568.98,0.60,-0.02,0.08
5568.99,0.60,-0.05,0.05
5569.00,0.60,-0.06,0.02
5569.01,0.60,-0.11,-0.01
5569.02,0.60,-0.16,-0.05
5569.03,0.60,-0.17,-0.07
5569.04,0.60,-0.17,-0.11
5569.05,0.60,-0.18,-0.11
5569.06,0.60,-0.19,-0.12
5569.07,0.60,-0.19,-0.14
5569.08,0.60,-0.18,-0.17
5569.09,0.60,-0.17,-0.18
5569.10,0.60,-0.16,-0.19
5569.11,0.60,-0.14,-0.20
5569.12,0.60,-0.12,-0.19
5569.13,0.60,-0.09,-0.18
5569.14,0.60,-0.06,-0.17
5569.15,0.60,-0.02,-0.14
5569.16,0.60,0.02,-0.11
5569.17,0.60,0.05,-0.08
5569.18,0.60,0.09,-0.05
5569.19,0.60,0.13,-0.02
5569.20,0.60,0.16,0.02
5569.21,0.60,0.19,0.06
5569.22,0.60,0.22,0.10
5569.23,0.60,0.25,0.13
5569.24,0.60,0.26,0.16
5569.25,0.60,0.28,0.19
5569.26,0.60,0.29,0.22
5569.27,0.60,0.29,0.24
5569.28,0.60,0.28,0.25
5569.29,0.60,0.27,0.26
5569.30,0.60,0.26,0.27
5569.31,0.60,0.23,0.27
5569.32,0.60,0.19,0.25
5569.33,0.60,0.19,0.24
5569.34,0.60,0.14,0.22
5569.35,0.60,0.10,0.20
5569.36,0.60,0.06,0.18
5569.37,0.60,0.02,0.15
5569.38,0.60,0.00,0.12
5569.39,0.60,-0.04,0.05
5569.40,0.60,-0.06,0.04
5569.41,0.60,-0.12,0.01
5569.42,0.60,-0.16,-0.04
5569.43,0.60,-0.16,-0.07
5569.44,0.60,-0.16,-0.07
5569.45,0.60,-0.18,-0.10
5569.46,0.60,-0.18,-0.13
5569.47,0.60,-0.18,-0.15
5569.48,0.60,-0.18,-0.17
5569.49,0.60,-0.16,-0.19
5569.50,0.60,-0.15,-0.19
5569.51,0.60,-0.13,-0.20
5569.52,0.60,-0.11,-0.19
5569.53,0.60,-0.08,-0.18
5569.54,0.60,-0.05,-0.16
5569.55,0.60,-0.01,-0.14
5569.56,0.60,0.02,-0.11
5569.57,0.60,0.06,-0.08
5569.58,0.60,0.10,-0.04
5569.59,0.60,0.13,-0.01
5569.60,0.60,0.17,0.03
5569.61,0.60,0.20,0.07
5569.62,0.60,0.22,0.10
5569.63,0.60,0.25,0.14
5569.64,0.60,0.26,0.17
5569.65,0.60,0.28,0.20
5569.66,0.60,0.28,0.23
5569.67,0.60,0.28,0.25
5569.68,0.60,0.28,0.26
5569.69,0.60,0.26,0.27
5569.70,0.60,0.25,0.28
5569.71,0.60,0.21,0.27
5569.72,0.60,0.19,0.26
5569.73,0.60,0.18,0.25
5569.74,0.60,0.13,0.23
5569.75,0.60,0.09,0.21
5569.76,0.60,0.05,0.18
