time (s), (volts), (volts), (volts)
5971.06,0.60,-0.10,-0.24
5971.07,0.60,-0.05,-0.22
5971.08,0.60,-0.01,-0.21
5971.09,0.60,0.03,-0.18
5971.10,0.60,0.09,-0.16
5971.11,0.60,0.17,-0.15
5971.12,0.60,0.22,-0.14
5971.13,0.60,0.27,-0.08
5971.14,0.60,0.30,-0.03
5971.15,0.60,0.34,0.01
5971.16,0.60,0.37,0.05
5971.17,0.60,0.39,0.10
5971.18,0.60,0.41,0.15
5971.19,0.60,0.42,0.20
5971.20,0.60,0.43,0.25
5971.21,0.60,0.43,0.26
5971.22,0.60,0.42,0.35
5971.23,0.60,0.41,0.39
5971.24,0.60,0.40,0.43
5971.25,0.60,0.38,0.45
5971.26,0.60,0.36,0.47
5971.27,0.60,0.35,0.48
5971.28,0.60,0.28,0.48
5971.29,0.60,0.24,0.47
5971.30,0.60,0.21,0.45
5971.31,0.60,0.16,0.41
5971.32,0.60,0.10,0.38
5971.33,0.60,0.05,0.34
5971.34,0.60,-0.01,0.27
5971.35,0.60,-0.06,0.21
5971.36,0.60,-0.12,0.16
5971.37,0.60,-0.16,0.12
5971.38,0.60,-0.19,0.08
5971.39,0.60,-0.21,0.05
5971.40,0.60,-0.28,0.02
5971.41,0.60,-0.32,-0.02
5971.42,0.60,-0.32,-0.06
5971.43,0.60,-0.33,-0.10
5971.44,0.60,-0.34,-0.13
5971.45,0.60,-0.35,-0.16
5971.46,0.60,-0.35,-0.19
5971.47,0.60,-0.34,-0.22
5971.48,0.60,-0.33,-0.25
5971.49,0.60,-0.32,-0.27
5971.50,0.60,-0.31,-0.28
5971.51,0.60,-0.28,-0.29
5971.52,0.60,-0.26,-0.30
5971.53,0.60,-0.23,-0.27
5971.54,0.60,-0.20,-0.29
5971.55,0.60,-0.15,-0.27
5971.56,0.60,-0.11,-0.26
5971.57,0.60,-0.06,-0.24
5971.58,0.60,-0.03,-0.22
5971.59,0.60,0.03,-0.20
5971.60,0.60,0.08,-0.18
5971.61,0.60,0.15,-0.16
5971.62,0.60,0.22,-0.16
5971.63,0.60,0.26,-0.10
5971.64,0.60,0.30,-0.06
5971.65,0.60,0.34,-0.01
5971.66,0.60,0.37,0.03
5971.67,0.60,0.39,0.07
5971.68,0.60,0.41,0.12
5971.69,0.60,0.42,0.17
5971.70,0.60,0.42,0.22
5971.71,0.60,0.43,0.23
5971.72,0.60,0.42,-0.31
5971.73,0.60,0.41,0.37
5971.74,0.60,0.39,0.40
5971.75,0.60,0.38,0.43
5971.76,0.60,0.36,0.45
5971.77,0.60,0.35,0.47
5971.78,0.60,0.27,0.47
5971.79,0.60,0.25,0.46
5971.80,0.60,0.21,0.44
5971.81,0.60,0.15,0.41
5971.82,0.60,0.10,0.37
5971.83,0.60,0.05,0.32
5971.84,0.60,-0.01,0.27
5971.85,0.60,-0.06,0.21
5971.86,0.60,-0.11,0.15
5971.87,0.60,-0.16,0.10
5971.88,0.60,-0.19,0.08
5971.89,0.60,-0.21,0.02
5971.90,0.60,-0.28,0.00
5971.91,0.60,-0.32,-0.03
5971.92,0.60,-0.32,-0.07
5971.93,0.60,-0.33,-0.11
5971.94,0.60,-0.34,-0.14
5971.95,0.60,-0.34,-0.17
5971.96,0.60,-0.34,-0.20
5971.97,0.60,-0.33,-0.23
5971.98,0.60,-0.33,-0.26
5971.99,0.60,-0.31,-0.27
5972.00,0.60,-0.30,-0.29
5972.01,0.60,-0.28,-0.30
5972.02,0.60,-0.25,-0.29
5972.03,0.60,-0.21,-0.28
5972.04,0.60,-0.18,-0.29
5972.05,0.60,-0.14,-0.28
5972.06,0.60,-0.10,-0.26
5972.07,0.60,-0.04,-0.24
5972.08,0.60,0.00,-0.23
5972.09,0.60,0.04,-0.20
5972.10,0.60,0.09,-0.18
5972.11,0.60,0.17,-0.16
5972.12,0.60,0.22,-0.15
5972.13,0.60,0.27,-0.11
5972.14,0.60,0.31,-0.05
5972.15,0.60,0.34,-0.01
5972.16,0.60,0.37,0.04
5972.17,0.60,0.40,0.08
5972.18,0.60,0.41,0.13
5972.19,0.60,0.42,0.18
5972.20,0.60,0.43,0.23
5972.21,0.60,0.43,0.25
5972.22,0.60,0.43,0.33
5972.23,0.60,0.42,0.37
5972.24,0.60,0.41,0.41
5972.25,0.60,0.39,0.43
5972.26,0.60,0.37,0.45
5972.27,0.60,0.35,0.47
5972.28,0.60,0.31,0.47
5972.29,0.60,0.26,0.46
5972.30,0.60,0.22,0.44
5972.31,0.60,0.17,0.39
5972.32,0.60,0.12,0.36
5972.33,0.60,0.07,0.32
5972.34,0.60,0.02,0.26
5972.35,0.60,-0.04,0.20
5972.36,0.60,-0.09,0.15
5972.37,0.60,-0.14,0.10
5972.38,0.60,-0.17,0.08
5972.39,0.60,-0.20,0.02
5972.40,0.60,-0.26,0.00
5972.41,0.60,-0.30,-0.04
5972.42,0.60,-0.30,-0.08
5972.43,0.60,-0.31,-0.11
5972.44,0.60,-0.32,-0.15
5972.45,0.60,-0.33,-0.18
5972.46,0.60,-0.33,-0.21
5972.47,0.60,-0.33,-0.23
5972.48,0.60,-0.32,-0.26
5972.49,0.60,-0.31,-0.28
5972.50,0.60,-0.30,-0.29
5972.51,0.60,-0.27,-0.30
5972.52,0.60,-0.25,-0.30
5972.53,0.60,-0.22,-0.30
5972.54,0.60,-0.19,-0.29
5972.55,0.60,-0.14,-0.28
5972.56,0.60,-0.10,-0.26
5972.57,0.60,-0.05,-0.24
5972.58,0.60,-0.01,-0.23
5972.59,0.60,0.03,-0.20
5972.60,0.60,0.08,-0.18
5972.61,0.60,0.16,-0.16
5972.62,0.60,0.21,-0.14
5972.63,0.60,0.26,-0.09
5972.64,0.60,0.30,-0.05
5972.65,0.60,0.33,-0.01
5972.66,0.60,0.36,0.04
5972.67,0.60,0.39,0.08
5972.68,0.60,0.40,0.13
5972.69,0.60,0.42,0.18
5972.70,0.60,0.42,0.23
5972.71,0.60,0.43,-0.37
5972.72,0.60,0.42,0.33
5972.73,0.60,0.42,0.35
5972.74,0.60,0.41,0.41
5972.75,0.60,0.39,0.44
5972.76,0.60,0.37,0.46
5972.77,0.60,0.35,0.47
5972.78,0.60,0.30,0.47
5972.79,0.60,0.26,0.46
5972.80,0.60,0.23,0.43
5972.81,0.60,0.18,0.40
5972.82,0.60,0.12,0.35
5972.83,0.60,0.07,0.31
5972.84,0.60,0.01,0.24
5972.85,0.60,-0.04,0.19
5972.86,0.60,-0.10,0.14
5972.87,0.60,-0.14,0.10
5972.88,0.60,-0.17,0.08
5972.89,0.60,-0.20,0.01
5972.90,0.60,-0.25,-0.01
5972.91,0.60,-0.31,-0.04
5972.92,0.60,-0.30,-0.08
5972.93,0.60,-0.32,-0.11
5972.94,0.60,-0.33,-0.14
5972.95,0.60,-0.33,-0.18
5972.96,0.60,-0.33,-0.21
5972.97,0.60,-0.33,-0.24
5972.98,0.60,-0.32,-0.26
5972.99,0.60,-0.31,-0.28
5973.00,0.60,-0.29,-0.29
5973.01,0.60,-0.27,-0.30
5973.02,0.60,-0.25,-0.29
5973.03,0.60,-0.21,-0.29
5973.04,0.60,-0.19,-0.29
5973.05,0.60,-0.14,-0.27
5973.06,0.60,-0.10,-0.26
5973.07,0.60,-0.05,-0.24
5973.08,0.60,0.00,-0.22
5973.09,0.60,0.03,-0.20
5973.10,0.60,0.09,-0.18
5973.11,0.60,0.16,-0.15
5973.12,0.60,0.21,-0.12
5973.13,0.60,0.26,-0.09
5973.14,0.60,0.29,-0.06
5973.15,0.60,0.33,0.00
5973.16,0.60,0.35,0.04
5973.17,0.60,0.38,0.09
5973.18,0.60,0.39,0.14
5973.19,0.60,0.41,0.19
5973.20,0.60,0.41,0.23
5973.21,0.60,0.42,0.25
5973.22,0.60,0.41,0.32
5973.23,0.60,0.41,0.38
5973.24,0.60,0.40,0.42
5973.25,0.60,0.39,0.44
5973.26,0.60,0.37,0.46
5973.27,0.60,0.34,0.47
5973.28,0.60,0.32,0.47
5973.29,0.60,0.25,0.45
5973.30,0.60,0.22,0.42
5973.31,0.59,0.17,0.39
5973.32,0.60,0.12,0.35
5973.33,0.60,0.06,0.31
5973.34,0.60,0.01,0.23
5973.35,0.60,-0.05,0.17
5973.36,0.60,-0.10,0.13
5973.37,0.60,-0.15,0.08
5973.38,0.60,-0.18,0.06
5973.39,0.60,-0.21,0.02
5973.40,0.60,-0.25,-0.01
5973.41,0.60,-0.32,-0.04
5973.42,0.60,-0.32,-0.08
5973.43,0.60,-0.33,-0.11
5973.44,0.60,-0.34,-0.14
5973.45,0.60,-0.34,-0.17
5973.46,0.60,-0.34,-0.20
5973.47,0.60,-0.34,-0.23
5973.48,0.60,-0.33,-0.25
5973.49,0.60,-0.32,-0.27
5973.50,0.60,-0.31,-0.28
5973.51,0.60,-0.29,-0.29
5973.52,0.60,-0.26,-0.29
5973.53,0.60,-0.23,-0.29
5973.54,0.60,-0.19,-0.28
5973.55,0.60,-0.15,-0.27
5973.56,0.60,-0.11,-0.25
5973.57,0.60,-0.06,-0.23
5973.58,0.60,0.00,-0.21
5973.59,0.60,0.02,-0.19
5973.60,0.60,0.10,-0.17
5973.61,0.60,0.16,-0.15
5973.62,0.60,0.21,-0.13
5973.63,0.60,0.25,-0.08
5973.64,0.60,0.30,-0.04
5973.65,0.60,0.33,0.01
5973.66,0.60,0.36,0.05
5973.67,0.60,0.38,0.10
5973.68,0.60,0.40,0.15
5973.69,0.60,0.41,0.20
5973.70,0.60,0.42,0.24
5973.71,0.60,0.42,0.24
5973.72,0.60,0.42,-1.48
5973.73,0.60,0.41,0.39
5973.74,0.60,0.40,0.42
5973.75,0.60,0.39,0.45
5973.76,0.61,0.37,0.47
5973.77,0.60,0.35,0.48
5973.78,0.60,0.32,0.48
5973.79,0.60,0.26,0.46
5973.80,0.60,0.23,0.43
5973.81,0.60,0.17,0.40
5973.82,0.60,0.12,0.37
5973.83,0.60,0.06,0.31
5973.84,0.60,0.01,0.23
5973.85,0.60,-0.05,0.18
5973.86,0.60,-0.10,0.14
5973.87,0.60,-0.15,0.09
