time (s), (volts), (volts), (volts)
5434.14,0.60,-0.15,-0.05
5434.15,0.60,-0.16,-0.07
5434.16,0.60,-0.18,-0.09
5434.17,0.60,-0.18,-0.11
5434.18,0.60,-0.19,-0.12
5434.19,0.60,-0.19,-0.13
5434.20,0.60,-0.19,-0.14
5434.21,0.60,-0.18,-0.15
5434.22,0.60,-0.18,-0.15
5434.23,0.60,-0.17,-0.16
5434.24,0.60,-0.15,-0.16
5434.25,0.60,-0.13,-0.16
5434.26,0.60,-0.11,-0.16
5434.27,0.60,-0.09,-0.16
5434.28,0.60,-0.07,-0.15
5434.29,0.60,-0.04,-0.14
5434.30,0.60,-0.01,-0.13
5434.31,0.59,0.02,-0.12
5434.32,0.60,0.05,-0.11
5434.33,0.60,0.09,-0.09
5434.34,0.60,0.11,-0.07
5434.35,0.60,0.14,-0.05
5434.36,0.60,0.17,-0.02
5434.37,0.60,0.20,0.00
5434.38,0.59,0.22,0.02
5434.39,0.60,0.24,0.05
5434.40,0.60,0.25,0.08
5434.41,0.60,0.26,0.11
5434.42,0.60,0.27,0.13
5434.43,0.60,0.27,0.16
5434.44,0.60,0.27,0.18
5434.45,0.59,0.26,0.21
5434.46,0.60,0.25,0.23
5434.47,0.60,0.24,0.25
5434.48,0.60,0.22,0.26
5434.49,0.59,0.21,0.27
5434.50,0.60,0.19,0.28
5434.51,0.60,0.17,0.28
5434.52,0.60,0.13,0.27
5434.53,0.60,0.10,0.26
5434.54,0.60,0.06,0.24
5434.55,0.60,0.04,0.22
5434.56,0.60,0.01,0.19
5434.57,0.60,-0.02,0.16
5434.58,0.60,-0.04,0.14
5434.59,0.60,-0.07,0.10
5434.60,0.59,-0.08,0.07
5434.61,0.60,-0.09,0.04
5434.62,0.60,-0.12,0.01
5434.63,0.60,-0.14,-0.02
5434.64,0.60,-0.15,-0.04
5434.65,0.60,-0.17,-0.07
5434.66,0.60,-0.18,-0.08
5434.67,0.60,-0.19,-0.10
5434.68,0.60,-0.19,-0.12
5434.69,0.60,-0.20,-0.13
5434.70,0.60,-0.19,-0.14
5434.71,0.59,-0.19,-0.15
5434.72,0.60,-0.18,-0.15
5434.73,0.60,-0.17,-0.16
5434.74,0.60,-0.16,-0.16
5434.75,0.60,-0.14,-0.16
5434.76,0.60,-0.12,-0.16
5434.77,0.60,-0.09,-0.16
5434.78,0.60,-0.07,-0.15
5434.79,0.60,-0.04,-0.14
5434.80,0.60,-0.01,-0.14
5434.81,0.60,0.02,-0.12
5434.82,0.60,0.05,-0.11
5434.83,0.60,0.09,-0.09
5434.84,0.60,0.12,-0.07
5434.85,0.60,0.15,-0.05
5434.86,0.60,0.18,-0.03
5434.87,0.60,0.20,0.00
5434.88,0.60,0.22,0.02
5434.89,0.60,0.24,0.05
5434.90,0.59,0.26,0.08
5434.91,0.60,0.27,0.11
5434.92,0.60,0.27,0.13
5434.93,0.60,0.28,0.16
5434.94,0.60,0.28,0.19
5434.95,0.60,0.27,0.21
5434.96,0.60,0.26,0.23
5434.97,0.60,0.25,0.25
5434.98,0.60,0.24,0.26
5434.99,0.60,0.22,0.27
5435.00,0.60,0.20,0.27
5435.01,0.60,0.18,0.27
5435.02,0.60,0.14,0.27
5435.03,0.60,0.10,0.26
5435.04,0.60,0.07,0.24
5435.05,0.60,0.05,0.22
5435.06,0.60,0.02,0.19
5435.07,0.60,-0.01,0.17
5435.08,0.60,-0.04,0.14
5435.09,0.60,-0.06,0.10
5435.10,0.60,-0.07,0.07
5435.11,0.60,-0.09,0.04
5435.12,0.60,-0.11,0.01
5435.13,0.60,-0.13,-0.02
5435.14,0.60,-0.16,-0.04
5435.15,0.60,-0.17,-0.06
5435.16,0.60,-0.18,-0.09
5435.17,0.60,-0.19,-0.10
5435.18,0.60,-0.19,-0.12
5435.19,0.60,-0.19,-0.13
5435.20,0.60,-0.19,-0.14
5435.21,0.60,-0.19,-0.14
5435.22,0.60,-0.18,-0.15
5435.23,0.59,-0.17,-0.16
5435.24,0.60,-0.16,-0.16
5435.25,0.60,-0.14,-0.16
5435.26,0.60,-0.12,-0.16
5435.27,0.60,-0.09,-0.16
5435.28,0.60,-0.07,-0.15
5435.29,0.60,-0.04,-0.14
5435.30,0.59,-0.01,-0.13
5435.31,0.60,0.02,-0.12
5435.32,0.60,0.05,-0.11
5435.33,0.60,0.08,-0.10
5435.34,0.60,0.12,-0.08
5435.35,0.60,0.15,-0.06
5435.36,0.60,0.17,-0.03
5435.37,0.60,0.20,-0.01
5435.38,0.60,0.22,0.02
5435.39,0.60,0.24,0.05
5435.40,0.60,0.25,0.08
5435.41,0.59,0.27,0.10
5435.42,0.60,0.27,0.13
5435.43,0.60,0.28,0.16
5435.44,0.60,0.27,0.18
5435.45,0.60,0.27,0.21
5435.46,0.60,0.26,0.23
5435.47,0.60,0.25,0.25
5435.48,0.60,0.24,0.26
5435.49,0.60,0.22,0.27
5435.50,0.60,0.20,0.28
5435.51,0.60,0.18,0.27
5435.52,0.60,0.14,0.27
5435.53,0.60,0.10,0.26
5435.54,0.60,0.07,0.24
5435.55,0.60,0.05,0.22
5435.56,0.60,0.02,0.19
5435.57,0.60,-0.01,0.17
5435.58,0.60,-0.04,0.14
5435.59,0.59,-0.07,0.10
5435.60,0.60,-0.07,0.08
5435.61,0.60,-0.09,0.04
5435.62,0.60,-0.11,0.01
5435.63,0.60,-0.13,-0.02
5435.64,0.60,-0.15,-0.04
5435.65,0.60,-0.17,-0.06
5435.66,0.59,-0.18,-0.08
5435.67,0.60,-0.19,-0.10
5435.68,0.60,-0.19,-0.11
5435.69,0.60,-0.20,-0.12
5435.70,0.60,-0.19,-0.13
5435.71,0.60,-0.19,-0.14
5435.72,0.60,-0.18,-0.15
5435.73,0.60,-0.17,-0.15
5435.74,0.60,-0.15,-0.15
5435.75,0.60,-0.14,-0.15
5435.76,0.60,-0.12,-0.16
5435.77,0.60,-0.10,-0.15
5435.78,0.60,-0.07,-0.14
5435.79,0.60,-0.04,-0.14
5435.80,0.60,-0.01,-0.13
5435.81,0.60,0.02,-0.12
5435.82,0.60,0.05,-0.10
5435.83,0.60,0.08,-0.09
5435.84,0.60,0.11,-0.07
5435.85,0.59,0.14,-0.05
5435.86,0.60,0.17,-0.02
5435.87,0.60,0.20,0.00
5435.88,0.60,0.22,0.02
5435.89,0.60,0.24,0.05
5435.90,0.60,0.25,0.08
5435.91,0.60,0.26,0.11
5435.92,0.59,0.27,0.13
5435.93,0.60,0.28,0.16
5435.94,0.60,0.27,0.19
5435.95,0.60,0.27,0.21
5435.96,0.60,0.26,0.23
5435.97,0.60,0.25,0.25
5435.98,0.60,0.24,0.26
5435.99,0.60,0.22,0.27
5436.00,0.60,0.20,0.27
5436.01,0.60,0.18,0.27
5436.02,0.60,0.14,0.26
5436.03,0.60,0.11,0.25
5436.04,0.60,0.08,0.24
5436.05,0.60,0.05,0.21
5436.06,0.60,0.02,0.19
5436.07,0.60,0.00,0.16
5436.08,0.60,-0.03,0.13
5436.09,0.60,-0.06,0.10
5436.10,0.60,-0.06,0.07
5436.11,0.60,-0.08,0.04
5436.12,0.60,-0.11,0.01
5436.13,0.60,-0.12,-0.02
5436.14,0.60,-0.14,-0.04
5436.15,0.60,-0.16,-0.07
5436.16,0.60,-0.17,-0.09
5436.17,0.60,-0.18,-0.10
5436.18,0.60,-0.18,-0.12
5436.19,0.60,-0.18,-0.13
5436.20,0.60,-0.18,-0.14
5436.21,0.60,-0.17,-0.15
5436.22,0.60,-0.17,-0.15
5436.23,0.60,-0.16,-0.15
5436.24,0.60,-0.15,-0.16
5436.25,0.60,-0.13,-0.16
5436.26,0.60,-0.11,-0.16
5436.27,0.60,-0.09,-0.16
5436.28,0.60,-0.06,-0.15
5436.29,0.60,-0.03,-0.14
5436.30,0.60,-0.01,-0.14
5436.31,0.60,0.02,-0.12
5436.32,0.60,0.05,-0.11
5436.33,0.60,0.09,-0.09
5436.34,0.60,0.12,-0.07
5436.35,0.60,0.15,-0.05
5436.36,0.60,0.17,-0.02
5436.37,0.60,0.20,0.00
5436.38,0.60,0.22,0.03
5436.39,0.60,0.24,0.06
5436.40,0.59,0.25,0.08
5436.41,0.60,0.26,0.11
5436.42,0.60,0.27,0.14
5436.43,0.60,0.28,0.17
5436.44,0.60,0.27,0.19
5436.45,0.60,0.27,0.22
5436.46,0.60,0.26,0.24
5436.47,0.60,0.25,0.26
5436.48,0.60,0.24,0.27
5436.49,0.60,0.22,0.28
5436.50,0.60,0.20,0.28
5436.51,0.60,0.18,0.28
5436.52,0.60,0.14,0.27
5436.53,0.60,0.10,0.26
5436.54,0.60,0.07,0.24
5436.55,0.60,0.05,0.22
5436.56,0.60,0.02,0.20
5436.57,0.60,-0.01,0.17
5436.58,0.60,-0.04,0.14
5436.59,0.59,-0.06,0.11
5436.60,0.60,-0.06,0.08
5436.61,0.60,-0.08,0.04
5436.62,0.60,-0.11,0.02
5436.63,0.60,-0.13,-0.01
5436.64,0.60,-0.15,-0.04
5436.65,0.60,-0.16,-0.06
5436.66,0.60,-0.17,-0.08
5436.67,0.60,-0.18,-0.10
5436.68,0.60,-0.19,-0.11
5436.69,0.60,-0.19,-0.13
5436.70,0.60,-0.19,-0.14
5436.71,0.60,-0.18,-0.15
5436.72,0.60,-0.18,-0.15
5436.73,0.60,-0.16,-0.16
5436.74,0.60,-0.15,-0.16
5436.75,0.60,-0.13,-0.16
5436.76,0.60,-0.11,-0.16
5436.77,0.60,-0.08,-0.15
5436.78,0.60,-0.05,-0.15
5436.79,0.60,-0.04,-0.15
5436.80,0.60,-0.01,-0.13
5436.81,0.60,0.03,-0.12
5436.82,0.60,0.06,-0.11
5436.83,0.60,0.09,-0.10
5436.84,0.60,0.12,-0.07
5436.85,0.59,0.15,-0.06
5436.86,0.60,0.18,-0.03
5436.87,0.60,0.20,0.00
5436.88,0.60,0.22,0.02
5436.89,0.59,0.25,0.05
5436.90,0.60,0.26,0.07
5436.91,0.60,0.27,0.10
5436.92,0.60,0.28,0.13
5436.93,0.60,0.28,0.16
5436.94,0.60,0.28,0.19
5436.95,0.60,0.27,0.21
5436.96,0.60,0.27,0.23
5436.97,0.60,0.26,0.25
5436.98,0.60,0.24,0.27
5436.99,0.60,0.22,0.28
5437.00,0.60,0.20,0.28
5437.01,0.60,0.18,0.28
5437.02,0.60,0.14,0.28
5437.03,0.60,0.10,0.26
5437.04,0.60,0.08,0.24
5437.05,0.60,0.05,0.22
5437.06,0.60,0.02,0.20
5437.07,0.60,-0.01,0.17
5437.08,0.60,-0.03,0.14
5437.09,0.60,-0.06,0.11
5437.10,0.60,-0.07,0.08
5437.11,0.60,-0.09,0.05
5437.12,0.60,-0.11,0.02
5437.13,0.60,-0.13,-0.01
5437.14,0.60,-0.15,-0.03
5437.15,0.60,-0.16,-0.06
5437.16,0.59,-0.17,-0.08
5437.17,0.60,-0.18,-0.10
5437.18,0.60,-0.19,-0.11
5437.19,0.60,-0.19,-0.12
5437.20,0.59,-0.19,-0.13
5437.21,0.60,-0.19,-0.14
5437.22,0.60,-0.18,-0.15
5437.23,0.60,-0.17,-0.15
5437.24,0.60,-0.15,-0.15
5437.25,0.60,-0.14,-0.15
5437.26,0.60,-0.12,-0.16
5437.27,0.60,-0.09,-0.15
5437.28,0.60,-0.07,-0.15
5437.29,0.60,-0.04,-0.14
5437.30,0.60,-0.01,-0.13
5437.31,0.60,0.02,-0.12
5437.32,0.60,0.05,-0.11
5437.33,0.60,0.08,-0.09
5437.34,0.60,0.11,-0.07
5437.35,0.60,0.15,-0.05
5437.36,0.60,0.17,-0.03
5437.37,0.60,0.20,0.00
5437.38,0.60,0.22,0.02
5437.39,0.60,0.24,0.05
5437.40,0.59,0.25,0.08
5437.41,0.60,0.27,0.11
5437.42,0.60,0.27,0.13
5437.43,0.60,0.28,0.16
5437.44,0.60,0.28,0.19
5437.45,0.60,0.27,0.22
5437.46,0.60,0.27,0.23
5437.47,0.60,0.25,0.25
5437.48,0.60,0.24,0.27
5437.49,0.60,0.22,0.28
5437.50,0.59,0.21,0.28
5437.51,0.60,0.18,0.28
5437.52,0.60,0.16,0.27
5437.53,0.60,0.11,0.26
5437.54,0.60,0.08,0.24
5437.55,0.60,0.05,0.22
5437.56,0.60,0.02,0.20
5437.57,0.60,0.00,0.17
5437.58,0.60,-0.03,0.14
5437.59,0.60,-0.06,0.11
5437.60,0.60,-0.07,0.08
5437.61,0.59,-0.08,0.04
5437.62,0.60,-0.11,0.02
5437.63,0.60,-0.13,-0.01
5437.64,0.60,-0.15,-0.04
5437.65,0.59,-0.16,-0.06
5437.66,0.60,-0.18,-0.08
5437.67,0.60,-0.19,-0.10
5437.68,0.60,-0.19,-0.11
5437.69,0.60,-0.19,-0.12
5437.70,0.60,-0.19,-0.13
5437.71,0.60,-0.19,-0.14
5437.72,0.60,-0.18,-0.15
5437.73,0.59,-0.17,-0.15
5437.74,0.60,-0.16,-0.16
5437.75,0.60,-0.14,-0.16
5437.76,0.60,-0.12,-0.16
5437.77,0.59,-0.09,-0.15
5437.78,0.60,-0.08,-0.15
5437.79,0.60,-0.05,-0.13
5437.80,0.60,-0.02,-0.13
5437.81,0.60,0.02,-0.11
5437.82,0.60,0.05,-0.10
5437.83,0.60,0.08,-0.09
5437.84,0.60,0.11,-0.07
5437.85,0.60,0.14,-0.05
5437.86,0.60,0.17,-0.03
5437.87,0.60,0.20,0.00
5437.88,0.59,0.22,0.02
5437.89,0.60,0.24,0.05
5437.90,0.60,0.25,0.08
5437.91,0.60,0.27,0.11
5437.92,0.60,0.28,0.14
5437.93,0.60,0.28,0.16
5437.94,0.60,0.28,0.19
5437.95,0.60,0.28,0.21
5437.96,0.60,0.27,0.23
5437.97,0.60,0.26,0.25
5437.98,0.60,0.24,0.27
5437.99,0.59,0.23,0.27
5438.00,0.60,0.21,0.28
5438.01,0.60,0.19,0.28
5438.02,0.60,0.16,0.27
5438.03,0.59,0.11,0.26
5438.04,0.60,0.09,0.24
5438.05,0.60,0.05,0.22
5438.06,0.60,0.03,0.19
5438.07,0.60,0.00,0.17
5438.08,0.60,-0.03,0.14
5438.09,0.60,-0.05,0.11
5438.10,0.59,-0.05,0.08
5438.11,0.60,-0.08,0.04
5438.12,0.60,-0.10,0.01
5438.13,0.60,-0.12,-0.01
5438.14,0.60,-0.14,-0.04
5438.15,0.60,-0.16,-0.06
5438.16,0.60,-0.17,-0.08
5438.17,0.60,-0.18,-0.10
5438.18,0.60,-0.19,-0.11
5438.19,0.60,-0.19,-0.12
5438.20,0.60,-0.19,-0.13
5438.21,0.60,-0.19,-0.14
5438.22,0.59,-0.18,-0.15
5438.23,0.60,-0.17,-0.15
5438.24,0.60,-0.16,-0.15
5438.25,0.60,-0.14,-0.16
5438.26,0.60,-0.12,-0.16
5438.27,0.60,-0.10,-0.15
5438.28,0.60,-0.08,-0.15
5438.29,0.60,-0.05,-0.14
5438.30,0.60,-0.02,-0.13
5438.31,0.60,0.01,-0.11
5438.32,0.60,0.04,-0.11
5438.33,0.60,0.07,-0.09
5438.34,0.60,0.11,-0.07
5438.35,0.60,0.14,-0.05
5438.36,0.60,0.16,-0.03
5438.37,0.60,0.19,0.00
5438.38,0.60,0.21,0.02
5438.39,0.60,0.23,0.05
5438.40,0.60,0.25,0.08
5438.41,0.60,0.26,0.11
5438.42,0.60,0.27,0.14
5438.43,0.60,0.27,0.16
5438.44,0.60,0.27,0.19
5438.45,0.60,0.27,0.21
5438.46,0.60,0.26,0.24
5438.47,0.60,0.26,0.25
5438.48,0.60,0.24,0.27
5438.49,0.60,0.22,0.28
5438.50,0.60,0.20,0.28
5438.51,0.60,0.19,0.28
5438.52,0.60,0.15,0.27
5438.53,0.60,0.11,0.26
5438.54,0.60,0.08,0.25
5438.55,0.59,0.06,0.22
5438.56,0.60,0.03,0.20
5438.57,0.60,0.00,0.17
5438.58,0.60,-0.03,0.14
5438.59,0.59,-0.05,0.11
5438.60,0.60,-0.06,0.08
5438.61,0.60,-0.08,0.05
5438.62,0.60,-0.10,0.02
5438.63,0.59,-0.12,-0.02
5438.64,0.60,-0.14,-0.04
5438.65,0.60,-0.16,-0.06
5438.66,0.60,-0.17,-0.08
5438.67,0.59,-0.18,-0.10
5438.68,0.60,-0.18,-0.11
5438.69,0.60,-0.19,-0.13
5438.70,0.60,-0.18,-0.14
5438.71,0.59,-0.18,-0.15
5438.72,0.60,-0.18,-0.15
5438.73,0.60,-0.16,-0.16
5438.74,0.60,-0.15,-0.16
5438.75,0.60,-0.14,-0.16
5438.76,0.60,-0.12,-0.16
5438.77,0.60,-0.10,-0.16
5438.78,0.60,-0.07,-0.15
5438.79,0.60,-0.04,-0.14
5438.80,0.60,-0.02,-0.14
5438.81,0.59,0.02,-0.12
5438.82,0.60,0.05,-0.11
5438.83,0.60,0.08,-0.10
5438.84,0.60,0.11,-0.08
5438.85,0.60,0.14,-0.06
5438.86,0.60,0.17,-0.03
5438.87,0.60,0.20,-0.01
5438.88,0.60,0.22,0.02
5438.89,0.60,0.24,0.05
5438.90,0.60,0.25,0.08
5438.91,0.60,0.27,0.11
5438.92,0.59,0.27,0.13
5438.93,0.60,0.28,0.16
5438.94,0.60,0.28,0.19
5438.95,0.60,0.27,0.22
5438.96,0.60,0.27,0.24
5438.97,0.60,0.25,0.26
5438.98,0.60,0.24,0.27
5438.99,0.59,0.23,0.28
5439.00,0.60,0.21,0.29
5439.01,0.60,0.18,0.29
5439.02,0.60,0.16,0.28
5439.03,0.59,0.11,0.27
5439.04,0.60,0.08,0.25
5439.05,0.60,0.06,0.23
5439.06,0.60,0.03,0.20
5439.07,0.60,0.00,0.18
5439.08,0.60,-0.03,0.15
5439.09,0.60,-0.06,0.12
5439.10,0.59,-0.07,0.08
5439.11,0.60,-0.08,0.05
5439.12,0.60,-0.10,0.02
5439.13,0.60,-0.12,-0.01
5439.14,0.60,-0.14,-0.03
5439.15,0.60,-0.16,-0.06
5439.16,0.60,-0.17,-0.08
5439.17,0.60,-0.18,-0.09
5439.18,0.59,-0.18,-0.11
5439.19,0.60,-0.19,-0.12
5439.20,0.60,-0.19,-0.13
5439.21,0.60,-0.18,-0.14
5439.22,0.60,-0.18,-0.15
5439.23,0.60,-0.17,-0.15
5439.24,0.60,-0.15,-0.15
5439.25,0.60,-0.14,-0.16
5439.26,0.60,-0.12,-0.16
5439.27,0.60,-0.09,-0.15
5439.28,0.60,-0.07,-0.15
5439.29,0.60,-0.04,-0.14
5439.30,0.60,-0.01,-0.13
5439.31,0.60,0.01,-0.12
5439.32,0.60,0.05,-0.11
5439.33,0.60,0.08,-0.10
5439.34,0.60,0.11,-0.08
5439.35,0.60,0.14,-0.06
5439.36,0.60,0.17,-0.04
5439.37,0.60,0.19,-0.01
5439.38,0.60,0.22,0.02
5439.39,0.60,0.24,0.04
5439.40,0.60,0.26,0.07
5439.41,0.60,0.26,0.10
5439.42,0.60,0.27,0.13
5439.43,0.60,0.28,0.15
5439.44,0.60,0.28,0.18
5439.45,0.60,0.27,0.21
5439.46,0.60,0.27,0.23
5439.47,0.60,0.26,0.25
5439.48,0.59,0.24,0.26
5439.49,0.60,0.23,0.28
5439.50,0.60,0.21,0.28
5439.51,0.60,0.18,0.28
5439.52,0.59,0.17,0.27
5439.53,0.60,0.11,0.26
5439.54,0.60,0.09,0.25
5439.55,0.60,0.06,0.23
5439.56,0.60,0.03,0.20
5439.57,0.60,0.00,0.18
5439.58,0.60,-0.03,0.14
5439.59,0.60,-0.05,0.12
5439.60,0.60,-0.08,0.08
5439.61,0.60,-0.08,0.05
5439.62,0.60,-0.10,0.02
5439.63,0.60,-0.12,-0.01
5439.64,0.60,-0.14,-0.03
5439.65,0.60,-0.15,-0.05
5439.66,0.60,-0.17,-0.07
5439.67,0.60,-0.17,-0.09
5439.68,0.60,-0.18,-0.11
5439.69,0.60,-0.18,-0.12
5439.70,0.60,-0.18,-0.13
5439.71,0.60,-0.18,-0.14
5439.72,0.60,-0.17,-0.14
5439.73,0.60,-0.16,-0.15
5439.74,0.60,-0.15,-0.15
5439.75,0.60,-0.13,-0.15
5439.76,0.60,-0.12,-0.15
5439.77,0.60,-0.09,-0.15
5439.78,0.60,-0.07,-0.14
5439.79,0.60,-0.04,-0.14
5439.80,0.60,-0.01,-0.13
5439.81,0.60,0.02,-0.12
5439.82,0.60,0.05,-0.11
5439.83,0.60,0.08,-0.09
5439.84,0.60,0.11,-0.07
5439.85,0.60,0.14,-0.05
5439.86,0.60,0.17,-0.03
5439.87,0.60,0.20,0.00
5439.88,0.60,0.22,0.02
5439.89,0.60,0.24,0.05
5439.90,0.60,0.26,0.08
5439.91,0.60,0.27,0.11
5439.92,0.60,0.27,0.14
5439.93,0.60,0.28,0.16
5439.94,0.60,0.28,0.19
5439.95,0.60,0.27,0.21
5439.96,0.60,0.27,0.23
5439.97,0.59,0.26,0.25
5439.98,0.60,0.24,0.26
5439.99,0.60,0.23,0.27
5440.00,0.60,0.21,0.28
5440.01,0.60,0.19,0.28
5440.02,0.60,0.16,0.27
5440.03,0.60,0.12,0.26
5440.04,0.60,0.09,0.24
5440.05,0.60,0.05,0.23
5440.06,0.60,0.03,0.20
5440.07,0.60,0.00,0.17
5440.08,0.60,-0.03,0.14
5440.09,0.60,-0.05,0.11
5440.10,0.60,-0.07,0.08
5440.11,0.60,-0.08,0.05
5440.12,0.60,-0.10,0.02
5440.13,0.60,-0.12,-0.01
5440.14,0.60,-0.14,-0.04
5440.15,0.60,-0.16,-0.06
5440.16,0.60,-0.17,-0.08
5440.17,0.60,-0.18,-0.10
5440.18,0.60,-0.19,-0.11
5440.19,0.60,-0.19,-0.12
5440.20,0.60,-0.19,-0.13
5440.21,0.60,-0.19,-0.14
5440.22,0.60,-0.18,-0.15
5440.23,0.60,-0.17,-0.15
5440.24,0.60,-0.16,-0.15
5440.25,0.60,-0.14,-0.16
5440.26,0.60,-0.12,-0.16
5440.27,0.60,-0.10,-0.15
5440.28,0.60,-0.08,-0.15
5440.29,0.60,-0.04,-0.14
5440.30,0.60,-0.02,-0.13
5440.31,0.60,0.01,-0.12
5440.32,0.60,0.04,-0.10
5440.33,0.60,0.08,-0.09
5440.34,0.60,0.11,-0.07
5440.35,0.60,0.14,-0.05
5440.36,0.60,0.17,-0.02
5440.37,0.60,0.20,0.00
5440.38,0.60,0.22,0.02
5440.39,0.60,0.24,0.06
5440.40,0.60,0.26,0.08
5440.41,0.60,0.27,0.11
5440.42,0.60,0.28,0.14
5440.43,0.60,0.28,0.17
5440.44,0.60,0.28,0.19
5440.45,0.60,0.28,0.22
5440.46,0.60,0.27,0.24
5440.47,0.60,0.26,0.26
5440.48,0.60,0.25,0.27
5440.49,0.60,0.23,0.28
5440.50,0.60,0.22,0.29
5440.51,0.60,0.19,0.29
5440.52,0.60,0.16,0.28
5440.53,0.60,0.12,0.27
5440.54,0.60,0.09,0.25
5440.55,0.60,0.06,0.23
5440.56,0.60,0.03,0.21
5440.57,0.60,0.01,0.18
5440.58,0.60,-0.02,0.15
5440.59,0.60,-0.05,0.12
5440.60,0.60,-0.07,0.08
5440.61,0.60,-0.08,0.05
5440.62,0.60,-0.10,0.02
5440.63,0.60,-0.13,-0.01
5440.64,0.60,-0.14,-0.03
5440.65,0.60,-0.16,-0.06
5440.66,0.60,-0.18,-0.08
5440.67,0.60,-0.19,-0.10
5440.68,0.60,-0.19,-0.11
5440.69,0.60,-0.20,-0.12
5440.70,0.60,-0.20,-0.13
5440.71,0.60,-0.19,-0.14
5440.72,0.60,-0.19,-0.14
5440.73,0.60,-0.18,-0.15
5440.74,0.60,-0.16,-0.15
5440.75,0.60,-0.15,-0.16
5440.76,0.60,-0.13,-0.15
5440.77,0.60,-0.11,-0.15
5440.78,0.60,-0.09,-0.15
5440.79,0.60,-0.06,-0.14
5440.80,0.60,-0.03,-0.13
5440.81,0.60,0.00,-0.12
5440.82,0.60,0.03,-0.11
5440.83,0.60,0.07,-0.09
5440.84,0.60,0.10,-0.07
5440.85,0.60,0.13,-0.05
5440.86,0.60,0.16,-0.03
5440.87,0.60,0.19,0.00
5440.88,0.60,0.21,0.02
5440.89,0.60,0.23,0.05
5440.90,0.60,0.25,0.08
5440.91,0.60,0.26,0.11
5440.92,0.60,0.27,0.14
5440.93,0.60,0.28,0.17
5440.94,0.59,0.27,0.19
5440.95,0.60,0.27,0.22
5440.96,0.60,0.27,0.24
5440.97,0.60,0.26,0.26
5440.98,0.60,0.24,0.27
5440.99,0.60,0.23,0.28
5441.00,0.60,0.21,0.29
5441.01,0.60,0.19,0.29
5441.02,0.60,0.17,0.28
5441.03,0.60,0.13,0.27
5441.04,0.60,0.09,0.26
5441.05,0.60,0.06,0.23
5441.06,0.60,0.03,0.21
5441.07,0.60,0.01,0.18
5441.08,0.60,-0.02,0.15
5441.09,0.60,-0.05,0.12
5441.10,0.60,-0.07,0.09
5441.11,0.60,-0.08,0.06
5441.12,0.60,-0.10,0.03
5441.13,0.59,-0.12,0.00
5441.14,0.60,-0.15,-0.03
5441.15,0.60,-0.16,-0.05
5441.16,0.60,-0.17,-0.07
5441.17,0.60,-0.19,-0.09
5441.18,0.60,-0.19,-0.11
5441.19,0.60,-0.20,-0.12
5441.20,0.60,-0.20,-0.13
5441.21,0.60,-0.19,-0.14
